Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Baker Mayfield,LAR,1,0,15.0,2022,224
Cam Akers,LAR,0,0,15.0,2022,224
Kyren Williams,LAR,0,0,15.0,2022,224
Brandon Powell,LAR,0,0,15.0,2022,224
Van Jefferson,LAR,0,0,15.0,2022,224
Tyler Higbee,LAR,0,0,15.0,2022,224
Ben Skowronek,LAR,0,0,15.0,2022,224
Malcolm Brown,LAR,0,0,15.0,2022,224
Tutu Atwell,LAR,0,0,15.0,2022,224
Aaron Rodgers,GNB,0,0,15.0,2022,224
Aaron Jones,GNB,1,1,15.0,2022,224
AJ Dillon,GNB,0,0,15.0,2022,224
Patrick Taylor,GNB,0,0,15.0,2022,224
Romeo Doubs,GNB,0,0,15.0,2022,224
Christian Watson,GNB,0,0,15.0,2022,224
Randall Cobb,GNB,0,0,15.0,2022,224
Marcedes Lewis,GNB,0,0,15.0,2022,224
Allen Lazard,GNB,0,0,15.0,2022,224
Robert Tonyan,GNB,0,0,15.0,2022,224
