Rk,Player,Age,Team,Pos,G,GS,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving Y/R,Receiving TD,Receiving 1D,Receiving Succ%,Receiving Lng,Receiving R/G,Receiving Y/G,Receiving Ctch%,Receiving Y/Tgt,Rushing Att,Rushing Yds,Rushing TD,Rushing 1D,Rushing Succ%,Rushing Lng,Rushing Y/A,Rushing Y/G,Rushing A/G,Scrimmage Touch,Scrimmage Y/Tch,Scrimmage YScm,Scrimmage RRTD,Fmb,Awards
271.0,Scott Miller,25.0,TAM,WR,15.0,1.0,40.0,23.0,185.0,8.0,0.0,8.0,47.5,23.0,1.5,12.3,57.5,4.6,1.0,8.0,0.0,0.0,100.0,8.0,8.0,0.5,0.1,24.0,8.0,193.0,0.0,0.0,
272.0,Jonathan Williams,28.0,WAS,RB,13.0,2.0,10.0,7.0,40.0,5.7,0.0,2.0,30.0,21.0,0.5,3.1,70.0,4.0,37.0,152.0,0.0,6.0,43.2,23.0,4.1,11.7,2.8,44.0,4.4,192.0,0.0,0.0,
273.0,Mo Alie-Cox,29.0,IND,TE,17.0,11.0,28.0,19.0,189.0,9.9,3.0,9.0,50.0,34.0,1.1,11.1,67.9,6.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,19.0,9.9,189.0,3.0,1.0,
274.0,KJ Hamler,23.0,DEN,WR,7.0,0.0,14.0,7.0,165.0,23.6,0.0,3.0,35.7,55.0,1.0,23.6,50.0,11.8,2.0,23.0,0.0,1.0,100.0,14.0,11.5,3.3,0.3,9.0,20.9,188.0,0.0,0.0,
275.0,Denzel Mims,25.0,NYJ,WR,10.0,4.0,25.0,11.0,186.0,16.9,0.0,7.0,36.0,63.0,1.1,18.6,44.0,7.4,0.0,0.0,0.0,0.0,,,,0.0,0.0,11.0,16.9,186.0,0.0,0.0,
276.0,Marlon Mack,26.0,DEN,RB,6.0,0.0,10.0,8.0,99.0,12.4,1.0,2.0,40.0,66.0,1.3,16.5,80.0,9.9,16.0,84.0,1.0,4.0,75.0,17.0,5.3,14.0,2.7,24.0,7.6,183.0,2.0,0.0,
277.0,Dak Prescott,29.0,DAL,QB,12.0,12.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,45.0,182.0,1.0,19.0,51.1,25.0,4.0,15.2,3.8,45.0,4.0,182.0,1.0,4.0,
278.0,Irv Smith Jr.,24.0,MIN,TE,8.0,1.0,36.0,25.0,182.0,7.3,2.0,9.0,44.4,17.0,3.1,22.8,69.4,5.1,0.0,0.0,0.0,0.0,,,,0.0,0.0,25.0,7.3,182.0,2.0,1.0,
279.0,Gary Brightwell,23.0,NYG,RB,17.0,0.0,8.0,5.0,39.0,7.8,0.0,4.0,50.0,12.0,0.3,2.3,62.5,4.9,31.0,141.0,1.0,9.0,41.9,25.0,4.5,8.3,1.8,36.0,5.0,180.0,1.0,0.0,
280.0,Jalen Nailor,23.0,MIN,WR,15.0,0.0,13.0,9.0,179.0,19.9,1.0,7.0,69.2,47.0,0.6,11.9,69.2,13.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,9.0,19.9,179.0,1.0,0.0,
281.0,Connor Heyward,23.0,PIT,TE,17.0,0.0,17.0,12.0,151.0,12.6,1.0,6.0,58.8,45.0,0.7,8.9,70.6,8.9,2.0,27.0,0.0,2.0,100.0,21.0,13.5,1.6,0.1,14.0,12.7,178.0,1.0,0.0,
282.0,Deshaun Watson,27.0,CLE,QB,6.0,6.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,36.0,175.0,1.0,10.0,47.2,21.0,4.9,29.2,6.0,36.0,4.9,175.0,1.0,1.0,
283.0,Cameron Brate,31.0,TAM,TE,11.0,1.0,38.0,20.0,174.0,8.7,0.0,8.0,28.9,21.0,1.8,15.8,52.6,4.6,0.0,0.0,0.0,0.0,,,,0.0,0.0,20.0,8.7,174.0,0.0,0.0,
284.0,Jake Ferguson,23.0,DAL,TE,16.0,8.0,22.0,19.0,174.0,9.2,2.0,8.0,63.6,30.0,1.2,10.9,86.4,7.9,0.0,0.0,0.0,0.0,,,,0.0,0.0,19.0,9.2,174.0,2.0,0.0,
285.0,Steven Sims,25.0,PIT,WR,12.0,2.0,23.0,14.0,104.0,7.4,0.0,5.0,43.5,28.0,1.2,8.7,60.9,4.5,13.0,70.0,0.0,5.0,53.8,22.0,5.4,5.8,1.1,27.0,6.4,174.0,0.0,3.0,
286.0,Tommy Tremble,22.0,CAR,TE,17.0,4.0,32.0,19.0,174.0,9.2,3.0,9.0,43.8,29.0,1.1,10.2,59.4,5.4,0.0,0.0,0.0,0.0,,,,0.0,0.0,19.0,9.2,174.0,3.0,1.0,
287.0,Michael Thomas,29.0,NOR,WR,3.0,3.0,22.0,16.0,171.0,10.7,3.0,13.0,72.7,21.0,5.3,57.0,72.7,7.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,16.0,10.7,171.0,3.0,0.0,
288.0,Raheem Blackshear,23.0,CAR,RB,13.0,1.0,12.0,10.0,93.0,9.3,0.0,3.0,50.0,27.0,0.8,7.2,83.3,7.8,23.0,77.0,3.0,7.0,47.8,16.0,3.3,5.9,1.8,33.0,5.2,170.0,3.0,1.0,
289.0,Avery Williams,24.0,ATL,RB,17.0,3.0,14.0,13.0,61.0,4.7,0.0,3.0,35.7,10.0,0.8,3.6,92.9,4.4,22.0,109.0,1.0,6.0,45.5,21.0,5.0,6.4,1.3,35.0,4.9,170.0,1.0,1.0,
290.0,Khalil Shakir,22.0,BUF,WR,14.0,2.0,20.0,10.0,161.0,16.1,1.0,7.0,40.0,31.0,0.7,11.5,50.0,8.1,0.0,0.0,0.0,0.0,,,,0.0,0.0,10.0,16.1,161.0,1.0,0.0,
291.0,Sony Michel,27.0,LAC,RB,10.0,0.0,13.0,9.0,53.0,5.9,0.0,1.0,38.5,9.0,0.9,5.3,69.2,4.1,36.0,106.0,0.0,8.0,47.2,12.0,2.9,10.6,3.6,45.0,3.5,159.0,0.0,0.0,
292.0,Dyami Brown,23.0,WAS,WR,15.0,0.0,14.0,5.0,143.0,28.6,2.0,5.0,35.7,75.0,0.3,9.5,35.7,10.2,1.0,15.0,0.0,1.0,100.0,15.0,15.0,1.0,0.1,6.0,26.3,158.0,2.0,0.0,
293.0,Marquez Callaway,24.0,NOR,WR,14.0,3.0,32.0,16.0,158.0,9.9,1.0,11.0,43.8,33.0,1.1,11.3,50.0,4.9,0.0,0.0,0.0,0.0,,,,0.0,0.0,16.0,9.9,158.0,1.0,0.0,
294.0,Sterling Shepard,29.0,NYG,WR,3.0,2.0,24.0,13.0,154.0,11.8,1.0,4.0,29.2,65.0,4.3,51.3,54.2,6.4,0.0,0.0,0.0,0.0,,,,0.0,0.0,13.0,11.8,154.0,1.0,0.0,
295.0,DeSean Jackson,36.0,BAL,WR,7.0,1.0,17.0,9.0,153.0,17.0,0.0,5.0,47.1,62.0,1.3,21.9,52.9,9.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,9.0,17.0,153.0,0.0,0.0,
296.0,Royce Freeman,26.0,HOU,RB,4.0,1.0,8.0,6.0,33.0,5.5,0.0,0.0,37.5,9.0,1.5,8.3,75.0,4.1,41.0,117.0,0.0,7.0,39.0,11.0,2.9,29.3,10.3,47.0,3.2,150.0,0.0,1.0,
297.0,Hassan Haskins,23.0,TEN,RB,15.0,1.0,12.0,11.0,57.0,5.2,0.0,2.0,25.0,10.0,0.7,3.8,91.7,4.8,25.0,93.0,0.0,5.0,44.0,12.0,3.7,6.2,1.7,36.0,4.2,150.0,0.0,0.0,
298.0,Zach Pascal,28.0,PHI,WR,17.0,2.0,19.0,15.0,150.0,10.0,1.0,9.0,63.2,34.0,0.9,8.8,78.9,7.9,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.1,16.0,9.4,150.0,1.0,0.0,
299.0,MyCole Pruitt,30.0,ATL,TE,13.0,4.0,21.0,16.0,150.0,9.4,4.0,10.0,61.9,29.0,1.2,11.5,76.2,7.1,0.0,0.0,0.0,0.0,,,,0.0,0.0,16.0,9.4,150.0,4.0,0.0,
300.0,Josh Oliver,25.0,BAL,TE,17.0,9.0,25.0,14.0,149.0,10.6,2.0,7.0,48.0,40.0,0.8,8.8,56.0,6.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,14.0,10.6,149.0,2.0,0.0,
301.0,Eric Saubert,28.0,DEN,TE,17.0,6.0,24.0,15.0,148.0,9.9,1.0,6.0,37.5,25.0,0.9,8.7,62.5,6.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,15.0,9.9,148.0,1.0,0.0,
302.0,O.J. Howard,28.0,HOU,TE,13.0,10.0,23.0,10.0,145.0,14.5,2.0,6.0,34.8,26.0,0.8,11.2,43.5,6.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,10.0,14.5,145.0,2.0,0.0,
303.0,Cedrick Wilson Jr.,27.0,MIA,WR,15.0,0.0,18.0,12.0,136.0,11.3,0.0,8.0,61.1,21.0,0.8,9.1,66.7,7.6,1.0,8.0,0.0,0.0,100.0,8.0,8.0,0.5,0.1,13.0,11.1,144.0,0.0,0.0,
304.0,Pierre Strong,24.0,NWE,RB,15.0,0.0,7.0,7.0,42.0,6.0,0.0,3.0,42.9,16.0,0.5,2.8,100.0,6.0,10.0,100.0,1.0,5.0,70.0,44.0,10.0,6.7,0.7,17.0,8.4,142.0,1.0,0.0,
305.0,Keelan Cole,29.0,LVR,WR,14.0,3.0,21.0,10.0,141.0,14.1,1.0,8.0,47.6,30.0,0.7,10.1,47.6,6.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,10.0,14.1,141.0,1.0,1.0,
306.0,Tom Kennedy,26.0,DET,WR,7.0,1.0,15.0,8.0,141.0,17.6,0.0,7.0,53.3,44.0,1.1,20.1,53.3,9.4,0.0,0.0,0.0,0.0,,,,0.0,0.0,8.0,17.6,141.0,0.0,0.0,
307.0,Johnny Mundt,28.0,MIN,TE,17.0,12.0,21.0,19.0,140.0,7.4,1.0,9.0,66.7,17.0,1.1,8.2,90.5,6.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,19.0,7.4,140.0,1.0,0.0,
308.0,Mitchell Wilcox,26.0,CIN,TE,16.0,4.0,18.0,17.0,139.0,8.2,1.0,6.0,66.7,19.0,1.1,8.7,94.4,7.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,17.0,8.2,139.0,1.0,0.0,
309.0,Justin Herbert,24.0,LAC,QB,17.0,17.0,2.0,2.0,-10.0,-5.0,0.0,0.0,0.0,-2.0,0.1,-0.6,100.0,-5.0,54.0,147.0,0.0,17.0,40.7,23.0,2.7,8.6,3.2,56.0,2.4,137.0,0.0,8.0,AP MVP-9
310.0,Tyler Huntley,24.0,BAL,QB,6.0,4.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,43.0,137.0,1.0,12.0,39.5,14.0,3.2,22.8,7.2,43.0,3.2,137.0,1.0,3.0,PB
311.0,Dan Arnold,27.0,JAX,TE,17.0,0.0,13.0,9.0,135.0,15.0,0.0,5.0,53.8,26.0,0.5,7.9,69.2,10.4,0.0,0.0,0.0,0.0,,,,0.0,0.0,9.0,15.0,135.0,0.0,0.0,
312.0,Byron Pringle,29.0,CHI,WR,11.0,4.0,16.0,10.0,135.0,13.5,2.0,8.0,56.3,35.0,0.9,12.3,62.5,8.4,0.0,0.0,0.0,0.0,,,,0.0,0.0,10.0,13.5,135.0,2.0,0.0,
313.0,Jeff Smith,25.0,NYJ,WR,11.0,0.0,11.0,8.0,134.0,16.8,0.0,5.0,63.6,50.0,0.7,12.2,72.7,12.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,8.0,16.8,134.0,0.0,0.0,
314.0,Zach Gentry,26.0,PIT,TE,17.0,13.0,23.0,19.0,132.0,6.9,0.0,6.0,39.1,32.0,1.1,7.8,82.6,5.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,19.0,6.9,132.0,0.0,0.0,
315.0,Tanner Hudson,28.0,NYG,TE,11.0,0.0,15.0,10.0,132.0,13.2,0.0,8.0,60.0,27.0,0.9,12.0,66.7,8.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,10.0,13.2,132.0,0.0,0.0,
316.0,Donald Parham,25.0,LAC,TE,6.0,1.0,12.0,10.0,130.0,13.0,1.0,5.0,83.3,24.0,1.7,21.7,83.3,10.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,10.0,13.0,130.0,1.0,0.0,
317.0,Durham Smythe,27.0,MIA,TE,16.0,15.0,20.0,15.0,129.0,8.6,1.0,7.0,55.0,26.0,0.9,8.1,75.0,6.5,2.0,1.0,1.0,1.0,50.0,1.0,0.5,0.1,0.1,17.0,7.6,130.0,2.0,0.0,
318.0,Jalen Reagor,23.0,MIN,WR,17.0,0.0,13.0,8.0,104.0,13.0,1.0,5.0,53.8,38.0,0.5,6.1,61.5,8.0,4.0,25.0,0.0,1.0,75.0,17.0,6.3,1.5,0.2,12.0,10.8,129.0,1.0,4.0,
319.0,Brevin Jordan,22.0,HOU,TE,11.0,3.0,28.0,14.0,128.0,9.1,0.0,7.0,39.3,20.0,1.3,11.6,50.0,4.6,0.0,0.0,0.0,0.0,,,,0.0,0.0,14.0,9.1,128.0,0.0,0.0,
320.0,Brandon Bolden,32.0,LVR,RB,16.0,0.0,9.0,9.0,57.0,6.3,1.0,2.0,44.4,18.0,0.6,3.6,100.0,6.3,17.0,66.0,0.0,3.0,35.3,12.0,3.9,4.1,1.1,26.0,4.7,123.0,1.0,0.0,
321.0,Jack Stoll,24.0,PHI,TE,17.0,11.0,14.0,11.0,123.0,11.2,0.0,5.0,71.4,26.0,0.6,7.2,78.6,8.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,11.0,11.2,123.0,0.0,0.0,
322.0,Malik Willis,23.0,TEN,QB,8.0,3.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,27.0,123.0,1.0,8.0,44.4,17.0,4.6,15.4,3.4,27.0,4.6,123.0,1.0,3.0,
323.0,T.Y. Hilton,33.0,DAL,WR,3.0,0.0,10.0,7.0,121.0,17.3,0.0,5.0,60.0,52.0,2.3,40.3,70.0,12.1,0.0,0.0,0.0,0.0,,,,0.0,0.0,7.0,17.3,121.0,0.0,0.0,
324.0,Malcolm Brown,29.0,LAR,RB,11.0,0.0,6.0,5.0,37.0,7.4,0.0,2.0,50.0,13.0,0.5,3.4,83.3,6.2,18.0,81.0,1.0,3.0,33.3,23.0,4.5,7.4,1.6,23.0,5.1,118.0,1.0,0.0,
325.0,Lawrence Cager,25.0,2TM,WR,7.0,4.0,19.0,13.0,118.0,9.1,1.0,8.0,52.6,20.0,1.9,16.9,68.4,6.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,13.0,9.1,118.0,1.0,0.0,
325.0,Lawrence Cager,25.0,NYJ,WR,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,
325.0,Lawrence Cager,25.0,NYG,WR,6.0,3.0,18.0,13.0,118.0,9.1,1.0,8.0,55.6,20.0,2.2,19.7,72.2,6.6,0.0,0.0,0.0,0.0,,,,0.0,0.0,13.0,9.1,118.0,1.0,0.0,
326.0,Pharaoh Brown,28.0,2TM,TE,16.0,8.0,20.0,12.0,117.0,9.8,0.0,6.0,40.0,30.0,0.8,7.3,60.0,5.9,0.0,0.0,0.0,0.0,,,,0.0,0.0,12.0,9.8,117.0,0.0,0.0,
326.0,Pharaoh Brown,28.0,HOU,TE,3.0,3.0,10.0,7.0,72.0,10.3,0.0,3.0,40.0,30.0,2.3,24.0,70.0,7.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,7.0,10.3,72.0,0.0,0.0,
326.0,Pharaoh Brown,28.0,CLE,TE,13.0,5.0,10.0,5.0,45.0,9.0,0.0,3.0,40.0,11.0,0.4,3.5,50.0,4.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,5.0,9.0,45.0,0.0,0.0,
327.0,N'Keal Harry,25.0,CHI,WR,7.0,0.0,9.0,7.0,116.0,16.6,1.0,4.0,77.8,49.0,1.0,16.6,77.8,12.9,0.0,0.0,0.0,0.0,,,,0.0,0.0,7.0,16.6,116.0,1.0,0.0,
328.0,Josiah Deguara,25.0,GNB,TE,17.0,3.0,15.0,13.0,114.0,8.8,0.0,4.0,80.0,25.0,0.8,6.7,86.7,7.6,0.0,0.0,0.0,0.0,,,,0.0,0.0,13.0,8.8,114.0,0.0,0.0,
329.0,Alec Ingold,26.0,MIA,FB,17.0,14.0,23.0,15.0,105.0,7.0,1.0,4.0,52.2,17.0,0.9,6.2,65.2,4.6,6.0,8.0,1.0,5.0,83.3,2.0,1.3,0.5,0.4,21.0,5.4,113.0,2.0,0.0,
330.0,James Mitchell,23.0,DET,TE,14.0,0.0,11.0,11.0,113.0,10.3,1.0,7.0,100.0,22.0,0.8,8.1,100.0,10.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,11.0,10.3,113.0,1.0,0.0,
331.0,Teagan Quitoriano,22.0,HOU,TE,9.0,6.0,14.0,7.0,113.0,16.1,2.0,5.0,42.9,52.0,0.8,12.6,50.0,8.1,0.0,0.0,0.0,0.0,,,,0.0,0.0,7.0,16.1,113.0,2.0,0.0,
332.0,Darrel Williams,27.0,ARI,RB,6.0,0.0,8.0,4.0,9.0,2.3,0.0,0.0,12.5,6.0,0.7,1.5,50.0,1.1,21.0,102.0,1.0,8.0,57.1,30.0,4.9,17.0,3.5,25.0,4.4,111.0,1.0,0.0,
333.0,Corey Clement,28.0,ARI,RB,9.0,1.0,7.0,5.0,54.0,10.8,0.0,3.0,42.9,21.0,0.6,6.0,71.4,7.7,15.0,55.0,1.0,6.0,60.0,12.0,3.7,6.1,1.7,20.0,5.5,109.0,1.0,0.0,
334.0,Brycen Hopkins,25.0,LAR,TE,14.0,1.0,11.0,7.0,109.0,15.6,0.0,5.0,54.5,22.0,0.5,7.8,63.6,9.9,0.0,0.0,0.0,0.0,,,,0.0,0.0,7.0,15.6,109.0,0.0,0.0,
335.0,John Bates,25.0,WAS,TE,16.0,7.0,22.0,14.0,108.0,7.7,1.0,4.0,50.0,20.0,0.9,6.8,63.6,4.9,0.0,0.0,0.0,0.0,,,,0.0,0.0,14.0,7.7,108.0,1.0,1.0,
336.0,Jody Fortson,27.0,KAN,TE,13.0,1.0,13.0,9.0,108.0,12.0,2.0,6.0,69.2,40.0,0.7,8.3,69.2,8.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,9.0,12.0,108.0,2.0,1.0,
337.0,Davis Mills,24.0,HOU,QB,15.0,15.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,32.0,108.0,2.0,8.0,28.1,17.0,3.4,7.2,2.1,32.0,3.4,108.0,2.0,8.0,
338.0,Anthony Schwartz,22.0,CLE,WR,11.0,1.0,10.0,4.0,51.0,12.8,0.0,2.0,30.0,19.0,0.4,4.6,40.0,5.1,4.0,57.0,1.0,2.0,100.0,31.0,14.3,5.2,0.4,8.0,13.5,108.0,1.0,1.0,
339.0,Benny Snell Jr.,24.0,PIT,RB,17.0,0.0,2.0,2.0,17.0,8.5,0.0,1.0,50.0,11.0,0.1,1.0,100.0,8.5,20.0,90.0,1.0,6.0,70.0,16.0,4.5,5.3,1.2,22.0,4.9,107.0,1.0,0.0,
340.0,Sam Darnold,25.0,CAR,QB,6.0,6.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,26.0,106.0,2.0,10.0,38.5,26.0,4.1,17.7,4.3,26.0,4.1,106.0,2.0,6.0,
341.0,David Sills,26.0,NYG,WR,9.0,5.0,17.0,11.0,106.0,9.6,0.0,7.0,52.9,24.0,1.2,11.8,64.7,6.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,11.0,9.6,106.0,0.0,0.0,
342.0,Ross Dwelley,27.0,SFO,TE,12.0,0.0,5.0,3.0,105.0,35.0,1.0,3.0,60.0,56.0,0.3,8.8,60.0,21.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,35.0,105.0,1.0,0.0,
343.0,Peyton Hendershot,23.0,DAL,TE,17.0,2.0,16.0,11.0,103.0,9.4,2.0,8.0,50.0,29.0,0.6,6.1,68.8,6.4,1.0,2.0,1.0,1.0,100.0,2.0,2.0,0.1,0.1,12.0,8.8,105.0,3.0,1.0,
344.0,Zach Wilson,23.0,NYJ,QB,9.0,9.0,1.0,1.0,2.0,2.0,1.0,1.0,100.0,2.0,0.1,0.2,100.0,2.0,28.0,102.0,1.0,7.0,42.9,18.0,3.6,11.3,3.1,29.0,3.6,104.0,2.0,1.0,
345.0,Breshad Perriman,29.0,TAM,WR,11.0,3.0,19.0,9.0,110.0,12.2,1.0,5.0,31.6,28.0,0.8,10.0,47.4,5.8,2.0,-7.0,0.0,0.0,0.0,,-3.5,-0.6,0.2,11.0,9.4,103.0,1.0,2.0,
346.0,Derek Carr,31.0,LVR,QB,15.0,15.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,24.0,102.0,0.0,10.0,50.0,20.0,4.3,6.8,1.6,24.0,4.3,102.0,0.0,4.0,PB
347.0,River Cracraft,28.0,MIA,WR,11.0,0.0,14.0,9.0,102.0,11.3,2.0,8.0,57.1,22.0,0.8,9.3,64.3,7.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,9.0,11.3,102.0,2.0,0.0,
348.0,Mac Jones,24.0,NWE,QB,14.0,14.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,47.0,102.0,1.0,12.0,34.0,15.0,2.2,7.3,3.4,47.0,2.2,102.0,1.0,5.0,
349.0,Anthony Firkser,27.0,ATL,FB,11.0,1.0,13.0,9.0,100.0,11.1,0.0,5.0,38.5,22.0,0.8,9.1,69.2,7.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,9.0,11.1,100.0,0.0,0.0,
350.0,Giovanni Ricci,26.0,CAR,TE,15.0,3.0,9.0,8.0,100.0,12.5,0.0,3.0,55.6,32.0,0.5,6.7,88.9,11.1,0.0,0.0,0.0,0.0,,,,0.0,0.0,8.0,12.5,100.0,0.0,0.0,
351.0,Tyrion Davis-Price,22.0,SFO,RB,6.0,0.0,2.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,34.0,99.0,0.0,5.0,32.4,20.0,2.9,16.5,5.7,34.0,2.9,99.0,0.0,0.0,
352.0,Marcus Johnson,28.0,NYG,WR,14.0,7.0,22.0,9.0,99.0,11.0,0.0,6.0,36.4,18.0,0.6,7.1,40.9,4.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,9.0,11.0,99.0,0.0,0.0,
353.0,Ryan Tannehill,34.0,TEN,QB,12.0,12.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,34.0,98.0,2.0,12.0,44.1,17.0,2.9,8.2,2.8,34.0,2.9,98.0,2.0,3.0,
354.0,Kirk Cousins,34.0,MIN,QB,17.0,17.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,31.0,97.0,2.0,11.0,38.7,19.0,3.1,5.7,1.8,31.0,3.1,97.0,2.0,7.0,PB
355.0,Darrynton Evans,24.0,CHI,RB,6.0,0.0,1.0,1.0,33.0,33.0,0.0,1.0,100.0,33.0,0.2,5.5,100.0,33.0,14.0,64.0,0.0,3.0,42.9,21.0,4.6,10.7,2.3,15.0,6.5,97.0,0.0,0.0,
356.0,Taylor Heinicke,29.0,WAS,QB,9.0,9.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,28.0,96.0,1.0,6.0,46.4,15.0,3.4,10.7,3.1,28.0,3.4,96.0,1.0,7.0,
357.0,Albert Okwuegbunam,24.0,DEN,TE,8.0,1.0,18.0,10.0,95.0,9.5,1.0,4.0,44.4,25.0,1.3,11.9,55.6,5.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,10.0,9.5,95.0,1.0,0.0,
358.0,Aaron Rodgers,39.0,GNB,QB,17.0,17.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,34.0,94.0,1.0,9.0,32.4,18.0,2.8,5.5,2.0,34.0,2.8,94.0,1.0,8.0,
359.0,C.J. Ham,29.0,MIN,FB,17.0,4.0,12.0,10.0,86.0,8.6,0.0,7.0,83.3,17.0,0.6,5.1,83.3,7.2,4.0,7.0,2.0,3.0,75.0,3.0,1.8,0.4,0.2,14.0,6.6,93.0,2.0,0.0,
360.0,Ronald Jones II,25.0,KAN,RB,6.0,0.0,1.0,1.0,22.0,22.0,0.0,1.0,100.0,22.0,0.2,3.7,100.0,22.0,17.0,70.0,1.0,4.0,52.9,13.0,4.1,11.7,2.8,18.0,5.1,92.0,1.0,0.0,
361.0,Gunner Olszewski,26.0,PIT,WR,16.0,2.0,7.0,5.0,53.0,10.6,0.0,1.0,42.9,31.0,0.3,3.3,71.4,7.6,8.0,39.0,0.0,3.0,50.0,18.0,4.9,2.4,0.5,13.0,7.1,92.0,0.0,2.0,
362.0,Bryce Perkins,26.0,LAR,QB,5.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,19.0,90.0,0.0,6.0,42.1,23.0,4.7,18.0,3.8,19.0,4.7,90.0,0.0,0.0,
363.0,Patrick Ricard,28.0,BAL,FB,17.0,16.0,13.0,11.0,74.0,6.7,0.0,1.0,61.5,19.0,0.6,4.4,84.6,5.7,7.0,16.0,0.0,5.0,71.4,5.0,2.3,0.9,0.4,18.0,5.0,90.0,0.0,0.0,PB
364.0,Armani Rogers,25.0,WAS,TE,11.0,3.0,6.0,5.0,64.0,12.8,0.0,4.0,66.7,23.0,0.5,5.8,83.3,10.7,2.0,26.0,0.0,1.0,50.0,24.0,13.0,2.4,0.2,7.0,12.9,90.0,0.0,0.0,
365.0,Michael Bandy,25.0,LAC,WR,10.0,2.0,21.0,10.0,89.0,8.9,0.0,5.0,33.3,25.0,1.0,8.9,47.6,4.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,10.0,8.9,89.0,0.0,0.0,
366.0,Parker Hesse,27.0,ATL,TE,17.0,7.0,11.0,9.0,89.0,9.9,0.0,6.0,81.8,22.0,0.5,5.2,81.8,8.1,0.0,0.0,0.0,0.0,,,,0.0,0.0,9.0,9.9,89.0,0.0,0.0,
367.0,Cam Sims,26.0,WAS,WR,17.0,3.0,18.0,8.0,89.0,11.1,0.0,5.0,33.3,21.0,0.5,5.2,44.4,4.9,0.0,0.0,0.0,0.0,,,,0.0,0.0,8.0,11.1,89.0,0.0,0.0,
368.0,Baker Mayfield,27.0,2TM,QB,12.0,10.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,31.0,89.0,1.0,7.0,29.0,17.0,2.9,7.4,2.6,31.0,2.9,89.0,1.0,9.0,
368.0,Baker Mayfield,27.0,CAR,QB,7.0,6.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,16.0,52.0,1.0,5.0,25.0,17.0,3.3,7.4,2.3,16.0,3.3,52.0,1.0,6.0,
368.0,Baker Mayfield,27.0,LAR,QB,5.0,4.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,15.0,37.0,0.0,2.0,33.3,11.0,2.5,7.4,3.0,15.0,2.5,37.0,0.0,3.0,
369.0,Sam Ehlinger,24.0,IND,QB,4.0,3.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,17.0,87.0,0.0,5.0,52.9,19.0,5.1,21.8,4.3,17.0,5.1,87.0,0.0,2.0,
