Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Baker Mayfield,TAM,1,1,11.0,2023,160
Rachaad White,TAM,0,0,11.0,2023,160
Deven Thompkins,TAM,0,0,11.0,2023,160
Chase Edmonds,TAM,0,0,11.0,2023,160
Trey Palmer,TAM,0,0,11.0,2023,160
Cade Otton,TAM,0,0,11.0,2023,160
Mike Evans,TAM,0,0,11.0,2023,160
Rakim Jarrett,TAM,0,0,11.0,2023,160
Chris Godwin,TAM,0,0,11.0,2023,160
Payne Durham,TAM,0,0,11.0,2023,160
Brock Purdy,SFO,0,0,11.0,2023,160
Christian McCaffrey,SFO,0,0,11.0,2023,160
Elijah Mitchell,SFO,0,0,11.0,2023,160
Brandon Aiyuk,SFO,0,0,11.0,2023,160
George Kittle,SFO,0,0,11.0,2023,160
Jauan Jennings,SFO,0,0,11.0,2023,160
Deebo Samuel,SFO,0,0,11.0,2023,160
