Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Geno Smith,SEA,1,-1,0,-1,11.0,2023,161
Drew Lock,SEA,0,0,0,0,11.0,2023,161
Zach Charbonnet,SEA,15,47,0,11,11.0,2023,161
Kenneth Walker III,SEA,4,18,0,6,11.0,2023,161
DeeJay Dallas,SEA,1,4,0,4,11.0,2023,161
D.K. Metcalf,SEA,0,0,0,0,11.0,2023,161
Tyler Lockett,SEA,0,0,0,0,11.0,2023,161
Jaxon Smith-Njigba,SEA,0,0,0,0,11.0,2023,161
Will Dissly,SEA,0,0,0,0,11.0,2023,161
Jake Bobo,SEA,0,0,0,0,11.0,2023,161
Noah Fant,SEA,0,0,0,0,11.0,2023,161
D'Wayne Eskridge,SEA,0,0,0,0,11.0,2023,161
Matthew Stafford,LAR,2,1,0,3,11.0,2023,161
Royce Freeman,LAR,17,73,0,15,11.0,2023,161
Puka Nacua,LAR,1,7,0,7,11.0,2023,161
Darrell Henderson,LAR,6,1,1,4,11.0,2023,161
Demarcus Robinson,LAR,0,0,0,0,11.0,2023,161
Austin Trammell,LAR,0,0,0,0,11.0,2023,161
Tyler Higbee,LAR,0,0,0,0,11.0,2023,161
Tutu Atwell,LAR,0,0,0,0,11.0,2023,161
Cooper Kupp,LAR,0,0,0,0,11.0,2023,161
Zach Evans,LAR,1,0,0,0,11.0,2023,161
