Quarter,Time,Down,ToGo,Location,GNB,CHI,Detail,EPB,EPA,week,year,game_id
2.0,0:30,3.0,3.0,CHI 13,3.0,16.0,Aaron Jones right guard for -1 yards (tackle by Armon Watts),4.1,2.58,13.0,2022,189
2.0,0:23,,,,,,Timeout #3 by Chicago Bears,,,13.0,2022,189
2.0,0:23,4.0,4.0,CHI 14,9.0,16.0,"Aaron Rodgers pass complete short right to Christian Watson for 14 yards, touchdown",2.58,7.0,13.0,2022,189
2.0,0:17,,,CHI 15,10.0,16.0,Mason Crosby kicks extra point good,0.0,0.0,13.0,2022,189
2.0,0:17,,,GNB 35,10.0,16.0,"Mason Crosby kicks off 56 yards, returned by Trestan Ebner for 28 yards (tackle by Dallin Leavitt and Isaiah McDuffie)",0.0,1.4,13.0,2022,189
2.0,0:08,1.0,10.0,CHI 37,10.0,16.0,Justin Fields kneels for -1 yards,1.4,0.72,13.0,2022,189
3.0,15:00,,,CHI 35,10.0,16.0,"Trenton Gill kicks off 70 yards, returned by Keisean Nixon for 25 yards (tackle by Joe Thomas)",0.0,0.28,13.0,2022,189
3.0,14:56,1.0,10.0,GNB 20,10.0,16.0,AJ Dillon right guard for 7 yards (tackle by Jaylon Johnson and Elijah Hicks),0.28,0.68,13.0,2022,189
3.0,14:20,2.0,3.0,GNB 27,10.0,16.0,AJ Dillon right guard for 2 yards (tackle by Dominique Robinson),0.68,0.23,13.0,2022,189
3.0,13:33,3.0,1.0,GNB 29,10.0,16.0,Aaron Rodgers pass incomplete deep left intended for Allen Lazard,0.23,-1.44,13.0,2022,189
3.0,13:27,4.0,1.0,GNB 29,10.0,16.0,"Pat O'Donnell punts 44 yards, fair catch by Pat O'Donnell at CHI-27. Penalty on Innis Gaines: Fair Catch Interference, 15 yards (accepted)",-1.44,-1.73,13.0,2022,189
3.0,13:16,1.0,10.0,CHI 42,10.0,16.0,Velus Jones left end for 1 yard (tackle by De'Vondre Campbell),1.73,1.32,13.0,2022,189
3.0,12:39,2.0,9.0,CHI 43,10.0,16.0,"Penalty on Cole Kmet: False Start, 5 yards (accepted) (no play)",1.32,0.65,13.0,2022,189
3.0,12:25,2.0,14.0,CHI 38,10.0,16.0,David Montgomery right guard for 9 yards (tackle by Preston Smith and De'Vondre Campbell),0.65,1.16,13.0,2022,189
3.0,11:39,3.0,5.0,CHI 47,10.0,16.0,Justin Fields pass complete short left to Chase Claypool for -4 yards (tackle by Jaire Alexander),1.16,-0.52,13.0,2022,189
3.0,11:03,4.0,9.0,CHI 43,10.0,16.0,"Trenton Gill punts 39 yards, returned by Randall Cobb for 15 yards (tackle by Jack Sanborn)",-0.52,-1.14,13.0,2022,189
3.0,10:51,1.0,10.0,GNB 33,10.0,16.0,"Penalty on Yosuah Nijman: False Start, 5 yards (accepted) (no play)",1.14,0.81,13.0,2022,189
3.0,10:51,1.0,15.0,GNB 28,10.0,16.0,Aaron Rodgers pass incomplete short left intended for Randall Cobb,0.81,-0.08,13.0,2022,189
3.0,10:45,2.0,15.0,GNB 28,10.0,16.0,Aaron Rodgers pass incomplete short left intended for Josiah Deguara,-0.08,-0.76,13.0,2022,189
3.0,10:39,3.0,15.0,GNB 28,10.0,16.0,Aaron Rodgers pass complete short left to Robert Tonyan for 10 yards (tackle by Josh Blackwell and Jaylon Jones),-0.76,-0.85,13.0,2022,189
3.0,10:01,4.0,5.0,GNB 38,10.0,16.0,"Pat O'Donnell punts 52 yards, returned by Dante Pettis for 18 yards (tackle by Eric Wilson)",-0.85,-0.81,13.0,2022,189
3.0,9:51,1.0,10.0,CHI 28,10.0,16.0,David Montgomery right guard for 8 yards (tackle by Adrian Amos),0.81,1.34,13.0,2022,189
3.0,9:12,2.0,2.0,CHI 36,10.0,16.0,David Montgomery right tackle for 7 yards (tackle by Quay Walker and De'Vondre Campbell),1.34,1.8,13.0,2022,189
3.0,8:32,1.0,10.0,CHI 43,10.0,16.0,"Justin Fields pass complete short right to Chase Claypool for -1 yards (tackle by Rasul Douglas). Penalty on Sam Mustipher: Ineligible Downfield Pass, 5 yards (declined)",1.8,1.12,13.0,2022,189
3.0,8:02,2.0,11.0,CHI 42,10.0,16.0,Justin Fields scrambles left end for 1 yard (tackle by Quay Walker),1.12,0.56,13.0,2022,189
3.0,7:15,3.0,10.0,CHI 43,10.0,16.0,Justin Fields pass complete deep left to Cole Kmet for 24 yards (tackle by De'Vondre Campbell),0.56,3.38,13.0,2022,189
3.0,6:29,1.0,10.0,GNB 33,10.0,16.0,David Montgomery right end for 3 yards (tackle by Kingsley Enagbare),3.38,3.24,13.0,2022,189
3.0,5:53,2.0,7.0,GNB 30,10.0,16.0,Darrynton Evans right guard for no gain (tackle by Preston Smith),3.24,2.54,13.0,2022,189
3.0,5:20,3.0,7.0,GNB 30,10.0,16.0,Darrynton Evans left guard for 21 yards (tackle by Jaire Alexander),2.54,5.14,13.0,2022,189
3.0,4:36,1.0,9.0,GNB 9,10.0,16.0,"David Montgomery left guard for no gain (tackle by Preston Smith). Penalty on Teven Jenkins: Offensive Holding, 10 yards (accepted) (no play)",5.14,4.23,13.0,2022,189
3.0,4:12,1.0,19.0,GNB 19,10.0,16.0,David Montgomery left guard for -5 yards (tackle by Jaire Alexander and Dean Lowry),4.23,2.46,13.0,2022,189
3.0,3:25,2.0,24.0,GNB 24,10.0,16.0,Justin Fields pass complete short middle to David Montgomery for no gain (tackle by Preston Smith and Kenny Clark),2.46,1.82,13.0,2022,189
3.0,2:40,3.0,24.0,GNB 24,10.0,16.0,Justin Fields pass complete short middle to Dante Pettis for 14 yards (tackle by Adrian Amos),1.82,2.76,13.0,2022,189
3.0,1:53,4.0,10.0,GNB 10,10.0,19.0,Cairo Santos 28 yard field goal good,2.76,3.0,13.0,2022,189
3.0,1:50,,,CHI 35,10.0,19.0,"Trenton Gill kicks off 71 yards, returned by Keisean Nixon for 24 yards (tackle by A.J. Thomas)",0.0,0.04,13.0,2022,189
3.0,1:44,1.0,10.0,GNB 18,10.0,19.0,AJ Dillon left tackle for no gain (tackle by Andrew Brown),0.04,-0.49,13.0,2022,189
3.0,1:07,2.0,10.0,GNB 18,10.0,19.0,AJ Dillon right tackle for 3 yards (tackle by Elijah Hicks and Nicholas Morrow),-0.49,-0.79,13.0,2022,189
3.0,0:26,3.0,7.0,GNB 21,10.0,19.0,Aaron Rodgers pass complete short left to Christian Watson for 15 yards (tackle by Josh Blackwell),-0.79,1.33,13.0,2022,189
4.0,15:00,1.0,10.0,GNB 36,10.0,19.0,"Aaron Rodgers pass incomplete deep left intended for Christian Watson (defended by Jaylon Jones). Penalty on Jaylon Jones: Defensive Pass Interference, 38 yards (accepted) (no play)",1.33,3.84,13.0,2022,189
4.0,14:53,1.0,10.0,CHI 26,10.0,19.0,"Aaron Rodgers pass incomplete short right. Penalty on Jaylon Johnson: Defensive Holding, 5 yards (accepted) (no play)",3.84,4.17,13.0,2022,189
4.0,14:47,1.0,10.0,CHI 21,16.0,19.0,"AJ Dillon left end for 21 yards, touchdown",4.17,7.0,13.0,2022,189
4.0,14:41,,,CHI 15,17.0,19.0,Mason Crosby kicks extra point good,0.0,0.0,13.0,2022,189
4.0,14:41,,,GNB 35,17.0,19.0,"Mason Crosby kicks off 64 yards, returned by Velus Jones for 22 yards (tackle by Tariq Carpenter and Keisean Nixon)",0.0,0.48,13.0,2022,189
4.0,14:33,1.0,10.0,CHI 23,17.0,19.0,Justin Fields pass complete deep left to N'Keal Harry for 49 yards (tackle by Jaire Alexander),0.48,3.71,13.0,2022,189
4.0,13:48,1.0,10.0,GNB 28,17.0,19.0,Justin Fields pass complete short left to David Montgomery for -2 yards (tackle by Adrian Amos),3.71,2.9,13.0,2022,189
4.0,13:09,2.0,12.0,GNB 30,17.0,19.0,David Montgomery right tackle for 7 yards (tackle by Rasul Douglas and Quay Walker),2.9,3.14,13.0,2022,189
4.0,12:35,3.0,5.0,GNB 23,17.0,19.0,David Montgomery right guard for 1 yard (tackle by Devonte Wyatt and Quay Walker),3.14,2.07,13.0,2022,189
4.0,11:44,4.0,4.0,GNB 22,17.0,19.0,Cairo Santos 40 yard field goal no good blocked by Dean Lowry,2.07,-0.94,13.0,2022,189
4.0,11:40,1.0,10.0,GNB 30,17.0,19.0,AJ Dillon left guard for 4 yards (tackle by Al-Quadin Muhammad),0.94,0.93,13.0,2022,189
4.0,10:56,2.0,6.0,GNB 34,17.0,19.0,Aaron Rodgers pass complete short middle to Allen Lazard for 8 yards (tackle by Nicholas Morrow),0.93,1.73,13.0,2022,189
4.0,10:13,1.0,10.0,GNB 42,17.0,19.0,AJ Dillon left end for 3 yards (tackle by Jack Sanborn),1.73,1.59,13.0,2022,189
4.0,9:33,2.0,7.0,GNB 45,17.0,19.0,Aaron Rodgers pass complete short left to AJ Dillon for 11 yards (tackle by Jaylon Jones),1.59,2.65,13.0,2022,189
4.0,8:45,1.0,10.0,CHI 44,17.0,19.0,AJ Dillon right end for 6 yards (tackle by Trevis Gipson),2.65,2.92,13.0,2022,189
4.0,8:02,2.0,4.0,CHI 38,17.0,19.0,Patrick Taylor right guard for 6 yards (tackle by Nicholas Morrow),2.92,3.45,13.0,2022,189
4.0,7:19,1.0,10.0,CHI 32,17.0,19.0,Aaron Rodgers pass incomplete short left intended for Randall Cobb,3.45,2.9,13.0,2022,189
4.0,7:08,2.0,10.0,CHI 32,17.0,19.0,Aaron Rodgers pass complete short middle to Samori Toure for 7 yards (tackle by DeAndre Houston-Carson),2.9,3.14,13.0,2022,189
4.0,6:25,3.0,3.0,CHI 25,17.0,19.0,AJ Dillon right guard for 6 yards (tackle by Jaylon Jones),3.14,4.31,13.0,2022,189
4.0,5:45,1.0,10.0,CHI 19,17.0,19.0,Aaron Jones left tackle for 7 yards (tackle by Nicholas Morrow),4.31,4.92,13.0,2022,189
4.0,5:04,2.0,3.0,CHI 12,17.0,19.0,Aaron Jones left guard for -2 yards (tackle by Matthew Adams),4.92,3.76,13.0,2022,189
4.0,4:57,3.0,5.0,CHI 14,17.0,19.0,Aaron Rodgers pass incomplete short middle intended for Robert Tonyan,3.76,2.56,13.0,2022,189
4.0,4:53,4.0,5.0,CHI 14,20.0,19.0,Mason Crosby 32 yard field goal good,2.56,3.0,13.0,2022,189
4.0,4:49,,,GNB 35,20.0,19.0,"Mason Crosby kicks off 62 yards, returned by Velus Jones for 28 yards (tackle by Eric Wilson and Micah Abernathy)",0.0,1.0,13.0,2022,189
4.0,4:41,1.0,10.0,CHI 31,20.0,19.0,Justin Fields pass complete short right to Cole Kmet for 5 yards (tackle by De'Vondre Campbell),1.0,1.14,13.0,2022,189
4.0,4:07,2.0,5.0,CHI 36,20.0,19.0,David Montgomery left guard for 8 yards (tackle by Preston Smith),1.14,1.86,13.0,2022,189
4.0,3:29,1.0,10.0,CHI 44,20.0,19.0,Justin Fields pass incomplete short left intended for David Montgomery,1.86,1.32,13.0,2022,189
4.0,3:28,2.0,10.0,CHI 44,20.0,19.0,Justin Fields pass complete short middle to Cole Kmet for 13 yards (tackle by De'Vondre Campbell),1.32,2.72,13.0,2022,189
4.0,2:58,1.0,10.0,GNB 43,20.0,19.0,Justin Fields pass short left intended for Equanimeous St. Brown is intercepted by Jaire Alexander at GB-28 and returned for 4 yards (tackle by Equanimeous St. Brown),2.72,-1.07,13.0,2022,189
4.0,2:52,1.0,10.0,GNB 32,20.0,19.0,Aaron Rodgers pass complete deep middle to Christian Watson for 19 yards (tackle by Josh Blackwell),1.07,2.32,13.0,2022,189
4.0,2:06,1.0,10.0,CHI 49,20.0,19.0,AJ Dillon left guard for 3 yards (tackle by Jaylon Jones),2.32,2.19,13.0,2022,189
4.0,2:00,2.0,7.0,CHI 46,26.0,19.0,"Christian Watson left end for 46 yards, touchdown",2.19,7.0,13.0,2022,189
4.0,1:51,,,,,,Timeout #1 by Green Bay Packers,,,13.0,2022,189
4.0,1:51,,,CHI 2,28.0,19.0,Two Point Attempt: Aaron Rodgers pass complete to to Marcedes Lewis for no gain,1.0,1.0,13.0,2022,189
4.0,1:51,,,GNB 35,28.0,19.0,"Mason Crosby kicks off 60 yards, returned by Velus Jones for 42 yards (tackle by Rasul Douglas)",0.0,2.06,13.0,2022,189
4.0,1:43,1.0,10.0,CHI 47,28.0,19.0,Justin Fields pass complete short left to Chase Claypool for 3 yards (tackle by De'Vondre Campbell),2.06,1.92,13.0,2022,189
4.0,1:20,2.0,7.0,GNB 50,28.0,19.0,Justin Fields pass complete short right to Cole Kmet for 13 yards (tackle by De'Vondre Campbell and Rasul Douglas),1.92,3.12,13.0,2022,189
4.0,1:11,,,,,,Timeout #1 by Chicago Bears,,,13.0,2022,189
4.0,1:11,1.0,10.0,GNB 37,28.0,19.0,Justin Fields pass complete short right to Darrynton Evans for no gain (no play),3.12,2.79,13.0,2022,189
4.0,1:03,1.0,15.0,GNB 42,28.0,19.0,Justin Fields pass complete short left to Cole Kmet for 7 yards,2.79,2.84,13.0,2022,189
4.0,0:57,2.0,8.0,GNB 35,28.0,19.0,Justin Fields pass complete short left to David Montgomery for 7 yards (tackle by Jaire Alexander),2.84,3.07,13.0,2022,189
4.0,0:51,3.0,1.0,GNB 28,28.0,19.0,Justin Fields pass deep left intended for Dante Pettis is intercepted by Keisean Nixon at GB-5 and returned for 1 yard,3.07,0.38,13.0,2022,189
4.0,0:44,1.0,10.0,GNB 6,28.0,19.0,Aaron Rodgers kneels for -1 yards,-0.38,-0.85,13.0,2022,189
4.0,0:09,2.0,11.0,GNB 5,28.0,19.0,Aaron Rodgers kneels for -1 yards,-0.85,-1.65,13.0,2022,189
