Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Greg Dulcich,DEN,8,6,85,0,4.0,66,11.0,19,3.2,11.4,1,6.0,0,0.0,0,108.9,13.0,2022,183
Latavius Murray,DEN,4,4,14,0,0.0,-9,-2.3,23,5.8,-2.3,0,,0,0.0,0,81.2,13.0,2022,183
Jerry Jeudy,DEN,4,4,65,0,2.0,62,15.5,3,0.8,15.5,0,,0,0.0,0,118.7,13.0,2022,183
Mike Boone,DEN,1,1,8,0,0.0,5,5.0,3,3.0,5.0,0,,0,0.0,0,100.0,13.0,2022,183
Marlon Mack,DEN,1,1,6,0,,4,4.0,2,2.0,4.0,0,,0,0.0,0,91.7,13.0,2022,183
Kendall Hinton,DEN,1,1,11,0,1.0,9,9.0,2,2.0,9.0,0,,0,0.0,0,112.5,13.0,2022,183
Courtland Sutton,DEN,1,0,0,0,,0,,0,,11.0,0,,1,100.0,0,39.6,13.0,2022,183
Montrell Washington,DEN,1,0,0,0,,0,,0,,43.0,0,,0,0.0,0,39.6,13.0,2022,183
Demarcus Robinson,BAL,8,7,41,0,2.0,27,3.9,14,2.0,6.4,0,,0,0.0,0,88.0,13.0,2022,183
Devin Duvernay,BAL,6,6,34,0,1.0,25,4.2,9,1.5,4.2,0,,0,0.0,0,90.3,13.0,2022,183
Isaiah Likely,BAL,4,4,30,0,2.0,20,5.0,10,2.5,5.0,2,2.0,0,0.0,0,97.9,13.0,2022,183
Mark Andrews,BAL,7,4,53,0,2.0,39,9.8,14,3.5,10.4,0,,1,14.3,1,41.7,13.0,2022,183
Justice Hill,BAL,2,2,4,0,,-10,-5.0,14,7.0,-5.0,0,,0,0.0,0,79.2,13.0,2022,183
DeSean Jackson,BAL,3,2,10,0,,4,2.0,6,3.0,13.0,1,2.0,0,0.0,0,71.5,13.0,2022,183
Kenyan Drake,BAL,3,2,17,0,1.0,0,0.0,17,8.5,11.0,1,2.0,0,0.0,1,41.7,13.0,2022,183
James Proche,BAL,2,2,9,0,,4,2.0,5,2.5,2.0,1,2.0,0,0.0,0,85.4,13.0,2022,183
Patrick Ricard,BAL,1,1,0,0,,0,0.0,0,0.0,0.0,0,,0,0.0,0,79.2,13.0,2022,183
