Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Andy Dalton,NOR,1,1,0,1,13.0,2022,195
Taysom Hill,NOR,3,10,0,6,13.0,2022,195
Mark Ingram,NOR,7,27,0,7,13.0,2022,195
Alvin Kamara,NOR,12,26,0,5,13.0,2022,195
Adam Prentice,NOR,1,2,0,2,13.0,2022,195
Rashid Shaheed,NOR,1,0,0,0,13.0,2022,195
Chris Olave,NOR,0,0,0,0,13.0,2022,195
Adam Trautman,NOR,0,0,0,0,13.0,2022,195
Jarvis Landry,NOR,0,0,0,0,13.0,2022,195
Marquez Callaway,NOR,0,0,0,0,13.0,2022,195
Tom Brady,TAM,1,-1,0,-1,13.0,2022,195
Leonard Fournette,TAM,10,49,0,10,13.0,2022,195
Rachaad White,TAM,9,28,0,6,13.0,2022,195
Chris Godwin,TAM,0,0,0,0,13.0,2022,195
Mike Evans,TAM,0,0,0,0,13.0,2022,195
Julio Jones,TAM,0,0,0,0,13.0,2022,195
Cade Otton,TAM,0,0,0,0,13.0,2022,195
Ko Kieft,TAM,0,0,0,0,13.0,2022,195
Russell Gage,TAM,0,0,0,0,13.0,2022,195
Scott Miller,TAM,0,0,0,0,13.0,2022,195
