Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Garrett Wilson,NYJ,15,8,162,0,7.0,104,13.0,58,7.3,15.4,1,8.0,0,0.0,0,91.5,13.0,2022,185
Ty Johnson,NYJ,7,6,38,0,,8,1.3,30,5.0,1.7,0,,0,0.0,0,89.3,13.0,2022,185
Corey Davis,NYJ,10,5,85,0,5.0,51,10.2,34,6.8,10.3,1,5.0,0,0.0,2,39.6,13.0,2022,185
Zonovan Knight,NYJ,5,5,28,0,1.0,-24,-4.8,52,10.4,-4.8,1,5.0,0,0.0,0,90.0,13.0,2022,185
Tyler Conklin,NYJ,7,2,9,0,,2,1.0,7,3.5,6.3,0,,0,0.0,0,39.6,13.0,2022,185
Elijah Moore,NYJ,6,2,7,0,0.0,-1,-0.5,8,4.0,9.7,0,,0,0.0,0,42.4,13.0,2022,185
Braxton Berrios,NYJ,3,2,9,0,1.0,-5,-2.5,14,7.0,-1.3,0,,1,33.3,0,70.1,13.0,2022,185
C.J. Uzomah,NYJ,1,1,31,0,1.0,17,17.0,14,14.0,17.0,0,,0,0.0,0,118.7,13.0,2022,185
Denzel Mims,NYJ,1,0,0,0,,0,,0,,24.0,0,,0,0.0,0,39.6,13.0,2022,185
Justin Jefferson,MIN,11,7,45,1,4.0,42,6.0,3,0.4,12.5,0,,2,18.2,0,102.5,13.0,2022,185
T.J. Hockenson,MIN,6,4,33,0,3.0,23,5.8,10,2.5,8.7,1,4.0,0,0.0,0,80.6,13.0,2022,185
Alexander Mattison,MIN,2,2,4,0,0.0,-11,-5.5,15,7.5,-5.5,1,2.0,0,0.0,0,79.2,13.0,2022,185
Dalvin Cook,MIN,3,2,-3,0,0.0,-5,-2.5,2,1.0,-1.0,0,,0,0.0,0,70.1,13.0,2022,185
K.J. Osborn,MIN,3,2,17,0,2.0,11,5.5,6,3.0,8.3,0,,0,0.0,0,81.2,13.0,2022,185
Adam Thielen,MIN,6,2,27,0,1.0,30,15.0,-3,-1.5,12.5,0,,1,16.7,0,48.6,13.0,2022,185
Johnny Mundt,MIN,1,1,12,0,1.0,0,0.0,12,12.0,0.0,0,,0,0.0,0,116.7,13.0,2022,185
Jalen Reagor,MIN,1,1,38,0,1.0,38,38.0,0,0.0,38.0,0,,0,0.0,0,118.7,13.0,2022,185
