Quarter,Time,Down,ToGo,Location,BUF,NWE,Detail,EPB,EPA,week,year,game_id
2.0,4:13,4.0,10.0,NWE 25,17.0,7.0,"Michael Palardy punts 50 yards, returned by Nyheim Hines for 4 yards (tackle by Matthew Slater)",-1.7,-0.87,13.0,2022,181
2.0,4:04,1.0,10.0,BUF 29,17.0,7.0,Josh Allen pass incomplete short right intended for Gabriel Davis (defended by Kyle Dugger),0.87,0.33,13.0,2022,181
2.0,3:58,2.0,10.0,BUF 29,17.0,7.0,Josh Allen up the middle for 2 yards (tackle by Deatrich Wise and Davon Godchaux),0.33,-0.1,13.0,2022,181
2.0,3:15,3.0,8.0,BUF 31,17.0,7.0,Josh Allen pass incomplete deep middle intended for Stefon Diggs,-0.1,-1.31,13.0,2022,181
2.0,3:04,4.0,8.0,BUF 31,17.0,7.0,"Sam Martin punts 54 yards, returned by Marcus Jones for no gain (tackle by Siran Neal)",-1.31,0.22,13.0,2022,181
2.0,2:55,1.0,10.0,NWE 15,17.0,7.0,Mac Jones pass incomplete short right intended for Rhamondre Stevenson (defended by Gregory Rousseau),-0.22,-0.71,13.0,2022,181
2.0,2:51,2.0,10.0,NWE 15,17.0,7.0,Mac Jones pass complete short right to Marcus Jones for 3 yards (tackle by Taron Johnson and Jordan Poyer),-0.71,-1.0,13.0,2022,181
2.0,2:21,3.0,7.0,NWE 18,17.0,7.0,Mac Jones pass incomplete short left intended for Jakobi Meyers (defended by Taron Johnson),-1.0,-2.24,13.0,2022,181
2.0,2:11,4.0,7.0,NWE 18,17.0,7.0,"Michael Palardy punts 39 yards, fair catch by Nyheim Hines at BUF-43",-2.24,-1.8,13.0,2022,181
2.0,2:03,1.0,10.0,BUF 43,17.0,7.0,Josh Allen pass complete short middle to James Cook for 8 yards (tackle by Jabrill Peppers),1.8,2.33,13.0,2022,181
2.0,1:57,2.0,2.0,NWE 49,17.0,7.0,Josh Allen pass complete short left to Stefon Diggs for 8 yards (tackle by Jonathan Jones),2.33,2.85,13.0,2022,181
2.0,1:51,1.0,10.0,NWE 41,17.0,7.0,Josh Allen pass incomplete short left intended for Nyheim Hines,2.85,2.31,13.0,2022,181
2.0,1:47,2.0,10.0,NWE 41,17.0,7.0,"Josh Allen pass complete deep right to Stefon Diggs for no gain, touchdown. Penalty on Tommy Sweeney: Offensive Holding, 10 yards (accepted) (no play)",2.31,0.96,13.0,2022,181
2.0,1:39,2.0,20.0,BUF 49,17.0,7.0,Josh Allen pass complete short middle to Khalil Shakir for 10 yards (tackle by Jonathan Jones),0.96,1.62,13.0,2022,181
2.0,1:31,,,,,,Timeout #1 by New England Patriots,,,13.0,2022,181
2.0,1:31,3.0,10.0,NWE 41,17.0,7.0,"Josh Allen sacked by Josh Uche for no gain. Josh Allen fumbles (forced by Josh Uche), recovered by Matt Judon at NE-41 and returned for 1 yard (tackle by Josh Allen and Dawson Knox)",1.62,-1.73,13.0,2022,181
2.0,1:20,1.0,10.0,NWE 42,17.0,7.0,Rhamondre Stevenson left guard for 14 yards (tackle by Ed Oliver),1.73,2.65,13.0,2022,181
2.0,1:00,1.0,10.0,BUF 44,17.0,7.0,Mac Jones pass complete short left to Jakobi Meyers for 9 yards (tackle by Xavier Rhodes),2.65,3.33,13.0,2022,181
2.0,0:50,2.0,1.0,BUF 35,17.0,7.0,Rhamondre Stevenson left guard for no gain (tackle by Tremaine Edmunds),3.33,2.61,13.0,2022,181
2.0,0:34,,,,,,Timeout #2 by New England Patriots,,,13.0,2022,181
2.0,0:34,3.0,1.0,BUF 35,17.0,7.0,Mac Jones up the middle for 2 yards (tackle by Tremaine Edmunds),2.61,3.38,13.0,2022,181
2.0,0:32,,,,,,Timeout #3 by New England Patriots,,,13.0,2022,181
2.0,0:32,1.0,10.0,BUF 33,17.0,7.0,Mac Jones pass incomplete short left intended for DeVante Parker (defended by Tre'Davious White),3.38,2.84,13.0,2022,181
2.0,0:26,2.0,10.0,BUF 33,17.0,7.0,Mac Jones pass complete short left to Hunter Henry for 4 yards (tackle by Tre'Davious White),2.84,2.68,13.0,2022,181
2.0,0:22,3.0,6.0,BUF 29,17.0,7.0,Mac Jones pass incomplete deep right,2.68,1.52,13.0,2022,181
2.0,0:15,,,,,,Timeout #1 by Buffalo Bills,,,13.0,2022,181
2.0,0:15,4.0,6.0,BUF 29,17.0,7.0,Nick Folk 48 yard field goal no good,1.52,-1.47,13.0,2022,181
2.0,0:10,1.0,10.0,BUF 38,17.0,7.0,Josh Allen pass incomplete deep left intended for Gabriel Davis (defended by Kyle Dugger),1.47,0.92,13.0,2022,181
2.0,0:04,2.0,10.0,BUF 38,17.0,7.0,Josh Allen kneels for -1 yards,0.92,0.1,13.0,2022,181
3.0,15:00,,,NWE 35,17.0,7.0,"Tristan Vizcaino kicks off 55 yards, returned by Nyheim Hines for 15 yards (tackle by Marcus Jones)",0.0,0.61,13.0,2022,181
3.0,14:55,1.0,10.0,BUF 25,17.0,7.0,Devin Singletary left guard for 4 yards (tackle by Adrian Phillips and Davon Godchaux),0.61,0.6,13.0,2022,181
3.0,14:18,2.0,6.0,BUF 29,17.0,7.0,Josh Allen pass complete short right to Isaiah McKenzie for 13 yards (tackle by Adrian Phillips),0.6,1.73,13.0,2022,181
3.0,13:53,1.0,10.0,BUF 42,17.0,7.0,Josh Allen pass complete short middle to Isaiah McKenzie for 17 yards (tackle by Devin McCourty),1.73,2.85,13.0,2022,181
3.0,13:00,1.0,10.0,NWE 41,17.0,7.0,Josh Allen pass incomplete short left intended for Devin Singletary,2.85,2.31,13.0,2022,181
3.0,13:06,2.0,10.0,NWE 41,17.0,7.0,"James Cook right tackle for 2 yards (tackle by Daniel Ekuale). Penalty on Gabriel Davis: Offensive Illegal Block Above the Waist, 10 yards (accepted)",2.31,1.23,13.0,2022,181
3.0,12:56,2.0,18.0,NWE 49,17.0,7.0,Josh Allen scrambles left end for 7 yards (tackle by Josh Uche),1.23,1.49,13.0,2022,181
3.0,12:06,3.0,11.0,NWE 42,17.0,7.0,Josh Allen pass incomplete deep left intended for Stefon Diggs,1.49,0.46,13.0,2022,181
3.0,11:53,4.0,11.0,NWE 42,17.0,7.0,"Sam Martin punts 42 yards, touchback.",0.46,-0.28,13.0,2022,181
3.0,11:45,1.0,10.0,NWE 20,17.0,7.0,Mac Jones pass complete short right to Nelson Agholor for 6 yards (tackle by Tre'Davious White),0.28,0.54,13.0,2022,181
3.0,11:14,2.0,4.0,NWE 26,17.0,7.0,Rhamondre Stevenson right tackle for 7 yards (tackle by Damar Hamlin),0.54,1.14,13.0,2022,181
3.0,10:26,1.0,10.0,NWE 33,17.0,7.0,"Rhamondre Stevenson up the middle for 6 yards (tackle by Shaq Lawson). Penalty on DaQuan Jones: Defensive Holding, 5 yards (accepted)",1.14,1.86,13.0,2022,181
3.0,10:15,1.0,10.0,NWE 44,17.0,7.0,Rhamondre Stevenson right tackle for 11 yards (tackle by Gregory Rousseau and Taron Johnson),1.86,2.59,13.0,2022,181
3.0,9:33,1.0,10.0,BUF 45,17.0,7.0,"Rhamondre Stevenson left end for -4 yards (tackle by A.J. Epenesa). Penalty on David Andrews: Offensive Holding, 10 yards (declined)",2.59,1.5,13.0,2022,181
3.0,9:09,2.0,14.0,BUF 49,17.0,7.0,"Mac Jones pass intended for Hunter Henry is intercepted by Jordan Poyer at BUF-36 and returned for no gain Replay Assistant challenged the pass interception ruling, and the original play was overturned. Mac Jones pass incomplete short left intended for Hunter Henry (defended by Jordan Poyer)",1.5,0.83,13.0,2022,181
3.0,9:10,3.0,14.0,BUF 49,17.0,7.0,Mac Jones pass complete short middle to Jakobi Meyers for 5 yards (tackle by Matt Milano),0.83,0.33,13.0,2022,181
3.0,8:34,4.0,9.0,BUF 44,17.0,7.0,Michael Palardy punts 38 yards downed by Brenden Schooler,0.33,0.38,13.0,2022,181
3.0,8:26,1.0,10.0,BUF 6,17.0,7.0,Devin Singletary left guard for 6 yards (tackle by Matt Judon),-0.38,-0.34,13.0,2022,181
3.0,7:46,2.0,4.0,BUF 12,17.0,7.0,Josh Allen pass complete short middle to Gabriel Davis for 7 yards (tackle by Kyle Dugger),-0.34,0.15,13.0,2022,181
3.0,7:04,1.0,10.0,BUF 19,17.0,7.0,Josh Allen pass complete short middle to James Cook for 3 yards (tackle by Davon Godchaux and Jonathan Jones),0.15,0.07,13.0,2022,181
3.0,6:22,2.0,7.0,BUF 22,17.0,7.0,James Cook left guard for 3 yards (tackle by Josh Uche and Deatrich Wise),0.07,-0.29,13.0,2022,181
3.0,5:44,3.0,4.0,BUF 25,17.0,7.0,"Josh Allen pass complete deep right to Stefon Diggs for 19 yards (tackle by Jonathan Jones). Penalty on Jonathan Jones: Defensive Holding, 5 yards (declined)",-0.29,1.86,13.0,2022,181
3.0,5:24,1.0,10.0,BUF 44,17.0,7.0,James Cook right guard for 1 yard (tackle by Ja'Whaun Bentley),1.86,1.45,13.0,2022,181
3.0,4:40,2.0,9.0,BUF 45,17.0,7.0,Josh Allen pass complete short right to Stefon Diggs for 19 yards (tackle by Kyle Dugger),1.45,3.18,13.0,2022,181
3.0,3:57,1.0,10.0,NWE 36,17.0,7.0,Josh Allen pass complete short middle to James Cook for 8 yards (tackle by Mack Wilson),3.18,3.72,13.0,2022,181
3.0,3:14,2.0,2.0,NWE 28,17.0,7.0,James Cook up the middle for 4 yards (tackle by Davon Godchaux and Lawrence Guy),3.72,3.97,13.0,2022,181
3.0,2:39,1.0,10.0,NWE 24,17.0,7.0,James Cook left guard for 3 yards (tackle by Davon Godchaux and Ja'Whaun Bentley),3.97,3.84,13.0,2022,181
3.0,2:02,2.0,7.0,NWE 21,17.0,7.0,Devin Singletary up the middle for 3 yards (tackle by Josh Uche),3.84,3.57,13.0,2022,181
3.0,1:27,3.0,4.0,NWE 18,17.0,7.0,Josh Allen pass complete short right to Stefon Diggs for 9 yards (tackle by Jack Jones),3.57,5.14,13.0,2022,181
3.0,0:43,1.0,9.0,NWE 9,17.0,7.0,James Cook left guard for 1 yard (tackle by Davon Godchaux),5.14,4.57,13.0,2022,181
4.0,15:00,2.0,8.0,NWE 8,17.0,7.0,Josh Allen scrambles left end for 7 yards (tackle by Devin McCourty),4.57,5.17,13.0,2022,181
4.0,14:34,3.0,1.0,NWE 1,23.0,7.0,"Devin Singletary up the middle for 1 yard, touchdown",5.17,7.0,13.0,2022,181
4.0,14:31,,,NWE 15,24.0,7.0,Tyler Bass kicks extra point good,0.0,0.0,13.0,2022,181
4.0,14:31,,,BUF 35,24.0,7.0,"Tyler Bass kicks off 67 yards, returned by Marcus Jones for 30 yards (tackle by A.J. Klein and Jaquan Johnson)",0.0,0.81,13.0,2022,181
4.0,14:26,1.0,10.0,NWE 28,24.0,7.0,Mac Jones pass complete short right to Kendrick Bourne for 15 yards (tackle by Jordan Poyer),0.81,1.8,13.0,2022,181
4.0,13:47,1.0,10.0,NWE 43,24.0,7.0,Mac Jones pass incomplete deep left intended for Jakobi Meyers,1.8,1.25,13.0,2022,181
4.0,13:41,2.0,10.0,NWE 43,24.0,7.0,Mac Jones pass complete short right to Rhamondre Stevenson for -5 yards (tackle by Jordan Poyer),1.25,-0.1,13.0,2022,181
4.0,13:03,3.0,15.0,NWE 38,24.0,7.0,Mac Jones pass complete short left to Jakobi Meyers for 8 yards (tackle by Taron Johnson),-0.1,-0.32,13.0,2022,181
4.0,12:20,4.0,7.0,NWE 46,24.0,7.0,"Michael Palardy punts 42 yards, fair catch by Nyheim Hines at BUF-12",-0.32,0.35,13.0,2022,181
4.0,12:10,1.0,10.0,BUF 12,24.0,7.0,Devin Singletary up the middle for 6 yards (tackle by Jahlani Tavai and Deatrich Wise),-0.35,-0.07,13.0,2022,181
4.0,11:27,2.0,4.0,BUF 18,24.0,7.0,Devin Singletary up the middle for 3 yards (tackle by Jahlani Tavai and Anfernee Jennings),-0.07,-0.37,13.0,2022,181
4.0,10:43,3.0,1.0,BUF 21,24.0,7.0,Josh Allen pass complete short left to Stefon Diggs for 10 yards (tackle by Jonathan Jones),-0.37,1.0,13.0,2022,181
4.0,10:04,1.0,10.0,BUF 31,24.0,7.0,Devin Singletary left end for 9 yards (tackle by Kyle Dugger),1.0,1.68,13.0,2022,181
4.0,9:11,2.0,1.0,BUF 40,24.0,7.0,Devin Singletary up the middle for -2 yards (tackle by Jack Jones),1.68,0.7,13.0,2022,181
4.0,8:29,3.0,3.0,BUF 38,24.0,7.0,Josh Allen pass complete short left to James Cook for no gain (tackle by Devin McCourty),0.7,-0.85,13.0,2022,181
4.0,7:47,4.0,3.0,BUF 38,24.0,7.0,"Sam Martin punts 40 yards, fair catch by Marcus Jones at NE-22",-0.85,-0.41,13.0,2022,181
4.0,7:38,1.0,10.0,NWE 22,24.0,7.0,Mac Jones pass complete short middle to Tyquan Thornton for 19 yards (tackle by Jordan Poyer),0.41,1.66,13.0,2022,181
4.0,7:11,1.0,10.0,NWE 41,24.0,7.0,Mac Jones pass complete short left to Rhamondre Stevenson for 3 yards (tackle by Dane Jackson and Matt Milano),1.66,1.53,13.0,2022,181
4.0,6:44,2.0,7.0,NWE 44,24.0,7.0,Mac Jones pass incomplete deep right intended for Tyquan Thornton,1.53,0.83,13.0,2022,181
4.0,6:37,3.0,7.0,NWE 44,24.0,7.0,Mac Jones pass complete short right to Rhamondre Stevenson for 7 yards (tackle by Taron Johnson),0.83,2.32,13.0,2022,181
4.0,6:13,1.0,10.0,BUF 49,24.0,7.0,Mac Jones pass incomplete short right intended for Kendrick Bourne,2.32,1.78,13.0,2022,181
4.0,5:57,2.0,10.0,BUF 49,24.0,7.0,Mac Jones pass complete short left to Rhamondre Stevenson for 8 yards (tackle by Damar Hamlin and Boogie Basham),1.78,2.15,13.0,2022,181
4.0,5:34,3.0,2.0,BUF 41,24.0,7.0,Mac Jones pass complete short left to DeVante Parker for 9 yards (tackle by Matt Milano),2.15,3.45,13.0,2022,181
4.0,5:15,1.0,10.0,BUF 32,24.0,7.0,Mac Jones pass complete short left to Rhamondre Stevenson for 4 yards (tackle by Tremaine Edmunds),3.45,3.44,13.0,2022,181
4.0,4:49,2.0,6.0,BUF 28,24.0,7.0,Mac Jones pass incomplete short left intended for Rhamondre Stevenson,3.44,2.74,13.0,2022,181
4.0,4:34,,,,,,Timeout #1 by Buffalo Bills,,,13.0,2022,181
4.0,4:34,3.0,6.0,BUF 28,24.0,7.0,Mac Jones scrambles up the middle for 5 yards (tackle by Tremaine Edmunds),2.74,2.08,13.0,2022,181
4.0,4:04,4.0,1.0,BUF 23,24.0,7.0,Mac Jones pass complete short middle to Tyquan Thornton for 12 yards (tackle by Jordan Poyer),2.08,4.84,13.0,2022,181
4.0,3:34,1.0,10.0,BUF 11,24.0,7.0,"Mac Jones pass incomplete short left intended for Rhamondre Stevenson. Penalty on Conor McDermott: Offensive Holding, 10 yards (accepted) (no play)",4.84,4.17,13.0,2022,181
4.0,3:29,1.0,20.0,BUF 21,24.0,7.0,Mac Jones pass incomplete deep left intended for DeVante Parker (defended by Damar Hamlin),4.17,2.94,13.0,2022,181
4.0,3:23,2.0,20.0,BUF 21,24.0,7.0,Mac Jones pass complete short right to Jonnu Smith for 6 yards (tackle by Matt Milano),2.94,2.97,13.0,2022,181
4.0,3:04,3.0,14.0,BUF 15,24.0,7.0,"Mac Jones pass incomplete short middle intended for Jakobi Meyers (defended by Damar Hamlin). Penalty on Damar Hamlin: Unnecessary Roughness / Defense, 7 yards (accepted) (no play)",2.97,5.37,13.0,2022,181
4.0,2:54,1.0,8.0,BUF 8,24.0,7.0,Mac Jones pass incomplete short left intended for Hunter Henry,5.37,4.57,13.0,2022,181
4.0,2:50,2.0,8.0,BUF 8,24.0,7.0,Mac Jones sacked by A.J. Epenesa for -13 yards,4.57,2.21,13.0,2022,181
4.0,2:14,3.0,21.0,BUF 21,24.0,7.0,Mac Jones pass incomplete deep right intended for Nelson Agholor,2.21,2.06,13.0,2022,181
4.0,1:57,4.0,21.0,BUF 21,24.0,10.0,Nick Folk 39 yard field goal good,2.06,3.0,13.0,2022,181
4.0,1:53,,,,,,Timeout #2 by Buffalo Bills,,,13.0,2022,181
4.0,1:53,,,NWE 35,24.0,10.0,"Nick Folk kicks onside 10 yards, returned by Gabriel Davis for no gain",0.0,2.59,13.0,2022,181
4.0,1:52,1.0,10.0,NWE 45,24.0,10.0,Josh Allen kneels for -1 yards,2.59,1.91,13.0,2022,181
4.0,1:17,2.0,11.0,NWE 46,24.0,10.0,Josh Allen kneels for -1 yards,1.91,1.09,13.0,2022,181
4.0,0:39,3.0,12.0,NWE 47,24.0,10.0,Josh Allen kneels for -1 yards,1.09,0.07,13.0,2022,181
