Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Colts,-35.0,-16.86,-11.55,-2.24,-23.92,-22.27,-11.6,-12.67,4.35,4.5,-1.86,3.37,1.24,-1.68,3.43,13.0,2022,194
Cowboys,35.0,22.27,11.6,12.67,-4.35,16.86,11.55,2.24,23.92,-4.5,-3.37,1.86,1.68,-1.24,-3.43,13.0,2022,194
