Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Bengals,3.0,19.79,21.08,-1.29,1.07,-16.21,-3.68,-12.53,2.33,1.75,-5.37,2.98,0.5,-0.76,4.4,13.0,2022,192
Chiefs,-3.0,16.21,3.68,12.53,-2.33,-19.79,-21.08,1.29,-1.07,-1.75,-2.98,5.37,0.76,-0.5,-4.4,13.0,2022,192
