Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Bears,-8.0,7.73,2.83,5.57,-10.07,-13.69,-6.93,-7.09,0.0,0.33,-1.91,6.22,-0.62,-0.05,-3.31,13.0,2022,189
Packers,8.0,13.69,6.93,7.09,0.0,-7.73,-2.83,-5.57,10.07,-0.33,-6.22,1.91,0.05,0.62,3.31,13.0,2022,189
