Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Matt Ryan,IND,0,0,0,0,0,13.0,2022,194
Jonathan Taylor,IND,4,3,21,0,19,13.0,2022,194
Zack Moss,IND,0,0,0,0,0,13.0,2022,194
Deon Jackson,IND,1,0,0,0,0,13.0,2022,194
Parris Campbell,IND,5,4,43,0,13,13.0,2022,194
Alec Pierce,IND,8,4,86,1,45,13.0,2022,194
Jelani Woods,IND,4,2,28,0,27,13.0,2022,194
Kylen Granson,IND,6,4,19,0,9,13.0,2022,194
Michael Pittman Jr.,IND,4,2,16,0,11,13.0,2022,194
Ashton Dulin,IND,2,1,14,1,14,13.0,2022,194
Mo Alie-Cox,IND,1,1,6,0,6,13.0,2022,194
Dak Prescott,DAL,0,0,0,0,0,13.0,2022,194
Tony Pollard,DAL,3,2,15,0,10,13.0,2022,194
Ezekiel Elliott,DAL,3,3,14,0,11,13.0,2022,194
Malik Davis,DAL,0,0,0,0,0,13.0,2022,194
CeeDee Lamb,DAL,7,5,71,1,22,13.0,2022,194
Dalton Schultz,DAL,6,2,33,0,22,13.0,2022,194
Michael Gallup,DAL,7,4,23,2,13,13.0,2022,194
Noah Brown,DAL,2,2,15,0,9,13.0,2022,194
Jake Ferguson,DAL,2,2,-1,0,4,13.0,2022,194
