Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Denzel Ward,CLE,0,6,4,66.7%,41.0,10.3,6.8,0.0,86.1,5.8,13.0,28.0,1,0,1,0.0,1,6,2,25.0%,13.0,2022,182
Greg Newsome II,CLE,0,5,3,60.0%,14.0,4.7,2.8,0.0,64.6,11.2,10.0,4.0,1,0,0,0.0,0,4,0,0.0%,13.0,2022,182
Martin Emerson,CLE,0,8,3,37.5%,18.0,6.0,2.3,1.0,85.4,8.1,6.0,12.0,1,0,0,0.0,0,2,1,33.3%,13.0,2022,182
Tony Fields,CLE,1,3,2,66.7%,21.0,10.5,7.0,0.0,47.2,10.3,4.0,17.0,3,0,0,0.0,0,4,2,33.3%,13.0,2022,182
Sione Takitaki,CLE,0,2,2,100.0%,18.0,9.0,9.0,0.0,104.2,0.5,1.0,17.0,0,0,0,0.0,0,9,0,0.0%,13.0,2022,182
Greedy Williams,CLE,0,2,2,100.0%,55.0,27.5,27.5,0.0,118.7,17.0,34.0,21.0,0,0,0,0.0,0,3,1,25.0%,13.0,2022,182
Chase Winovich,CLE,0,1,1,100.0%,6.0,6.0,6.0,0.0,91.7,-2.0,-2.0,8.0,0,0,0,0.0,0,1,0,0.0%,13.0,2022,182
Jeremiah Owusu-Koramoah,CLE,0,1,1,100.0%,1.0,1.0,1.0,0.0,79.2,-3.0,-3.0,4.0,1,0,0,0.0,0,5,1,16.7%,13.0,2022,182
Grant Delpit,CLE,0,2,1,50.0%,7.0,7.0,3.5,0.0,58.3,-0.5,-1.0,8.0,0,0,0,0.0,0,5,1,16.7%,13.0,2022,182
John Johnson,CLE,1,4,1,25.0%,20.0,20.0,5.0,0.0,8.3,19.0,18.0,2.0,0,0,0,0.0,0,1,0,0.0%,13.0,2022,182
Myles Garrett,CLE,0,0,0,,,,,,,,,,0,0,1,0.0,1,3,0,0.0%,13.0,2022,182
Ronnie Harrison,CLE,0,2,0,0.0%,,,0.0,,39.6,3.0,,,0,0,0,0.0,0,1,0,0.0%,13.0,2022,182
Deion Jones,CLE,0,0,0,,,,,,,,,,1,0,0,0.0,0,2,0,0.0%,13.0,2022,182
A.J. Green,CLE,0,0,0,,,,,,,,,,1,0,0,0.0,0,3,2,40.0%,13.0,2022,182
Jordan Elliott,CLE,0,1,0,0.0%,,,0.0,,39.6,-9.0,,,0,0,0,0.0,0,2,0,0.0%,13.0,2022,182
Steven Nelson,HOU,0,9,4,44.4%,34.0,8.5,3.8,0.0,54.9,8.6,16.0,18.0,0,0,0,0.0,0,4,0,0.0%,13.0,2022,182
Tavierre Thomas,HOU,0,3,2,66.7%,26.0,13.0,8.7,0.0,93.7,5.7,10.0,16.0,1,0,0,0.0,0,5,0,0.0%,13.0,2022,182
Desmond King,HOU,0,2,2,100.0%,30.0,15.0,15.0,0.0,118.7,9.5,19.0,11.0,0,0,0,0.0,0,5,0,0.0%,13.0,2022,182
M.J. Stewart,HOU,0,1,1,100.0%,11.0,11.0,11.0,0.0,112.5,-1.0,-1.0,12.0,1,0,0,0.0,0,2,0,0.0%,13.0,2022,182
Jalen Pitre,HOU,1,1,1,100.0%,13.0,13.0,13.0,0.0,79.2,12.0,12.0,1.0,0,0,0,0.0,0,16,0,0.0%,13.0,2022,182
Christian Kirksey,HOU,0,1,1,100.0%,6.0,6.0,6.0,0.0,91.7,0.0,0.0,6.0,1,0,0,0.0,0,7,0,0.0%,13.0,2022,182
Christian Harris,HOU,0,3,1,33.3%,11.0,11.0,3.7,0.0,45.1,5.3,11.0,0.0,1,0,0,0.0,0,6,1,14.3%,13.0,2022,182
Ogbonnia Okoronkwo,HOU,0,0,0,,,,,,,,,,1,0,0,1.0,1,4,0,0.0%,13.0,2022,182
Jerry Hughes,HOU,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%,13.0,2022,182
Michael Dwumfour,HOU,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,,13.0,2022,182
Jonathan Owens,HOU,0,1,0,0.0%,,,0.0,,39.6,7.0,,,0,0,0,0.0,0,5,0,0.0%,13.0,2022,182
Roy Lopez,HOU,0,0,0,,,,,,,,,,0,0,0,0.0,0,5,1,16.7%,13.0,2022,182
Jake Hansen,HOU,0,0,0,,,,,,,,,,1,0,0,0.0,0,3,0,0.0%,13.0,2022,182
