#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,14:54,CLE 43,3,0:50,7,Punt,0,Browns,13.0,2022,182
2,1,12:38,CLE 30,2,0:45,17,Fumble,0,Browns,13.0,2022,182
3,1,8:02,CLE 16,9,4:39,73,Interception,0,Browns,13.0,2022,182
4,2,13:02,CLE 1,2,1:09,-1,Safety,0,Browns,13.0,2022,182
5,2,9:35,CLE 1,7,4:15,35,Punt,0,Browns,13.0,2022,182
6,2,1:22,CLE 9,4,0:50,18,Punt,0,Browns,13.0,2022,182
7,2,0:11,CLE 20,2,0:11,17,End of Half,0,Browns,13.0,2022,182
8,3,15:00,CLE 13,8,4:22,41,Punt,0,Browns,13.0,2022,182
9,3,5:08,CLE 21,5,3:37,28,Punt,0,Browns,13.0,2022,182
10,3,0:34,CLE 33,11,5:58,42,Field Goal,0,Browns,13.0,2022,182
11,4,7:46,CLE 20,3,2:17,4,Punt,0,Browns,13.0,2022,182
12,4,5:29,HOU 32,4,1:26,8,Field Goal,0,Browns,13.0,2022,182
13,4,1:57,HOU 46,3,1:57,-1,End of Game,0,Browns,13.0,2022,182
