Player,Pos,Off. Num,Off. Pct,Def. Num,Def. Pct,ST Num,ST Pct,home_team,team,week,year,game_id
Alex Bars,G,61,100%,0,0%,6,20%,1,Raiders,13.0,2022,193
Dylan Parham,G,61,100%,0,0%,6,20%,1,Raiders,13.0,2022,193
Kolton Miller,T,61,100%,0,0%,6,20%,1,Raiders,13.0,2022,193
Jermaine Eluemunor,G,61,100%,0,0%,6,20%,1,Raiders,13.0,2022,193
Andre James,C,61,100%,0,0%,0,0%,1,Raiders,13.0,2022,193
Derek Carr,QB,61,100%,0,0%,0,0%,1,Raiders,13.0,2022,193
Mack Hollins,WR,60,98%,0,0%,2,7%,1,Raiders,13.0,2022,193
Davante Adams,WR,59,97%,0,0%,0,0%,1,Raiders,13.0,2022,193
Foster Moreau,TE,55,90%,0,0%,6,20%,1,Raiders,13.0,2022,193
Josh Jacobs,RB,46,75%,0,0%,0,0%,1,Raiders,13.0,2022,193
Keelan Cole,WR,35,57%,0,0%,4,13%,1,Raiders,13.0,2022,193
Jakob Johnson,FB,22,36%,0,0%,9,30%,1,Raiders,13.0,2022,193
Ameer Abdullah,RB,12,20%,0,0%,14,47%,1,Raiders,13.0,2022,193
Jacob Hollister,TE,6,10%,0,0%,11,37%,1,Raiders,13.0,2022,193
Zamir White,RB,4,7%,0,0%,5,17%,1,Raiders,13.0,2022,193
DJ Turner,WR,3,5%,0,0%,8,27%,1,Raiders,13.0,2022,193
Thayer Munford,T,3,5%,0,0%,6,20%,1,Raiders,13.0,2022,193
Duron Harmon,SS,0,0%,75,100%,5,17%,1,Raiders,13.0,2022,193
Tre'von Moehrig,FS,0,0%,75,100%,0,0%,1,Raiders,13.0,2022,193
Maxx Crosby,DE,0,0%,73,97%,7,23%,1,Raiders,13.0,2022,193
Nate Hobbs,CB,0,0%,72,96%,0,0%,1,Raiders,13.0,2022,193
Chandler Jones,DE,0,0%,66,88%,0,0%,1,Raiders,13.0,2022,193
Denzel Perryman,LB,0,0%,60,80%,0,0%,1,Raiders,13.0,2022,193
Amik Robertson,CB,0,0%,59,79%,0,0%,1,Raiders,13.0,2022,193
Bilal Nichols,DT,0,0%,56,75%,5,17%,1,Raiders,13.0,2022,193
Jerry Tillery,DT,0,0%,55,73%,5,17%,1,Raiders,13.0,2022,193
Jayon Brown,LB,0,0%,50,67%,0,0%,1,Raiders,13.0,2022,193
Sam Webb,CB,0,0%,46,61%,4,13%,1,Raiders,13.0,2022,193
Rock Ya-Sin,CB,0,0%,39,52%,0,0%,1,Raiders,13.0,2022,193
Roderic Teamer,SS,0,0%,27,36%,15,50%,1,Raiders,13.0,2022,193
Clelin Ferrell,DE,0,0%,20,27%,7,23%,1,Raiders,13.0,2022,193
Isaiah Pola-Mao,FS,0,0%,13,17%,16,53%,1,Raiders,13.0,2022,193
Matthew Butler,DT,0,0%,13,17%,0,0%,1,Raiders,13.0,2022,193
Kyle Peko,DT,0,0%,12,16%,11,37%,1,Raiders,13.0,2022,193
Luke Masterson,LB,0,0%,8,11%,24,80%,1,Raiders,13.0,2022,193
Sidney Jones,CB,0,0%,4,5%,0,0%,1,Raiders,13.0,2022,193
Tashawn Bower,DE,0,0%,2,3%,9,30%,1,Raiders,13.0,2022,193
Matthias Farley,FS,0,0%,0,0%,24,80%,1,Raiders,13.0,2022,193
Darien Butler,LB,0,0%,0,0%,22,73%,1,Raiders,13.0,2022,193
Brandon Bolden,RB,0,0%,0,0%,19,63%,1,Raiders,13.0,2022,193
Curtis Bolton,LB,0,0%,0,0%,17,57%,1,Raiders,13.0,2022,193
Malcolm Koonce,DE,0,0%,0,0%,13,43%,1,Raiders,13.0,2022,193
Daniel Carlson,K,0,0%,0,0%,12,40%,1,Raiders,13.0,2022,193
Trent Sieg,LS,0,0%,0,0%,10,33%,1,Raiders,13.0,2022,193
AJ Cole III,P,0,0%,0,0%,10,33%,1,Raiders,13.0,2022,193
John Simpson,G,0,0%,0,0%,6,20%,1,Raiders,13.0,2022,193
