Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Mike White,NYJ,31,57,369,15,25.9,455,8.0,152,4.9,2.7,217,7.0,1,1.8%,12,21.8%,1,11,0,7,8,13.6%,1,4.0,13.0,2022,185
Garrett Wilson,NYJ,0,1,0,0,0.0,9,9.0,0,,0.0,0,,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,0,,13.0,2022,185
Kirk Cousins,MIN,21,35,173,12,32.4,329,9.4,128,6.1,3.7,45,2.1,3,9.1%,5,15.2%,2,6,0,7,9,23.7%,1,11.0,13.0,2022,185
