0,1,week,year,game_id
Won Toss,Ravens (deferred),13.0,2022,183
Roof,outdoors,13.0,2022,183
Surface,grass,13.0,2022,183
Duration,2:56,13.0,2022,183
Attendance,70443,13.0,2022,183
Weather,"63 degrees, relative humidity 75%, wind 8 mph",13.0,2022,183
Vegas Line,Baltimore Ravens -9.5,13.0,2022,183
Over/Under,39.5 (under),13.0,2022,183
