Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Patrick Mahomes,KAN,16,27,223,1,0,2,12,42,98.2,13.0,2022,192
Isiah Pacheco,KAN,0,0,0,0,0,0,0,0,,13.0,2022,192
Jerick McKinnon,KAN,0,0,0,0,0,0,0,0,,13.0,2022,192
Skyy Moore,KAN,0,0,0,0,0,0,0,0,,13.0,2022,192
Marquez Valdes-Scantling,KAN,0,0,0,0,0,0,0,0,,13.0,2022,192
Travis Kelce,KAN,0,0,0,0,0,0,0,0,,13.0,2022,192
JuJu Smith-Schuster,KAN,0,0,0,0,0,0,0,0,,13.0,2022,192
Justin Watson,KAN,0,0,0,0,0,0,0,0,,13.0,2022,192
Noah Gray,KAN,0,0,0,0,0,0,0,0,,13.0,2022,192
Jody Fortson,KAN,0,0,0,0,0,0,0,0,,13.0,2022,192
Joe Burrow,CIN,25,31,286,2,0,1,7,40,126.6,13.0,2022,192
Samaje Perine,CIN,0,0,0,0,0,0,0,0,,13.0,2022,192
Trayveon Williams,CIN,0,0,0,0,0,0,0,0,,13.0,2022,192
Ja'Marr Chase,CIN,0,0,0,0,0,0,0,0,,13.0,2022,192
Tyler Boyd,CIN,0,0,0,0,0,0,0,0,,13.0,2022,192
Tee Higgins,CIN,0,0,0,0,0,0,0,0,,13.0,2022,192
Mitchell Wilcox,CIN,0,0,0,0,0,0,0,0,,13.0,2022,192
Trenton Irwin,CIN,0,0,0,0,0,0,0,0,,13.0,2022,192
Hayden Hurst,CIN,0,0,0,0,0,0,0,0,,13.0,2022,192
Chris Evans,CIN,0,0,0,0,0,0,0,0,,13.0,2022,192
Trent Taylor,CIN,0,0,0,0,0,0,0,0,,13.0,2022,192
