Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Bills,14.0,9.5,13.17,-3.01,-3.35,1.41,-1.16,2.4,0.0,3.26,-1.93,3.24,1.23,-2.92,3.64,13.0,2022,181
Patriots,-14.0,-1.41,1.16,-2.4,0.0,-9.5,-13.17,3.01,3.35,-3.26,-3.24,1.93,2.92,-1.23,-3.64,13.0,2022,181
