Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Ryan Tannehill,TEN,0,0,0,0,0,13.0,2022,187
Malik Willis,TEN,0,0,0,0,0,13.0,2022,187
Derrick Henry,TEN,3,2,8,0,6,13.0,2022,187
Julius Chestnut,TEN,0,0,0,0,0,13.0,2022,187
Dontrell Hilliard,TEN,2,2,14,0,10,13.0,2022,187
Chigoziem Okonkwo,TEN,5,4,68,0,41,13.0,2022,187
Treylon Burks,TEN,1,1,25,1,25,13.0,2022,187
Austin Hooper,TEN,5,3,22,0,9,13.0,2022,187
Robert Woods,TEN,5,1,6,0,6,13.0,2022,187
C.J. Board,TEN,1,1,6,0,6,13.0,2022,187
Geoff Swaim,TEN,1,1,4,0,4,13.0,2022,187
Nick Westbrook-Ikhine,TEN,2,1,4,0,4,13.0,2022,187
Jalen Hurts,PHI,0,0,0,0,0,13.0,2022,187
Gardner Minshew II,PHI,0,0,0,0,0,13.0,2022,187
Miles Sanders,PHI,2,2,14,0,8,13.0,2022,187
Boston Scott,PHI,1,1,5,0,5,13.0,2022,187
Kenneth Gainwell,PHI,4,3,38,0,14,13.0,2022,187
A.J. Brown,PHI,10,8,119,2,40,13.0,2022,187
DeVonta Smith,PHI,8,5,102,1,34,13.0,2022,187
Jack Stoll,PHI,3,3,41,0,26,13.0,2022,187
Quez Watkins,PHI,6,5,37,0,16,13.0,2022,187
Grant Calcaterra,PHI,1,1,19,0,19,13.0,2022,187
Zach Pascal,PHI,3,2,16,0,11,13.0,2022,187
