Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Tua Tagovailoa,MIA,0,0,0,0,0,13.0,2022,190
Skylar Thompson,MIA,0,0,0,0,0,13.0,2022,190
Raheem Mostert,MIA,0,0,0,0,0,13.0,2022,190
Jeff Wilson,MIA,2,0,0,0,0,13.0,2022,190
Tyreek Hill,MIA,14,9,146,1,45,13.0,2022,190
Trent Sherfield,MIA,3,1,75,1,75,13.0,2022,190
River Cracraft,MIA,3,2,29,0,18,13.0,2022,190
Durham Smythe,MIA,2,2,21,0,19,13.0,2022,190
Alec Ingold,MIA,4,3,15,0,7,13.0,2022,190
Jaylen Waddle,MIA,5,1,9,0,9,13.0,2022,190
Mike Gesicki,MIA,1,0,0,0,0,13.0,2022,190
Brock Purdy,SFO,0,0,0,0,0,13.0,2022,190
Jimmy Garoppolo,SFO,0,0,0,0,0,13.0,2022,190
Christian McCaffrey,SFO,10,8,80,1,33,13.0,2022,190
Jordan Mason,SFO,0,0,0,0,0,13.0,2022,190
Deebo Samuel,SFO,10,6,58,0,12,13.0,2022,190
Brandon Aiyuk,SFO,9,5,46,0,23,13.0,2022,190
Jauan Jennings,SFO,4,2,34,0,19,13.0,2022,190
George Kittle,SFO,3,2,22,0,19,13.0,2022,190
Tyler Kroft,SFO,1,1,14,0,14,13.0,2022,190
Kyle Juszczyk,SFO,3,3,12,1,5,13.0,2022,190
