Quarter,Time,Down,ToGo,Location,LAC,LVR,Detail,EPB,EPA,week,year,game_id
2.0,1:42,1.0,10.0,LAC 37,10.0,10.0,Justin Herbert pass complete short right to Keenan Allen for 16 yards (tackle by Nate Hobbs),1.4,2.46,13.0,2022,193
2.0,1:34,1.0,10.0,LVR 47,10.0,10.0,Justin Herbert sacked by Chandler Jones for -5 yards,2.46,1.24,13.0,2022,193
2.0,1:12,2.0,15.0,LAC 48,10.0,10.0,Justin Herbert pass complete short left to Austin Ekeler for 18 yards (tackle by Sam Webb),1.24,3.31,13.0,2022,193
2.0,1:06,,,,,,Timeout #1 by Las Vegas Raiders,,,13.0,2022,193
2.0,1:06,1.0,10.0,LVR 34,10.0,10.0,Justin Herbert pass incomplete short right intended for Keenan Allen,3.31,2.77,13.0,2022,193
2.0,1:01,2.0,10.0,LVR 34,10.0,10.0,Justin Herbert pass incomplete short right,2.77,2.08,13.0,2022,193
2.0,0:55,3.0,10.0,LVR 34,10.0,10.0,Justin Herbert pass complete short left to Josh Palmer for 11 yards (tackle by Rock Ya-Sin),2.08,4.04,13.0,2022,193
2.0,0:46,,,,,,Timeout #1 by Los Angeles Chargers,,,13.0,2022,193
2.0,0:46,1.0,10.0,LVR 23,10.0,10.0,Justin Herbert pass incomplete short left intended for Josh Palmer,4.04,3.5,13.0,2022,193
2.0,0:43,2.0,10.0,LVR 23,10.0,10.0,Justin Herbert pass complete to Austin Ekeler for 7 yards (tackle by Denzel Perryman),3.5,3.85,13.0,2022,193
2.0,0:35,,,,,,Timeout #2 by Las Vegas Raiders,,,13.0,2022,193
2.0,0:35,3.0,3.0,LVR 16,10.0,10.0,Justin Herbert pass incomplete short right intended for Keenan Allen,3.85,2.48,13.0,2022,193
2.0,0:31,4.0,3.0,LVR 16,13.0,10.0,Cameron Dicker 34 yard field goal good,2.48,3.0,13.0,2022,193
2.0,0:27,,,LAC 35,13.0,10.0,"Cameron Dicker kicks off 65 yards, touchback.",0.0,0.61,13.0,2022,193
2.0,0:27,1.0,10.0,LVR 25,13.0,10.0,Derek Carr pass complete deep middle to Davante Adams for 36 yards (tackle by Bryce Callahan),0.61,2.98,13.0,2022,193
2.0,0:18,,,,,,Timeout #3 by Las Vegas Raiders,,,13.0,2022,193
2.0,0:18,1.0,10.0,LAC 39,13.0,10.0,Derek Carr pass incomplete short right intended for Mack Hollins (defended by Michael Davis),2.98,2.44,13.0,2022,193
2.0,0:14,2.0,10.0,LAC 39,13.0,10.0,Derek Carr pass complete short right to Mack Hollins for 5 yards (tackle by Bryce Callahan),2.44,2.41,13.0,2022,193
2.0,0:09,3.0,5.0,LAC 34,13.0,10.0,Daniel Carlson 52 yard field goal no good blocked by AJ Cole blocked by Trent Sieg blocked by Joe Gaziano,2.41,-1.73,13.0,2022,193
2.0,0:04,1.0,10.0,LAC 42,13.0,10.0,Justin Herbert kneels for -1 yards,1.73,1.05,13.0,2022,193
3.0,15:00,,,LVR 35,13.0,10.0,"Daniel Carlson kicks off 65 yards, returned by DeAndre Carter for 21 yards (tackle by Matthias Farley)",0.0,0.34,13.0,2022,193
3.0,14:54,1.0,10.0,LAC 21,13.0,10.0,Justin Herbert pass incomplete short middle intended for Stone Smartt,0.34,-0.2,13.0,2022,193
3.0,14:50,2.0,10.0,LAC 21,13.0,10.0,"Justin Herbert pass complete short right to Austin Ekeler for 11 yards. Austin Ekeler fumbles (forced by Duron Harmon) (tackle by Isaiah Pola-Mao), recovered by Nate Hobbs at LAC-38 and returned for 7 yards (tackle by Stone Smartt)",-0.2,-3.51,13.0,2022,193
3.0,14:36,1.0,10.0,LAC 31,13.0,16.0,"Derek Carr pass complete deep left to Davante Adams for 31 yards, touchdown",3.51,7.0,13.0,2022,193
3.0,14:28,,,LAC 15,13.0,17.0,Daniel Carlson kicks extra point good,0.0,0.0,13.0,2022,193
3.0,14:28,,,LVR 35,13.0,17.0,"Daniel Carlson kicks off 65 yards, returned by DeAndre Carter for 19 yards (tackle by Malcolm Koonce)",0.0,0.15,13.0,2022,193
3.0,14:22,1.0,10.0,LAC 19,13.0,17.0,"Justin Herbert pass incomplete short right intended for Keenan Allen. Penalty on Rock Ya-Sin: Defensive Holding, 5 yards (declined) . Penalty on Nate Hobbs: Defensive Holding, 5 yards (accepted) (no play)",0.15,0.54,13.0,2022,193
3.0,14:15,1.0,10.0,LAC 24,13.0,17.0,Justin Herbert pass complete short left to Gerald Everett for 19 yards (tackle by Trevon Moehrig),0.54,1.8,13.0,2022,193
3.0,13:39,1.0,10.0,LAC 43,13.0,17.0,Joshua Kelley left guard for 3 yards (tackle by Denzel Perryman and Clelin Ferrell),1.8,1.66,13.0,2022,193
3.0,13:00,2.0,7.0,LAC 46,13.0,17.0,Justin Herbert pass incomplete deep right intended for Keenan Allen,1.66,0.96,13.0,2022,193
3.0,12:54,3.0,7.0,LAC 46,13.0,17.0,Justin Herbert pass complete short left to Josh Palmer for 15 yards (tackle by Nate Hobbs),0.96,2.98,13.0,2022,193
3.0,12:16,1.0,10.0,LVR 39,13.0,17.0,Joshua Kelley right tackle for 5 yards (tackle by Nate Hobbs and Amik Robertson),2.98,3.12,13.0,2022,193
3.0,11:42,2.0,5.0,LVR 34,13.0,17.0,Justin Herbert pass incomplete deep left intended for Keenan Allen,3.12,2.41,13.0,2022,193
3.0,11:35,3.0,5.0,LVR 34,13.0,17.0,Justin Herbert pass incomplete short left intended for Keenan Allen,2.41,1.07,13.0,2022,193
3.0,11:30,4.0,5.0,LVR 34,13.0,17.0,Cameron Dicker 52 yard field goal no good,1.07,-1.73,13.0,2022,193
3.0,11:25,1.0,10.0,LVR 42,13.0,17.0,Josh Jacobs left guard for 13 yards (tackle by Derwin James),1.73,2.59,13.0,2022,193
3.0,11:01,1.0,10.0,LAC 45,13.0,23.0,"Derek Carr pass complete deep middle to Davante Adams for 45 yards, touchdown",2.59,7.0,13.0,2022,193
3.0,10:53,,,LAC 15,13.0,23.0,"Penalty on LVR: Delay of Game, 5 yards (accepted) (no play)",0.0,0.0,13.0,2022,193
3.0,10:53,,,LAC 20,13.0,24.0,Daniel Carlson kicks extra point good,0.0,0.0,13.0,2022,193
3.0,10:53,,,LVR 35,13.0,24.0,"Daniel Carlson kicks off 62 yards, returned by DeAndre Carter for 17 yards (tackle by Curtis Bolton and Darien Butler)",0.0,0.28,13.0,2022,193
3.0,10:46,1.0,10.0,LAC 20,13.0,24.0,Justin Herbert pass complete short right to Michael Bandy for 15 yards (tackle by Duron Harmon),0.28,1.27,13.0,2022,193
3.0,10:10,1.0,10.0,LAC 35,13.0,24.0,Justin Herbert sacked by and Clelin Ferrell for -3 yards and Matthew Butler for -3 yards,1.27,0.32,13.0,2022,193
3.0,9:26,2.0,13.0,LAC 32,13.0,24.0,Austin Ekeler left guard for 4 yards (tackle by Isaiah Pola-Mao),0.32,0.17,13.0,2022,193
3.0,8:44,3.0,9.0,LAC 36,13.0,24.0,Justin Herbert pass incomplete short left intended for Keenan Allen (defended by Rock Ya-Sin),0.17,-0.98,13.0,2022,193
3.0,8:37,4.0,9.0,LAC 36,13.0,24.0,"JK Scott punts 44 yards, fair catch by Keelan Cole at LV-20",-0.98,-0.28,13.0,2022,193
3.0,8:29,1.0,10.0,LVR 20,13.0,24.0,Josh Jacobs left tackle for 6 yards (tackle by Kyle Van Noy and Nasir Adderley),0.28,0.54,13.0,2022,193
3.0,7:50,2.0,4.0,LVR 26,13.0,24.0,Josh Jacobs right tackle for 3 yards (tackle by Sebastian Joseph-Day and Drue Tranquill),0.54,0.23,13.0,2022,193
3.0,7:06,3.0,1.0,LVR 29,13.0,24.0,Derek Carr pass complete short right to Davante Adams for 3 yards (tackle by Michael Davis),0.23,1.07,13.0,2022,193
3.0,6:21,1.0,10.0,LVR 32,13.0,24.0,Josh Jacobs right tackle for 9 yards (tackle by Asante Samuel and Derwin James),1.07,1.74,13.0,2022,193
3.0,5:33,2.0,1.0,LVR 41,13.0,24.0,Zamir White right guard for 3 yards (tackle by Michael Davis),1.74,1.86,13.0,2022,193
3.0,4:48,1.0,10.0,LVR 44,13.0,24.0,Derek Carr pass complete short left to Davante Adams for 16 yards (tackle by Asante Samuel),1.86,2.92,13.0,2022,193
3.0,4:01,1.0,10.0,LAC 40,13.0,24.0,Zamir White left tackle for 3 yards (tackle by Breiden Fehoko),2.92,2.78,13.0,2022,193
3.0,3:17,2.0,7.0,LAC 37,13.0,24.0,Derek Carr pass complete short left to Mack Hollins for 4 yards (tackle by Drue Tranquill),2.78,2.61,13.0,2022,193
3.0,2:37,3.0,3.0,LAC 33,13.0,24.0,Ameer Abdullah up the middle for 4 yards (tackle by Morgan Fox),2.61,3.64,13.0,2022,193
3.0,1:55,1.0,10.0,LAC 29,13.0,24.0,Josh Jacobs left guard for 14 yards (tackle by Kenneth Murray and Khalil Mack),3.64,4.58,13.0,2022,193
3.0,1:10,1.0,10.0,LAC 15,13.0,24.0,Josh Jacobs up the middle for no gain (tackle by Derwin James and Breiden Fehoko),4.58,3.95,13.0,2022,193
3.0,0:25,2.0,10.0,LAC 15,13.0,24.0,Josh Jacobs up the middle for 9 yards (tackle by Asante Samuel),3.95,4.9,13.0,2022,193
4.0,15:00,3.0,1.0,LAC 6,13.0,24.0,Derek Carr pass incomplete short right intended for Davante Adams (defended by Michael Davis),4.9,3.02,13.0,2022,193
4.0,14:53,4.0,1.0,LAC 6,13.0,27.0,Daniel Carlson 25 yard field goal good,3.02,3.0,13.0,2022,193
4.0,14:49,,,LVR 35,13.0,27.0,"Daniel Carlson kicks off 54 yards, returned by DeAndre Carter for 11 yards (tackle by Malcolm Koonce)",0.0,0.41,13.0,2022,193
4.0,14:44,1.0,10.0,LAC 22,13.0,27.0,Austin Ekeler up the middle for 1 yard (tackle by Trevon Moehrig),0.41,0.0,13.0,2022,193
4.0,14:10,2.0,9.0,LAC 23,13.0,27.0,Justin Herbert pass complete short left to Stone Smartt for 5 yards (tackle by Trevon Moehrig),0.0,-0.03,13.0,2022,193
4.0,13:28,3.0,4.0,LAC 28,13.0,27.0,Justin Herbert pass complete short left to Josh Palmer for 3 yards (tackle by Rock Ya-Sin),-0.03,-1.31,13.0,2022,193
4.0,12:57,4.0,1.0,LAC 31,13.0,27.0,Justin Herbert up the middle for 2 yards (tackle by Chandler Jones),-1.31,1.14,13.0,2022,193
4.0,12:18,1.0,10.0,LAC 33,13.0,27.0,"Justin Herbert pass incomplete deep right intended for Keenan Allen. Penalty on Trevon Moehrig: Illegal Contact, 5 yards (accepted) (no play)",1.14,1.47,13.0,2022,193
4.0,12:07,1.0,10.0,LAC 38,13.0,27.0,Austin Ekeler right end for 1 yard (tackle by Maxx Crosby),1.47,1.06,13.0,2022,193
4.0,11:28,2.0,9.0,LAC 39,13.0,27.0,Justin Herbert pass complete short right to Keenan Allen for 5 yards (tackle by Isaiah Pola-Mao),1.06,1.02,13.0,2022,193
4.0,10:47,,,,,,Timeout #1 by Los Angeles Chargers,,,13.0,2022,193
4.0,10:47,3.0,4.0,LAC 44,13.0,27.0,Justin Herbert pass complete short left to Keenan Allen for 8 yards (tackle by Amik Robertson),1.02,2.39,13.0,2022,193
4.0,10:14,1.0,10.0,LVR 48,13.0,27.0,Justin Herbert pass complete short left to Austin Ekeler for 15 yards (tackle by Sam Webb),2.39,3.38,13.0,2022,193
4.0,9:35,1.0,10.0,LVR 33,13.0,27.0,Justin Herbert pass complete short left to Stone Smartt for -2 yards (tackle by Trevon Moehrig),3.38,2.57,13.0,2022,193
4.0,8:53,2.0,12.0,LVR 35,13.0,27.0,Justin Herbert pass incomplete short left intended for Josh Palmer,2.57,1.88,13.0,2022,193
4.0,8:49,3.0,12.0,LVR 35,13.0,27.0,Justin Herbert pass incomplete short middle intended for Keenan Allen (defended by Chandler Jones),1.88,0.97,13.0,2022,193
4.0,8:44,4.0,12.0,LVR 35,19.0,27.0,"Justin Herbert pass complete deep right to Keenan Allen for 35 yards, touchdown",0.97,7.0,13.0,2022,193
4.0,8:34,,,LVR 15,19.0,27.0,"Penalty on Storm Norton: False Start, 5 yards (accepted) (no play)",0.0,0.0,13.0,2022,193
4.0,8:34,,,LVR 20,20.0,27.0,Cameron Dicker kicks extra point good,0.0,0.0,13.0,2022,193
4.0,8:34,,,LAC 35,20.0,27.0,"Cameron Dicker kicks off 65 yards, touchback.",0.0,0.61,13.0,2022,193
4.0,8:34,1.0,10.0,LVR 25,20.0,27.0,Derek Carr pass incomplete short right,0.61,0.06,13.0,2022,193
4.0,8:28,2.0,10.0,LVR 25,20.0,27.0,Derek Carr pass complete short right to Davante Adams for 15 yards (tackle by Nasir Adderley),0.06,1.6,13.0,2022,193
4.0,7:43,1.0,10.0,LVR 40,20.0,27.0,Josh Jacobs left tackle for 5 yards (tackle by Sebastian Joseph-Day),1.6,1.73,13.0,2022,193
4.0,6:58,2.0,5.0,LVR 45,20.0,27.0,Derek Carr pass complete short middle to Mack Hollins for 7 yards (tackle by Nasir Adderley),1.73,2.39,13.0,2022,193
4.0,6:14,1.0,10.0,LAC 48,20.0,27.0,Derek Carr pass incomplete short left intended for Mack Hollins,2.39,1.85,13.0,2022,193
4.0,6:07,2.0,10.0,LAC 48,20.0,27.0,Josh Jacobs left tackle for 6 yards (tackle by Derwin James),1.85,1.95,13.0,2022,193
4.0,5:23,3.0,4.0,LAC 42,20.0,27.0,"Derek Carr pass complete short left to Davante Adams for 12 yards LAC challenged the pass completion ruling, and the original play was overturned. Derek Carr pass incomplete short left intended for Davante Adams (defended by Michael Davis)",1.95,0.46,13.0,2022,193
4.0,5:20,4.0,4.0,LAC 42,20.0,27.0,"AJ Cole punts 33 yards, fair catch by DeAndre Carter at LAC-9",0.46,0.38,13.0,2022,193
4.0,5:12,1.0,10.0,LAC 9,20.0,27.0,Austin Ekeler right guard for 6 yards (tackle by Jayon Brown and Sam Webb),-0.38,-0.28,13.0,2022,193
4.0,4:45,2.0,4.0,LAC 15,20.0,27.0,Justin Herbert pass complete short right to Gerald Everett for 18 yards (tackle by Duron Harmon),-0.28,1.14,13.0,2022,193
4.0,4:38,1.0,10.0,LAC 33,20.0,27.0,Justin Herbert pass complete short right to Josh Palmer for 8 yards (tackle by Nate Hobbs),1.14,1.67,13.0,2022,193
4.0,4:33,2.0,2.0,LAC 41,20.0,27.0,Justin Herbert pass complete short left to Gerald Everett for 16 yards (tackle by Jerry Tillery and Amik Robertson),1.67,2.72,13.0,2022,193
4.0,3:50,1.0,10.0,LVR 43,20.0,27.0,Austin Ekeler right tackle for -1 yards (tackle by Denzel Perryman and Bilal Nichols),2.72,2.04,13.0,2022,193
4.0,3:13,2.0,11.0,LVR 44,20.0,27.0,Justin Herbert pass complete short right to Austin Ekeler for 2 yards (tackle by Jerry Tillery and Denzel Perryman),2.04,1.62,13.0,2022,193
4.0,2:52,,,,,,Timeout #1 by Las Vegas Raiders,,,13.0,2022,193
4.0,2:52,3.0,9.0,LVR 42,20.0,27.0,Justin Herbert pass incomplete deep middle intended for Keenan Allen,1.62,0.46,13.0,2022,193
4.0,2:48,4.0,9.0,LVR 42,20.0,27.0,Justin Herbert pass incomplete deep right intended for DeAndre Carter,0.46,-1.73,13.0,2022,193
4.0,2:42,1.0,10.0,LVR 42,20.0,27.0,Josh Jacobs left tackle for 4 yards (tackle by Sebastian Joseph-Day and Derwin James),1.73,1.73,13.0,2022,193
4.0,2:37,,,,,,Timeout #2 by Los Angeles Chargers,,,13.0,2022,193
4.0,2:37,2.0,6.0,LVR 46,20.0,27.0,Josh Jacobs right end for 7 yards (tackle by Nasir Adderley),1.73,2.46,13.0,2022,193
4.0,2:27,,,,,,Timeout #3 by Los Angeles Chargers,,,13.0,2022,193
4.0,2:27,1.0,10.0,LAC 47,20.0,27.0,Josh Jacobs left guard for 2 yards (tackle by Joe Gaziano and Nasir Adderley),2.46,2.18,13.0,2022,193
