Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Cameron Sutton,PIT,0,7,4,57.1%,45.0,11.3,6.4,0.0,76.5,18.9,41.0,4.0,2,1,0,0.0,1,4,1,20.0%,13.0,2022,188
Levi Wallace,PIT,0,6,3,50.0%,64.0,21.3,10.7,0.0,88.2,19.2,44.0,20.0,0,0,0,0.0,0,6,0,0.0%,13.0,2022,188
Devin Bush Jr.,PIT,0,2,2,100.0%,16.0,8.0,8.0,0.0,100.0,5.0,10.0,6.0,1,0,1,0.0,1,4,0,0.0%,13.0,2022,188
Robert Spillane,PIT,0,1,1,100.0%,9.0,9.0,9.0,0.0,104.2,4.0,4.0,5.0,3,0,1,0.0,1,1,0,0.0%,13.0,2022,188
James Pierre,PIT,0,3,1,33.3%,11.0,11.0,3.7,0.0,45.1,14.0,8.0,3.0,0,0,0,0.0,0,1,0,0.0%,13.0,2022,188
Terrell Edmunds,PIT,0,2,1,50.0%,15.0,15.0,7.5,0.0,75.0,22.5,15.0,0.0,1,0,0,0.0,0,4,0,0.0%,13.0,2022,188
Minkah Fitzpatrick,PIT,1,2,1,50.0%,7.0,7.0,3.5,1.0,58.3,10.0,2.0,5.0,1,0,0,0.0,0,7,0,0.0%,13.0,2022,188
Cameron Heyward,PIT,0,0,0,,,,,,,,,,0,1,1,1.0,3,4,1,20.0%,13.0,2022,188
Montravius Adams,PIT,0,0,0,,,,,,,,,,0,1,0,0.0,1,3,0,0.0%,13.0,2022,188
Malik Reed,PIT,0,0,0,,,,,,,,,,3,1,0,0.0,1,1,0,0.0%,13.0,2022,188
Alex Highsmith,PIT,0,0,0,,,,,,,,,,6,0,0,0.0,0,1,1,50.0%,13.0,2022,188
T.J. Watt,PIT,0,0,0,,,,,,,,,,5,0,0,0.0,0,3,1,25.0%,13.0,2022,188
Arthur Maulet,PIT,0,1,0,0.0%,,,0.0,,39.6,10.0,,,2,0,0,0.0,0,0,0,,13.0,2022,188
Rashaan Evans,ATL,0,5,5,100.0%,45.0,9.0,9.0,1.0,143.7,4.0,20.0,25.0,4,1,0,0.0,1,15,1,6.3%,13.0,2022,188
Darren Hall,ATL,0,6,5,83.3%,48.0,9.6,8.0,0.0,100.0,7.2,35.0,13.0,0,0,0,0.0,0,7,0,0.0%,13.0,2022,188
Richie Grant,ATL,0,4,3,75.0%,30.0,10.0,7.5,0.0,95.8,6.8,17.0,13.0,0,1,0,0.0,1,9,1,10.0%,13.0,2022,188
Mykal Walker,ATL,0,1,1,100.0%,14.0,14.0,14.0,0.0,118.7,7.0,7.0,7.0,2,0,0,0.0,0,8,1,11.1%,13.0,2022,188
Troy Andersen,ATL,0,1,1,100.0%,57.0,57.0,57.0,0.0,118.7,9.0,9.0,48.0,3,0,0,0.0,0,4,0,0.0%,13.0,2022,188
DeAngelo Malone,ATL,0,0,0,,,,,,,,,,1,1,1,0.0,2,2,0,0.0%,13.0,2022,188
Lorenzo Carter,ATL,0,1,0,0.0%,3.0,,3.0,0.0,39.6,4.0,4.0,-1.0,2,0,2,0.0,2,3,0,0.0%,13.0,2022,188
Isaiah Oliver,ATL,0,1,0,0.0%,,,0.0,,39.6,20.0,,,1,0,1,0.0,1,2,1,33.3%,13.0,2022,188
Grady Jarrett,ATL,0,0,0,,,,,,,,,,0,1,0,0.0,1,4,0,0.0%,13.0,2022,188
Timmy Horne,ATL,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%,13.0,2022,188
Quinton Bell,ATL,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%,13.0,2022,188
Adetokunbo Ogundeji,ATL,0,0,0,,,,,,,,,,3,0,0,0.0,0,7,0,0.0%,13.0,2022,188
AJ Terrell,ATL,0,8,0,0.0%,,,0.0,,39.6,15.5,,,0,0,0,0.0,0,3,1,25.0%,13.0,2022,188
Jaylinn Hawkins,ATL,0,0,0,,,,,,,,,,0,0,0,0.0,0,5,2,28.6%,13.0,2022,188
