Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Terry McLaurin,WAS,12,8,105,1,6.0,48,6.0,57,7.1,10.9,2,4.0,0,0.0,0,121.9,13.0,2022,186
Curtis Samuel,WAS,7,6,63,0,2.0,37,6.2,26,4.3,8.0,0,,0,0.0,0,104.2,13.0,2022,186
Jahan Dotson,WAS,9,5,54,1,2.0,26,5.2,28,5.6,9.9,1,5.0,0,0.0,0,110.4,13.0,2022,186
Logan Thomas,WAS,4,3,20,0,1.0,11,3.7,9,3.0,6.8,0,,0,0.0,0,85.4,13.0,2022,186
Antonio Gibson,WAS,4,2,20,0,1.0,5,2.5,15,7.5,1.3,0,,0,0.0,0,64.6,13.0,2022,186
Brian Robinson Jr.,WAS,2,2,15,0,1.0,-1,-0.5,16,8.0,-0.5,1,2.0,0,0.0,0,97.9,13.0,2022,186
Cam Sims,WAS,2,1,-2,0,,-2,-2.0,0,0.0,4.5,0,,0,0.0,0,56.2,13.0,2022,186
Darius Slayton,NYG,8,6,90,0,3.0,55,9.2,35,5.8,16.8,0,,1,12.5,0,111.5,13.0,2022,186
Saquon Barkley,NYG,5,5,18,0,1.0,-21,-4.2,39,7.8,-4.2,0,,0,0.0,0,81.7,13.0,2022,186
Daniel Bellinger,NYG,5,5,24,0,,5,1.0,19,3.8,1.0,0,,0,0.0,0,86.7,13.0,2022,186
Isaiah Hodgins,NYG,6,5,44,1,4.0,30,6.0,14,2.8,7.7,1,5.0,0,0.0,0,136.8,13.0,2022,186
Richie James,NYG,3,3,20,0,1.0,14,4.7,6,2.0,4.7,0,,0,0.0,0,94.4,13.0,2022,186
Matt Breida,NYG,1,1,4,0,,-1,-1.0,5,5.0,-1.0,0,,0,0.0,0,83.3,13.0,2022,186
