Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Cowboys,-16.0,-19.4,-14.17,-3.13,-3.48,-0.55,-1.57,-0.3,3.49,2.24,-1.22,0.88,4.13,-2.46,0.91,1.0,2022,15
Buccaneers,16.0,0.55,1.57,0.3,-3.49,19.4,14.17,3.13,3.48,-2.24,-0.88,1.22,2.46,-4.13,-0.91,1.0,2022,15
