#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,10:18,PHI 25,9,3:08,35,Downs,0,Eagles,1.0,2022,7
2,1,5:51,PHI 18,13,7:55,82,Touchdown,0,Eagles,1.0,2022,7
3,2,11:37,PHI 29,4,1:33,15,Punt,0,Eagles,1.0,2022,7
4,2,9:44,PHI 34,8,2:10,66,Touchdown,0,Eagles,1.0,2022,7
5,2,1:55,PHI 22,9,1:49,73,Field Goal,0,Eagles,1.0,2022,7
6,3,15:00,PHI 18,10,4:39,82,Touchdown,0,Eagles,1.0,2022,7
7,3,4:09,DET 49,5,2:28,49,Touchdown,0,Eagles,1.0,2022,7
8,4,14:16,PHI 25,4,1:39,10,Punt,0,Eagles,1.0,2022,7
9,4,10:41,PHI 17,3,2:22,2,Punt,0,Eagles,1.0,2022,7
10,4,3:51,PHI 19,8,3:51,36,End of Game,0,Eagles,1.0,2022,7
