Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Marcus Williams,BAL,1,10,9,90.0%,109.0,12.1,10.9,0.0,72.5,10.6,92.0,17.0,2,0,0,0.0,0,12,0,0.0%,1.0,2022,10
Chuck Clark,BAL,0,7,7,100.0%,54.0,7.7,7.7,0.0,98.8,3.0,21.0,33.0,0,0,0,0.0,0,8,1,11.1%,1.0,2022,10
Patrick Queen,BAL,0,8,6,75.0%,34.0,5.7,4.3,0.0,82.3,0.5,-4.0,38.0,9,0,2,0.5,3,9,0,0.0%,1.0,2022,10
Marlon Humphrey,BAL,0,10,6,60.0%,51.0,8.5,5.1,0.0,73.3,4.9,20.0,31.0,1,0,1,0.0,1,7,0,0.0%,1.0,2022,10
Brandon Stephens,BAL,0,9,3,33.3%,20.0,6.7,2.2,1.0,79.4,5.3,14.0,6.0,0,0,0,0.0,0,2,1,33.3%,1.0,2022,10
Kyle Fuller,BAL,0,7,3,42.9%,23.0,7.7,3.3,0.0,51.5,6.3,23.0,0.0,0,0,0,0.0,0,3,1,25.0%,1.0,2022,10
Kyle Hamilton,BAL,0,3,3,100.0%,26.0,8.7,8.7,0.0,102.8,9.3,28.0,-2.0,1,0,0,0.0,0,3,1,25.0%,1.0,2022,10
Malik Harrison,BAL,0,2,2,100.0%,16.0,8.0,8.0,0.0,100.0,2.0,4.0,12.0,4,0,0,0.0,0,5,0,0.0%,1.0,2022,10
Nnamdi Madubuike,BAL,0,1,1,100.0%,0.0,0.0,0.0,0.0,79.2,-6.0,-6.0,6.0,0,3,0,0.5,4,5,0,0.0%,1.0,2022,10
Justin Houston,BAL,0,1,1,100.0%,8.0,8.0,8.0,0.0,100.0,-4.0,-4.0,12.0,0,1,1,1.0,3,3,0,0.0%,1.0,2022,10
Odafe Oweh,BAL,0,2,1,50.0%,16.0,16.0,8.0,0.0,77.1,0.5,1.0,15.0,1,1,0,0.0,1,2,0,0.0%,1.0,2022,10
Jalyn Armour-Davis,BAL,0,1,1,100.0%,12.0,12.0,12.0,0.0,116.7,12.0,12.0,0.0,0,0,0,0.0,0,2,0,0.0%,1.0,2022,10
Michael Pierce,BAL,0,0,0,,,,,,,,,,0,1,1,0.0,2,3,0,0.0%,1.0,2022,10
Broderick Washington Jr.,BAL,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,,1.0,2022,10
Calais Campbell,BAL,0,0,0,,,,,,,,,,0,0,0,1.0,1,4,0,0.0%,1.0,2022,10
Josh Bynes,BAL,0,1,0,0.0%,,,0.0,,39.6,4.0,,,1,0,0,0.0,0,1,1,50.0%,1.0,2022,10
C.J. Mosley,NYJ,0,5,5,100.0%,35.0,7.0,7.0,0.0,95.8,4.0,20.0,15.0,2,0,0,0.0,0,11,0,0.0%,1.0,2022,10
Michael Carter II,NYJ,0,9,4,44.4%,21.0,5.3,2.3,0.0,51.6,6.7,16.0,5.0,1,0,0,0.0,0,4,0,0.0%,1.0,2022,10
Jordan Whitehead,NYJ,0,5,3,60.0%,34.0,11.3,6.8,1.0,120.0,5.4,21.0,13.0,0,0,0,0.0,0,5,0,0.0%,1.0,2022,10
Quincy Williams,NYJ,0,2,2,100.0%,26.0,13.0,13.0,0.0,118.7,10.0,20.0,6.0,1,0,0,1.0,1,6,1,14.3%,1.0,2022,10
Lamarcus Joyner,NYJ,0,3,2,66.7%,70.0,35.0,23.3,1.0,149.3,28.0,48.0,22.0,0,0,0,0.0,0,1,0,0.0%,1.0,2022,10
Kwon Alexander,NYJ,0,2,2,100.0%,9.0,4.5,4.5,0.0,85.4,1.5,3.0,6.0,1,0,0,0.0,0,3,0,0.0%,1.0,2022,10
D.J. Reed,NYJ,1,6,1,16.7%,8.0,8.0,1.3,0.0,0.0,21.7,2.0,6.0,0,0,0,0.0,0,2,0,0.0%,1.0,2022,10
Bryce Hall,NYJ,0,1,1,100.0%,25.0,25.0,25.0,1.0,158.3,25.0,25.0,0.0,0,0,0,0.0,0,0,0,,1.0,2022,10
Sauce Gardner,NYJ,0,2,1,50.0%,11.0,11.0,5.5,0.0,66.7,17.0,7.0,4.0,0,0,0,0.0,0,2,1,33.3%,1.0,2022,10
Carl Lawson,NYJ,0,0,0,,,,,,,,,,0,0,2,0.0,2,2,0,0.0%,1.0,2022,10
Jacob Martin,NYJ,0,0,0,,,,,,,,,,0,0,0,0.5,1,3,1,25.0%,1.0,2022,10
Jermaine Johnson II,NYJ,0,0,0,,,,,,,,,,0,0,0,0.5,1,2,0,0.0%,1.0,2022,10
Dan Feeney,NYJ,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,1,100.0%,1.0,2022,10
