Unnamed: 0,BUF,LAR,week,year,game_id
First Downs,23,19,1.0,2022,1
Rush-Yds-TDs,25-121-1,18-52-0,1.0,2022,1
Cmp-Att-Yd-TD-INT,26-31-297-3-2,29-41-240-1-3,1.0,2022,1
Sacked-Yards,2-5,7-49,1.0,2022,1
Net Pass Yards,292,191,1.0,2022,1
Total Yards,413,243,1.0,2022,1
Fumbles-Lost,2-2,1-0,1.0,2022,1
Turnovers,4,3,1.0,2022,1
Penalties-Yards,5-35,4-30,1.0,2022,1
Third Down Conv.,9-10,6-13,1.0,2022,1
Fourth Down Conv.,0-0,2-3,1.0,2022,1
Time of Possession,31:14,28:46,1.0,2022,1
