Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Trevor Lawrence,JAX,0,0,0,0,0,1.0,2022,8
James Robinson,JAX,2,1,3,1,3,1.0,2022,8
Travis Etienne,JAX,4,2,18,0,23,1.0,2022,8
Jamal Agnew,JAX,1,1,6,0,6,1.0,2022,8
Christian Kirk,JAX,12,6,117,0,49,1.0,2022,8
Zay Jones,JAX,9,6,65,0,18,1.0,2022,8
Marvin Jones,JAX,6,4,38,0,12,1.0,2022,8
Evan Engram,JAX,4,4,28,0,11,1.0,2022,8
Carson Wentz,WAS,0,0,0,0,0,1.0,2022,8
Antonio Gibson,WAS,8,7,72,0,26,1.0,2022,8
Curtis Samuel,WAS,11,8,55,1,13,1.0,2022,8
J.D. McKissic,WAS,3,3,20,0,10,1.0,2022,8
Terry McLaurin,WAS,4,2,58,1,49,1.0,2022,8
Logan Thomas,WAS,6,3,45,0,27,1.0,2022,8
Armani Rogers,WAS,1,1,23,0,23,1.0,2022,8
Dax Milne,WAS,1,0,0,0,0,1.0,2022,8
Cam Sims,WAS,1,0,0,0,0,1.0,2022,8
John Bates,WAS,1,0,0,0,0,1.0,2022,8
Jahan Dotson,WAS,5,3,40,2,24,1.0,2022,8
