#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,11:57,WAS 26,8,4:21,74,Touchdown,1,Commanders,1.0,2022,8
2,1,4:18,WAS 29,14,7:31,71,Touchdown,1,Commanders,1.0,2022,8
3,2,10:42,WAS 28,3,1:35,3,Punt,1,Commanders,1.0,2022,8
4,2,4:59,WAS 3,8,3:37,58,Fumble,1,Commanders,1.0,2022,8
5,2,0:16,WAS 27,1,0:16,-1,End of Half,1,Commanders,1.0,2022,8
6,3,15:00,WAS 25,5,3:02,7,Punt,1,Commanders,1.0,2022,8
7,3,8:50,WAS 25,5,2:05,18,Punt,1,Commanders,1.0,2022,8
8,3,1:16,WAS 25,4,1:57,14,Interception,1,Commanders,1.0,2022,8
9,4,12:04,WAS 25,1,0:12,0,Interception,1,Commanders,1.0,2022,8
10,4,11:45,WAS 22,4,2:09,78,Touchdown,1,Commanders,1.0,2022,8
11,4,6:48,WAS 10,13,5:02,90,Touchdown,1,Commanders,1.0,2022,8
12,4,1:10,WAS 26,4,1:10,11,End of Game,1,Commanders,1.0,2022,8
