Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Talanoa Hufanga,SFO,1,4,2,50.0%,21.0,10.5,5.3,1.0,65.6,7.3,19.0,2.0,1,0,0,0.0,0,11,1,8.3%,1.0,2022,4
Dre Greenlaw,SFO,0,2,2,100.0%,14.0,7.0,7.0,0.0,95.8,-2.5,-5.0,19.0,0,0,0,0.0,0,5,1,16.7%,1.0,2022,4
Javon Kinlaw,SFO,0,1,1,100.0%,5.0,5.0,5.0,0.0,87.5,-3.0,-3.0,8.0,0,1,0,0.0,1,0,0,,1.0,2022,4
Azeez Al-Shaair,SFO,0,3,1,33.3%,3.0,3.0,1.0,0.0,42.4,10.0,1.0,2.0,0,0,0,0.0,0,5,0,0.0%,1.0,2022,4
Samuel Womack,SFO,0,2,1,50.0%,22.0,22.0,11.0,0.0,89.6,11.0,22.0,0.0,2,0,0,0.0,0,0,0,,1.0,2022,4
Emmanuel Moseley,SFO,0,1,1,100.0%,8.0,8.0,8.0,0.0,100.0,0.0,0.0,8.0,0,0,0,0.0,0,2,2,50.0%,1.0,2022,4
Nick Bosa,SFO,0,0,0,,,,,,,,,,0,1,1,1.0,3,5,0,0.0%,1.0,2022,4
Arik Armstead,SFO,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%,1.0,2022,4
Fred Warner,SFO,0,1,0,0.0%,,,0.0,,39.6,0.0,,,0,1,0,0.0,1,6,0,0.0%,1.0,2022,4
Samson Ebukam,SFO,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,1,33.3%,1.0,2022,4
Tashaun Gipson,SFO,0,2,0,0.0%,,,0.0,,39.6,17.0,,,0,0,0,0.0,0,3,0,0.0%,1.0,2022,4
Charvarius Ward,SFO,0,3,0,0.0%,,,0.0,,39.6,20.0,,,0,0,0,0.0,0,2,0,0.0%,1.0,2022,4
Kyler Gordon,CHI,0,7,5,71.4%,70.0,14.0,10.0,0.0,103.3,7.4,44.0,26.0,1,0,0,0.0,0,6,0,0.0%,1.0,2022,4
Kindle Vildor,CHI,0,5,4,80.0%,59.0,14.8,11.8,0.0,115.8,10.2,44.0,15.0,0,0,0,0.0,0,5,0,0.0%,1.0,2022,4
Roquan Smith,CHI,0,7,3,42.9%,27.0,9.0,3.9,0.0,53.9,13.1,23.0,4.0,0,0,0,0.5,1,9,0,0.0%,1.0,2022,4
Jaylon Johnson,CHI,0,4,2,50.0%,28.0,14.0,7.0,0.0,72.9,6.5,20.0,8.0,0,0,0,0.0,0,4,0,0.0%,1.0,2022,4
Nicholas Morrow,CHI,0,3,2,66.7%,17.0,8.5,5.7,0.0,81.2,9.0,17.0,0.0,0,0,0,0.0,0,6,0,0.0%,1.0,2022,4
Al-Quadin Muhammad,CHI,0,1,1,100.0%,6.0,6.0,6.0,0.0,91.7,-2.0,-2.0,8.0,0,2,0,0.0,2,1,1,50.0%,1.0,2022,4
Jaquan Brisker,CHI,0,7,1,14.3%,2.0,2.0,0.3,0.0,39.6,9.7,-4.0,6.0,0,0,0,0.0,0,4,2,33.3%,1.0,2022,4
Dominique Robinson,CHI,0,0,0,,,,,,,,,,0,1,0,1.5,3,7,0,0.0%,1.0,2022,4
Trevis Gipson,CHI,0,0,0,,,,,,,,,,0,1,1,0.0,2,3,0,0.0%,1.0,2022,4
Justin Jones,CHI,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%,1.0,2022,4
Eddie Jackson,CHI,1,3,0,0.0%,,,0.0,,0.0,12.3,,,0,0,0,0.0,0,4,2,33.3%,1.0,2022,4
Robert Quinn,CHI,0,1,0,0.0%,,,0.0,,39.6,-4.0,,,0,0,0,0.0,0,2,0,0.0%,1.0,2022,4
