Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Jameis Winston,NOR,0,0,0,0,0,1.0,2022,2
Taysom Hill,NOR,1,1,2,0,2,1.0,2022,2
Alvin Kamara,NOR,4,3,7,0,15,1.0,2022,2
Mark Ingram,NOR,1,1,1,0,1,1.0,2022,2
Jarvis Landry,NOR,9,7,114,0,40,1.0,2022,2
Michael Thomas,NOR,8,5,57,2,21,1.0,2022,2
Juwan Johnson,NOR,5,2,43,0,26,1.0,2022,2
Chris Olave,NOR,3,3,41,0,20,1.0,2022,2
Deonte Harty,NOR,1,1,4,0,4,1.0,2022,2
Marcus Mariota,ATL,0,0,0,0,0,1.0,2022,2
Cordarrelle Patterson,ATL,5,3,16,0,10,1.0,2022,2
Avery Williams,ATL,1,1,8,0,8,1.0,2022,2
Damien Williams,ATL,0,0,0,0,0,1.0,2022,2
Drake London,ATL,7,5,74,0,31,1.0,2022,2
Olamide Zaccheaus,ATL,4,4,49,0,22,1.0,2022,2
KhaDarel Hodge,ATL,3,3,38,0,18,1.0,2022,2
Kyle Pitts,ATL,7,2,19,0,11,1.0,2022,2
Anthony Firkser,ATL,2,1,6,0,6,1.0,2022,2
Parker Hesse,ATL,2,1,5,0,5,1.0,2022,2
Bryan Edwards,ATL,1,0,0,0,0,1.0,2022,2
