Player,Pos,home_team,team,week,year,game_id
Jameis Winston,QB,0,Saints,1.0,2022,2
Alvin Kamara,RB,0,Saints,1.0,2022,2
Michael Thomas,WR,0,Saints,1.0,2022,2
Jarvis Landry,WR,0,Saints,1.0,2022,2
Adam Trautman,TE,0,Saints,1.0,2022,2
Taysom Hill,TE,0,Saints,1.0,2022,2
Erik McCoy,OL,0,Saints,1.0,2022,2
Cesar Ruiz,OL,0,Saints,1.0,2022,2
Andrus Peat,OL,0,Saints,1.0,2022,2
James Hurst,OL,0,Saints,1.0,2022,2
Ryan Ramczyk,T,0,Saints,1.0,2022,2
Marcus Davenport,DE,0,Saints,1.0,2022,2
Cameron Jordan,DE,0,Saints,1.0,2022,2
David Onyemata,DT,0,Saints,1.0,2022,2
Shy Tuttle,DT,0,Saints,1.0,2022,2
Pete Werner,LB,0,Saints,1.0,2022,2
Demario Davis,LB,0,Saints,1.0,2022,2
Marshon Lattimore,CB,0,Saints,1.0,2022,2
Bradley Roby,CB,0,Saints,1.0,2022,2
Tyrann Mathieu,FS,0,Saints,1.0,2022,2
Marcus Maye,S,0,Saints,1.0,2022,2
Justin Evans,S,0,Saints,1.0,2022,2
