Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Davante Adams,LVR,17,10,141,1,8.0,79,7.9,62,6.2,10.4,0,,0,0.0,1,80.8,1.0,2022,14
Darren Waller,LVR,6,4,79,0,4.0,52,13.0,27,6.8,13.8,0,,0,0.0,1,70.1,1.0,2022,14
Hunter Renfrow,LVR,6,3,21,0,2.0,14,4.7,7,2.3,5.2,0,,0,0.0,1,18.7,1.0,2022,14
Brandon Bolden,LVR,2,2,21,1,1.0,13,6.5,8,4.0,6.5,0,,0,0.0,0,150.0,1.0,2022,14
Mack Hollins,LVR,1,1,16,0,1.0,15,15.0,1,1.0,15.0,0,,0,0.0,0,118.7,1.0,2022,14
Josh Jacobs,LVR,1,1,16,0,1.0,-4,-4.0,20,20.0,-4.0,0,,0,0.0,0,118.7,1.0,2022,14
Jakob Johnson,LVR,1,1,1,0,,0,0.0,1,1.0,0.0,0,,0,0.0,0,79.2,1.0,2022,14
Ameer Abdullah,LVR,1,0,0,0,,0,,0,,17.0,0,,0,0.0,0,39.6,1.0,2022,14
Keenan Allen,LAC,4,4,66,0,2.0,52,13.0,14,3.5,13.0,0,,0,0.0,0,118.7,1.0,2022,14
Austin Ekeler,LAC,4,4,36,0,3.0,-3,-0.8,39,9.8,-0.8,0,,0,0.0,0,104.2,1.0,2022,14
DeAndre Carter,LAC,4,3,64,1,3.0,59,19.7,5,1.7,19.3,0,,0,0.0,0,156.2,1.0,2022,14
Gerald Everett,LAC,4,3,54,1,2.0,30,10.0,24,8.0,7.5,0,,0,0.0,0,156.2,1.0,2022,14
Tre' McKitty,LAC,4,3,24,0,,11,3.7,13,4.3,3.5,0,,1,25.0,0,89.6,1.0,2022,14
Josh Palmer,LAC,4,3,5,0,0.0,-3,-1.0,8,2.7,2.5,0,,0,0.0,0,77.1,1.0,2022,14
Mike Williams,LAC,4,2,10,0,,1,0.5,9,4.5,3.5,0,,1,25.0,0,56.2,1.0,2022,14
Joshua Kelley,LAC,2,2,14,0,1.0,7,3.5,7,3.5,3.5,0,,0,0.0,0,95.8,1.0,2022,14
Zander Horvath,LAC,2,2,6,1,1.0,5,2.5,1,0.5,2.5,0,,0,0.0,0,118.7,1.0,2022,14
Richard Rodgers,LAC,1,0,0,0,,0,,0,,1.0,0,,0,0.0,0,39.6,1.0,2022,14
Jalen Guyton,LAC,1,0,0,0,,0,,0,,28.0,0,,0,0.0,0,39.6,1.0,2022,14
