Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Russell Wilson,DEN,0,0,1.0,2022,16
Melvin Gordon,DEN,1,1,1.0,2022,16
Javonte Williams,DEN,1,1,1.0,2022,16
Jerry Jeudy,DEN,0,0,1.0,2022,16
Courtland Sutton,DEN,0,0,1.0,2022,16
Andrew Beck,DEN,0,0,1.0,2022,16
Albert Okwuegbunam,DEN,0,0,1.0,2022,16
Mike Boone,DEN,0,0,1.0,2022,16
KJ Hamler,DEN,0,0,1.0,2022,16
Eric Saubert,DEN,0,0,1.0,2022,16
Eric Tomlinson,DEN,0,0,1.0,2022,16
Geno Smith,SEA,1,0,1.0,2022,16
Rashaad Penny,SEA,1,0,1.0,2022,16
Travis Homer,SEA,0,0,1.0,2022,16
Colby Parkinson,SEA,0,0,1.0,2022,16
Will Dissly,SEA,0,0,1.0,2022,16
D.K. Metcalf,SEA,1,1,1.0,2022,16
Tyler Lockett,SEA,0,0,1.0,2022,16
Marquise Goodwin,SEA,0,0,1.0,2022,16
Noah Fant,SEA,0,0,1.0,2022,16
D'Wayne Eskridge,SEA,0,0,1.0,2022,16
