Player,Pos,home_team,team,week,year,game_id
Aaron Rodgers,QB,0,Packers,1.0,2022,12
Aaron Jones,RB,0,Packers,1.0,2022,12
Christian Watson,WR,0,Packers,1.0,2022,12
Sammy Watkins,WR,0,Packers,1.0,2022,12
Robert Tonyan,TE,0,Packers,1.0,2022,12
Marcedes Lewis,TE,0,Packers,1.0,2022,12
Royce Newman,OL,0,Packers,1.0,2022,12
Josh Myers,OL,0,Packers,1.0,2022,12
Yosh Nijman,T,0,Packers,1.0,2022,12
Jon Runyan Jr.,G,0,Packers,1.0,2022,12
Jake Hanson,C,0,Packers,1.0,2022,12
Kenny Clark,DL,0,Packers,1.0,2022,12
Dean Lowry,DE,0,Packers,1.0,2022,12
Jarran Reed,DT,0,Packers,1.0,2022,12
Rashan Gary,LB,0,Packers,1.0,2022,12
Preston Smith,LB,0,Packers,1.0,2022,12
Quay Walker,LB,0,Packers,1.0,2022,12
De'Vondre Campbell,LB,0,Packers,1.0,2022,12
Jaire Alexander,CB,0,Packers,1.0,2022,12
Eric Stokes,CB,0,Packers,1.0,2022,12
Darnell Savage Jr.,S,0,Packers,1.0,2022,12
Adrian Amos,S,0,Packers,1.0,2022,12
