Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Mitchell Trubisky,PIT,0,0,0,0,0,1.0,2022,5
Chase Claypool,PIT,6,4,18,0,6,1.0,2022,5
Najee Harris,PIT,2,2,3,1,2,1.0,2022,5
Jaylen Warren,PIT,1,0,0,0,0,1.0,2022,5
Pat Freiermuth,PIT,10,5,75,0,31,1.0,2022,5
Diontae Johnson,PIT,12,7,55,0,25,1.0,2022,5
Zach Gentry,PIT,2,2,40,0,32,1.0,2022,5
George Pickens,PIT,3,1,3,0,3,1.0,2022,5
Miles Boykin,PIT,1,0,0,0,0,1.0,2022,5
Joe Burrow,CIN,0,0,0,0,0,1.0,2022,5
Joe Mixon,CIN,9,7,63,0,18,1.0,2022,5
Samaje Perine,CIN,5,3,33,0,14,1.0,2022,5
Ja'Marr Chase,CIN,16,10,129,1,24,1.0,2022,5
Hayden Hurst,CIN,8,5,46,0,20,1.0,2022,5
Tyler Boyd,CIN,7,4,33,1,22,1.0,2022,5
Tee Higgins,CIN,2,2,27,0,18,1.0,2022,5
Mike Thomas,CIN,5,1,5,0,5,1.0,2022,5
Drew Sample,CIN,1,1,2,0,2,1.0,2022,5
