Quarter,Time,Down,ToGo,Location,IND,HOU,Detail,EPB,EPA,week,year,game_id
4,1:05,2.0,8.0,IND 11,20.0,20.0,Matt Ryan pass incomplete deep left intended for Kylen Granson,-0.63,-1.19,1.0,2022,6
4,1:01,3.0,8.0,IND 11,20.0,20.0,Matt Ryan pass complete short left to Michael Pittman for 12 yards (tackle by Derek Stingley),-1.19,0.48,1.0,2022,6
4,0:55,1.0,10.0,IND 23,20.0,20.0,Matt Ryan pass complete short right to Kylen Granson for 12 yards (tackle by Desmond King),0.48,1.27,1.0,2022,6
4,0:37,1.0,10.0,IND 35,20.0,20.0,Matt Ryan pass complete short right to Kylen Granson for 7 yards (tackle by Steven Nelson),1.27,1.67,1.0,2022,6
4,0:31,2.0,3.0,IND 42,20.0,20.0,Matt Ryan pass incomplete short left intended for Kylen Granson,1.67,0.96,1.0,2022,6
4,0:25,3.0,3.0,IND 42,20.0,20.0,Matt Ryan pass complete short left to Jonathan Taylor for 2 yards (tackle by Derek Stingley),0.96,-0.46,1.0,2022,6
4,0:19,,,,,,Timeout #2 by Houston Texans,,,1.0,2022,6
4,0:19,,,,,,Timeout #2 by Indianapolis Colts,,,1.0,2022,6
4,0:19,4.0,1.0,IND 44,20.0,20.0,Matt Haack punts 37 yards out of bounds,-0.46,-0.15,1.0,2022,6
4,0:11,1.0,10.0,HOU 19,20.0,20.0,Davis Mills kneels for -2 yards,0.15,0.0,1.0,2022,6
,,,,,,,"Texans won the coin toss, Texans to receive the overtime kickoff.",,,1.0,2022,6
OT,10:00,,,IND 35,20.0,20.0,"Rodrigo Blankenship kicks off 64 yards, out of bounds",0.0,1.6,1.0,2022,6
OT,10:00,1.0,10.0,HOU 40,20.0,20.0,Davis Mills sacked by Kwity Paye for -7 yards,1.6,0.11,1.0,2022,6
OT,9:14,2.0,17.0,HOU 33,20.0,20.0,"Davis Mills pass incomplete short left intended for Phillip Dorsett. Penalty on Phillip Dorsett: Illegal Shift, 5 yards (declined)",0.11,-0.56,1.0,2022,6
OT,9:10,3.0,17.0,HOU 33,20.0,20.0,"Penalty on Tytus Howard: False Start, 5 yards (accepted) (no play)",-0.56,-1.22,1.0,2022,6
OT,9:10,3.0,22.0,HOU 28,20.0,20.0,Davis Mills sacked by Kwity Paye for -4 yards,-1.22,-1.77,1.0,2022,6
OT,8:36,4.0,26.0,HOU 24,20.0,20.0,"Cameron Johnston punts 52 yards, returned by Nyheim Hines for 7 yards (tackle by M.J. Stewart)",-1.77,-1.0,1.0,2022,6
OT,8:27,1.0,10.0,IND 31,20.0,20.0,Jonathan Taylor right end for no gain (tackle by Kamu Grugier-Hill),1.0,0.32,1.0,2022,6
OT,7:43,2.0,11.0,IND 30,20.0,20.0,Matt Ryan scrambles right end for 10 yards (tackle by Maliek Collins),0.32,1.66,1.0,2022,6
OT,7:06,1.0,10.0,IND 41,20.0,20.0,Matt Ryan pass incomplete short middle intended for Michael Pittman (defended by Steven Nelson),1.66,1.12,1.0,2022,6
OT,6:59,2.0,10.0,IND 41,20.0,20.0,Matt Ryan pass incomplete short left intended for Kylen Granson (defended by Desmond King),1.12,0.43,1.0,2022,6
OT,6:55,3.0,10.0,IND 41,20.0,20.0,Matt Ryan pass complete short middle to Parris Campbell for 12 yards (tackle by Jalen Pitre and Christian Kirksey),0.43,2.46,1.0,2022,6
OT,6:09,1.0,10.0,HOU 47,20.0,20.0,"Matt Ryan aborted snap, recovered by Matt Ryan at HOU-47",2.46,1.51,1.0,2022,6
OT,5:27,2.0,13.0,HOU 50,20.0,20.0,Matt Ryan pass complete short middle to Nyheim Hines for 15 yards (tackle by Kamu Grugier-Hill),1.51,3.25,1.0,2022,6
OT,4:45,1.0,10.0,HOU 35,20.0,20.0,Jonathan Taylor up the middle for -2 yards (tackle by Christian Kirksey),3.25,2.43,1.0,2022,6
OT,4:11,2.0,12.0,HOU 37,20.0,20.0,Matt Ryan pass complete short right to Mo Alie-Cox for 13 yards (tackle by Jalen Pitre),2.43,3.97,1.0,2022,6
OT,3:31,1.0,10.0,HOU 24,20.0,20.0,Jonathan Taylor right guard for 8 yards (tackle by Jonathan Owens),3.97,4.65,1.0,2022,6
OT,2:52,2.0,2.0,HOU 16,20.0,20.0,Jonathan Taylor left guard for -3 yards (tackle by Jonathan Greenard),4.65,3.41,1.0,2022,6
OT,2:05,3.0,5.0,HOU 19,20.0,20.0,Matt Ryan sacked by Jerry Hughes for -5 yards,3.41,1.87,1.0,2022,6
OT,2:00,4.0,10.0,HOU 24,20.0,20.0,Rodrigo Blankenship 42 yard field goal no good,1.87,-1.07,1.0,2022,6
OT,1:57,1.0,10.0,HOU 32,20.0,20.0,Davis Mills pass complete short left to Rex Burkhead for 8 yards (tackle by Nick Cross),1.07,1.61,1.0,2022,6
OT,1:28,2.0,2.0,HOU 40,20.0,20.0,"Penalty on Justin Britt: False Start, 5 yards (accepted) (no play)",1.61,0.93,1.0,2022,6
OT,1:28,2.0,7.0,HOU 35,20.0,20.0,Davis Mills pass complete short left to Brandin Cooks for 9 yards (tackle by Nick Cross),0.93,1.86,1.0,2022,6
OT,1:01,1.0,10.0,HOU 44,20.0,20.0,Davis Mills pass complete short right to Chris Moore for 9 yards (tackle by Kenny Moore),1.86,2.4,1.0,2022,6
OT,0:44,2.0,2.0,IND 48,20.0,20.0,Davis Mills pass incomplete short right,2.4,1.82,1.0,2022,6
OT,0:40,,,,,,Timeout #1 by Houston Texans,,,1.0,2022,6
OT,0:40,3.0,1.0,IND 47,20.0,20.0,Rex Burkhead right guard for -2 yards (tackle by Grover Stewart),1.82,0.0,1.0,2022,6
OT,0:26,,,,,,Timeout #1 by Indianapolis Colts,,,1.0,2022,6
OT,0:26,4.0,3.0,IND 49,20.0,20.0,"Cameron Johnston punts 43 yards, fair catch by Nyheim Hines at IND-6",0.0,0.38,1.0,2022,6
OT,0:20,1.0,10.0,IND 6,20.0,20.0,Matt Ryan pass complete short right to Nyheim Hines for 1 yard (tackle by Kamu Grugier-Hill),-0.38,-0.71,1.0,2022,6
OT,0:02,,,,,,Timeout #2 by Indianapolis Colts,,,1.0,2022,6
OT,0:02,2.0,9.0,IND 7,20.0,20.0,Matt Ryan pass complete short left to Parris Campbell for 20 yards (tackle by Michael Dwumfour),-0.71,0.0,1.0,2022,6
