Player,Pos,home_team,team,week,year,game_id
Joe Burrow,QB,1,Bengals,1.0,2022,5
Joe Mixon,RB,1,Bengals,1.0,2022,5
Ja'Marr Chase,WR,1,Bengals,1.0,2022,5
Tee Higgins,WR,1,Bengals,1.0,2022,5
Drew Sample,TE,1,Bengals,1.0,2022,5
Hayden Hurst,TE,1,Bengals,1.0,2022,5
Cordell Volson,OL,1,Bengals,1.0,2022,5
Jonah Williams,T,1,Bengals,1.0,2022,5
La'el Collins,T,1,Bengals,1.0,2022,5
Alex Cappa,G,1,Bengals,1.0,2022,5
Ted Karras,C,1,Bengals,1.0,2022,5
Trey Hendrickson,DE,1,Bengals,1.0,2022,5
Sam Hubbard,DE,1,Bengals,1.0,2022,5
D.J. Reader,DT,1,Bengals,1.0,2022,5
B.J. Hill,DT,1,Bengals,1.0,2022,5
Logan Wilson,LB,1,Bengals,1.0,2022,5
Germaine Pratt,LB,1,Bengals,1.0,2022,5
Mike Hilton,CB,1,Bengals,1.0,2022,5
Eli Apple,CB,1,Bengals,1.0,2022,5
Chidobe Awuzie,CB,1,Bengals,1.0,2022,5
Vonn Bell,S,1,Bengals,1.0,2022,5
Jessie Bates III,S,1,Bengals,1.0,2022,5
