Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Trey Lance,SFO,13,54,0,13,1.0,2022,4
Deebo Samuel,SFO,8,52,1,27,1.0,2022,4
Elijah Mitchell,SFO,6,41,0,16,1.0,2022,4
Jeff Wilson,SFO,9,22,0,5,1.0,2022,4
Brandon Aiyuk,SFO,1,7,0,7,1.0,2022,4
Jauan Jennings,SFO,0,0,0,0,1.0,2022,4
Ray-Ray McCloud,SFO,0,0,0,0,1.0,2022,4
Ross Dwelley,SFO,0,0,0,0,1.0,2022,4
Tyler Kroft,SFO,0,0,0,0,1.0,2022,4
Kyle Juszczyk,SFO,0,0,0,0,1.0,2022,4
Justin Fields,CHI,11,28,0,12,1.0,2022,4
Khalil Herbert,CHI,9,45,1,12,1.0,2022,4
David Montgomery,CHI,17,26,0,6,1.0,2022,4
Dante Pettis,CHI,0,0,0,0,1.0,2022,4
Byron Pringle,CHI,0,0,0,0,1.0,2022,4
Equanimeous St. Brown,CHI,0,0,0,0,1.0,2022,4
Darnell Mooney,CHI,0,0,0,0,1.0,2022,4
Cole Kmet,CHI,0,0,0,0,1.0,2022,4
Ryan Griffin,CHI,0,0,0,0,1.0,2022,4
