Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
AJ Dillon,GNB,6,5,46,0,2.0,1,0.2,45,9.0,-0.7,1,5.0,1,16.7,0,98.6,1.0,2022,12
Romeo Doubs,GNB,5,4,37,0,1.0,31,7.8,6,1.5,9.6,0,,0,0.0,0,97.5,1.0,2022,12
Sammy Watkins,GNB,3,3,18,0,2.0,2,0.7,16,5.3,0.7,0,,0,0.0,0,91.7,1.0,2022,12
Robert Tonyan,GNB,5,3,36,0,1.0,10,3.3,26,8.7,4.6,0,,0,0.0,0,82.1,1.0,2022,12
Aaron Jones,GNB,5,3,27,0,1.0,-9,-3.0,36,12.0,-0.8,0,,0,0.0,0,74.6,1.0,2022,12
Randall Cobb,GNB,3,2,14,0,2.0,10,5.0,4,2.0,18.3,0,,0,0.0,1,37.5,1.0,2022,12
Christian Watson,GNB,4,2,34,0,1.0,14,7.0,20,10.0,14.8,0,,1,25.0,0,79.2,1.0,2022,12
Josiah Deguara,GNB,2,2,28,0,2.0,18,9.0,10,5.0,9.0,0,,0,0.0,0,118.7,1.0,2022,12
Juwann Winfree,GNB,1,1,17,0,1.0,12,12.0,5,5.0,12.0,0,,0,0.0,0,118.7,1.0,2022,12
Tyler Davis,GNB,1,1,3,0,,1,1.0,2,2.0,1.0,0,,0,0.0,0,79.2,1.0,2022,12
Justin Jefferson,MIN,11,9,184,2,7.0,103,11.4,81,9.0,10.7,0,,0,0.0,0,158.3,1.0,2022,12
Johnny Mundt,MIN,3,3,17,0,1.0,3,1.0,14,4.7,1.0,0,,0,0.0,0,90.3,1.0,2022,12
K.J. Osborn,MIN,4,3,14,0,,13,4.3,1,0.3,5.8,0,,0,0.0,0,79.2,1.0,2022,12
Adam Thielen,MIN,4,3,36,0,2.0,24,8.0,12,4.0,6.8,0,,0,0.0,0,102.1,1.0,2022,12
Dalvin Cook,MIN,5,3,18,0,1.0,-14,-4.7,32,10.7,-1.6,0,,0,0.0,0,67.1,1.0,2022,12
C.J. Ham,MIN,1,1,6,0,1.0,-5,-5.0,11,11.0,-5.0,0,,0,0.0,0,91.7,1.0,2022,12
Ben Ellefson,MIN,1,1,2,0,,1,1.0,1,1.0,1.0,0,,0,0.0,0,79.2,1.0,2022,12
Irv Smith Jr.,MIN,2,0,0,0,,0,,0,,1.5,0,,0,0.0,0,39.6,1.0,2022,12
