Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Daniel Jones,NYG,1,1,1.0,2022,13
Saquon Barkley,NYG,1,0,1.0,2022,13
Matt Breida,NYG,0,0,1.0,2022,13
Kadarius Toney,NYG,0,0,1.0,2022,13
Richie James,NYG,0,0,1.0,2022,13
Sterling Shepard,NYG,0,0,1.0,2022,13
Kenny Golladay,NYG,0,0,1.0,2022,13
Wan'Dale Robinson,NYG,0,0,1.0,2022,13
Chris Myarick,NYG,0,0,1.0,2022,13
Ryan Tannehill,TEN,0,0,1.0,2022,13
Derrick Henry,TEN,1,0,1.0,2022,13
Dontrell Hilliard,TEN,0,0,1.0,2022,13
Kyle Philips,TEN,1,1,1.0,2022,13
Treylon Burks,TEN,0,0,1.0,2022,13
Cody Hollister,TEN,0,0,1.0,2022,13
Geoff Swaim,TEN,0,0,1.0,2022,13
Nick Westbrook-Ikhine,TEN,0,0,1.0,2022,13
Robert Woods,TEN,0,0,1.0,2022,13
Austin Hooper,TEN,0,0,1.0,2022,13
Chigoziem Okonkwo,TEN,0,0,1.0,2022,13
