Player,Pos,home_team,team,week,year,game_id
Matthew Stafford,QB,1,Rams,1.0,2022,1
Darrell Henderson,RB,1,Rams,1.0,2022,1
Ben Skowronek,WR,1,Rams,1.0,2022,1
Allen Robinson,WR,1,Rams,1.0,2022,1
Cooper Kupp,WR,1,Rams,1.0,2022,1
Tyler Higbee,TE,1,Rams,1.0,2022,1
Brian Allen,OL,1,Rams,1.0,2022,1
David Edwards,OL,1,Rams,1.0,2022,1
Coleman Shelton,OL,1,Rams,1.0,2022,1
Rob Havenstein,OL,1,Rams,1.0,2022,1
Joseph Noteboom,OL,1,Rams,1.0,2022,1
Aaron Donald,DT,1,Rams,1.0,2022,1
A'Shawn Robinson,DT,1,Rams,1.0,2022,1
Greg Gaines,DT,1,Rams,1.0,2022,1
Leonard Floyd,OLB,1,Rams,1.0,2022,1
Ernest Jones,LB,1,Rams,1.0,2022,1
Bobby Wagner,LB,1,Rams,1.0,2022,1
Troy Hill,CB,1,Rams,1.0,2022,1
Jalen Ramsey,DB,1,Rams,1.0,2022,1
Taylor Rapp,DB,1,Rams,1.0,2022,1
Jordan Fuller,DB,1,Rams,1.0,2022,1
Nick Scott,S,1,Rams,1.0,2022,1
