Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Tom Brady,TAM,0,0,0,0,0,1.0,2022,15
Leonard Fournette,TAM,2,2,10,0,9,1.0,2022,15
Julio Jones,TAM,5,3,69,0,48,1.0,2022,15
Rachaad White,TAM,2,2,7,0,7,1.0,2022,15
Jaelon Darden,TAM,0,0,0,0,0,1.0,2022,15
Mike Evans,TAM,7,5,71,1,20,1.0,2022,15
Chris Godwin,TAM,3,3,35,0,24,1.0,2022,15
Russell Gage,TAM,2,2,13,0,7,1.0,2022,15
Cameron Brate,TAM,3,1,7,0,7,1.0,2022,15
Breshad Perriman,TAM,3,0,0,0,0,1.0,2022,15
Dak Prescott,DAL,0,0,0,0,0,1.0,2022,15
Cooper Rush,DAL,0,0,0,0,0,1.0,2022,15
Ezekiel Elliott,DAL,2,1,-3,0,-3,1.0,2022,15
Tony Pollard,DAL,2,2,14,0,10,1.0,2022,15
Noah Brown,DAL,9,5,68,0,22,1.0,2022,15
Dalton Schultz,DAL,9,7,62,0,14,1.0,2022,15
CeeDee Lamb,DAL,11,2,29,0,16,1.0,2022,15
Dennis Houston,DAL,5,2,16,0,11,1.0,2022,15
Simi Fehoko,DAL,3,2,12,0,7,1.0,2022,15
