Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Derek Carr,LVR,2,0,1.0,2022,14
Davante Adams,LVR,0,0,1.0,2022,14
Josh Jacobs,LVR,0,0,1.0,2022,14
Brandon Bolden,LVR,0,0,1.0,2022,14
Darren Waller,LVR,0,0,1.0,2022,14
Hunter Renfrow,LVR,1,0,1.0,2022,14
Mack Hollins,LVR,0,0,1.0,2022,14
Jakob Johnson,LVR,0,0,1.0,2022,14
Ameer Abdullah,LVR,0,0,1.0,2022,14
Justin Herbert,LAC,0,0,1.0,2022,14
Austin Ekeler,LAC,0,0,1.0,2022,14
Joshua Kelley,LAC,0,0,1.0,2022,14
Sony Michel,LAC,0,0,1.0,2022,14
Josh Palmer,LAC,0,0,1.0,2022,14
Zander Horvath,LAC,0,0,1.0,2022,14
Keenan Allen,LAC,0,0,1.0,2022,14
DeAndre Carter,LAC,0,0,1.0,2022,14
Gerald Everett,LAC,0,0,1.0,2022,14
Tre' McKitty,LAC,1,0,1.0,2022,14
Mike Williams,LAC,0,0,1.0,2022,14
Jalen Guyton,LAC,0,0,1.0,2022,14
Richard Rodgers,LAC,0,0,1.0,2022,14
