Unnamed: 0,DEN,SEA,week,year,game_id
First Downs,20,19,1.0,2022,16
Rush-Yds-TDs,20-103-0,19-76-0,1.0,2022,16
Cmp-Att-Yd-TD-INT,29-42-340-1-0,23-28-195-2-0,1.0,2022,16
Sacked-Yards,2-10,2-18,1.0,2022,16
Net Pass Yards,330,177,1.0,2022,16
Total Yards,433,253,1.0,2022,16
Fumbles-Lost,2-2,3-1,1.0,2022,16
Turnovers,2,1,1.0,2022,16
Penalties-Yards,12-106,5-77,1.0,2022,16
Third Down Conv.,8-15,6-11,1.0,2022,16
Fourth Down Conv.,0-1,0-1,1.0,2022,16
Time of Possession,33:39,26:21,1.0,2022,16
