Quarter,Time,Down,ToGo,Location,PIT,CIN,Detail,EPB,EPA,week,year,game_id
4,0:02,,,CIN 35,20.0,20.0,"Evan McPherson kicks off 47 yards, returned by Gunner Olszewski for 1 yard (tackle by Stanley Morgan)",0.0,0.0,1.0,2022,5
,,,,,,,"Steelers won the coin toss, Steelers to receive the overtime kickoff.",,,1.0,2022,5
OT,10:00,,,CIN 35,20.0,20.0,"Evan McPherson kicks off 65 yards, touchback.",0.0,0.61,1.0,2022,5
OT,10:00,1.0,10.0,PIT 25,20.0,20.0,Jaylen Warren up the middle for 2 yards (tackle by Germaine Pratt),0.61,0.33,1.0,2022,5
OT,9:21,2.0,8.0,PIT 27,20.0,20.0,Mitchell Trubisky pass complete short right to Pat Freiermuth for 5 yards (tackle by Mike Hilton),0.33,0.3,1.0,2022,5
OT,8:37,3.0,3.0,PIT 32,20.0,20.0,Mitchell Trubisky pass incomplete deep left intended for Chase Claypool,0.3,-1.24,1.0,2022,5
OT,8:31,4.0,3.0,PIT 32,20.0,20.0,"Pressley Harvin punts 48 yards, returned by Trent Taylor for 5 yards (tackle by Benny Snell)",-1.24,-0.61,1.0,2022,5
OT,8:21,1.0,10.0,CIN 25,20.0,20.0,"Joe Burrow pass incomplete intended for Mike Thomas. Penalty on Ahkello Witherspoon: Defensive Pass Interference, 12 yards (accepted) (no play)",0.61,1.4,1.0,2022,5
OT,8:16,1.0,10.0,CIN 37,20.0,20.0,Joe Mixon left tackle for -1 yards (tackle by Larry Ogunjobi and Alex Highsmith),1.4,0.72,1.0,2022,5
OT,7:40,2.0,11.0,CIN 36,20.0,20.0,Joe Burrow pass complete short middle to Samaje Perine for 14 yards (tackle by Myles Jack),0.72,2.26,1.0,2022,5
OT,6:52,1.0,10.0,PIT 50,20.0,20.0,Joe Burrow pass complete short left to Hayden Hurst for 10 yards (tackle by Myles Jack),2.26,2.92,1.0,2022,5
OT,6:07,1.0,10.0,PIT 40,20.0,20.0,Joe Mixon left guard for 7 yards (tackle by Minkah Fitzpatrick),2.92,3.32,1.0,2022,5
OT,5:26,2.0,3.0,PIT 33,20.0,20.0,Joe Burrow pass incomplete deep right intended for Samaje Perine,3.32,2.61,1.0,2022,5
OT,5:21,3.0,3.0,PIT 33,20.0,20.0,Joe Burrow pass complete deep right to Hayden Hurst for 20 yards,2.61,4.71,1.0,2022,5
OT,4:54,1.0,10.0,PIT 13,20.0,20.0,Joe Mixon for no gain (tackle by Terrell Edmunds),4.71,4.05,1.0,2022,5
OT,4:07,2.0,10.0,PIT 13,20.0,20.0,Joe Burrow pass complete short right to Drew Sample for 2 yards (tackle by Minkah Fitzpatrick),4.05,3.62,1.0,2022,5
OT,3:37,3.0,7.0,PIT 11,20.0,20.0,Evan McPherson 29 yard field goal no good,3.62,-0.28,1.0,2022,5
OT,3:33,1.0,10.0,PIT 20,20.0,20.0,"Mitchell Trubisky pass incomplete intended for Diontae Johnson Replay Assistant challenged the pass completion ruling, and the original play was overturned. Mitchell Trubisky pass complete deep left to Diontae Johnson for 25 yards (tackle by Chidobe Awuzie)",0.28,1.93,1.0,2022,5
OT,3:28,1.0,10.0,PIT 45,20.0,20.0,Chase Claypool for 12 yards (tackle by Germaine Pratt),1.93,2.72,1.0,2022,5
OT,3:22,1.0,10.0,CIN 43,20.0,20.0,Mitchell Trubisky pass incomplete deep right intended for Diontae Johnson,2.72,2.18,1.0,2022,5
OT,3:18,2.0,10.0,CIN 43,20.0,20.0,Mitchell Trubisky pass complete short left to Chase Claypool for 6 yards (tackle by Mike Hilton),2.18,2.28,1.0,2022,5
OT,2:35,3.0,4.0,CIN 37,20.0,20.0,Mitchell Trubisky pass complete short left to Diontae Johnson for no gain (tackle by Akeem Davis-Gaither),2.28,0.79,1.0,2022,5
OT,2:27,,,,,,Timeout #1 by Cincinnati Bengals,,,1.0,2022,5
OT,2:27,4.0,4.0,CIN 37,20.0,20.0,Chris Boswell 55 yard field goal no good,0.79,-1.93,1.0,2022,5
OT,2:22,1.0,10.0,CIN 45,20.0,20.0,Joe Burrow scrambles up the middle for 9 yards (tackle by Ahkello Witherspoon),1.93,2.6,1.0,2022,5
OT,2:00,2.0,1.0,PIT 46,20.0,20.0,Joe Burrow up the middle for 2 yards (tackle by Myles Jack),2.6,2.65,1.0,2022,5
OT,1:45,,,,,,Timeout #1 by Pittsburgh Steelers,,,1.0,2022,5
OT,1:45,1.0,10.0,PIT 44,20.0,20.0,Joe Burrow pass complete short right to Hayden Hurst for 6 yards (tackle by Terrell Edmunds),2.65,2.92,1.0,2022,5
OT,1:38,2.0,4.0,PIT 38,20.0,20.0,Joe Burrow pass incomplete deep right intended for Samaje Perine,2.92,2.21,1.0,2022,5
OT,1:34,3.0,4.0,PIT 38,20.0,20.0,"Joe Burrow sacked by Arthur Maulet for -7 yards. Joe Burrow fumbles (forced by Arthur Maulet), recovered by Samaje Perine at PIT-45 and returned for -5 yards (tackle by Arthur Maulet)",2.21,-0.06,1.0,2022,5
OT,1:05,4.0,16.0,PIT 50,20.0,20.0,"Kevin Huber punts 50 yards, touchback.",-0.06,-0.28,1.0,2022,5
OT,0:56,1.0,10.0,PIT 20,20.0,20.0,Mitchell Trubisky pass incomplete deep middle intended for Pat Freiermuth (defended by Tre Flowers),0.28,-0.27,1.0,2022,5
OT,0:51,2.0,10.0,PIT 20,20.0,20.0,Mitchell Trubisky pass complete short left to Diontae Johnson for 9 yards (tackle by Chidobe Awuzie),-0.27,0.23,1.0,2022,5
OT,0:34,3.0,1.0,PIT 29,20.0,20.0,"Mitchell Trubisky pass complete deep middle to Pat Freiermuth for 26 yards (tackle by Mike Hilton). Penalty on Sam Hubbard: Defensive Offside, 5 yards (declined)",0.23,2.59,1.0,2022,5
OT,0:25,1.0,10.0,CIN 45,20.0,20.0,Mitchell Trubisky pass incomplete short left intended for Diontae Johnson,2.59,2.04,1.0,2022,5
OT,0:21,2.0,10.0,CIN 45,20.0,20.0,Mitchell Trubisky pass complete short middle to Pat Freiermuth for 10 yards (tackle by Vonn Bell),2.04,3.25,1.0,2022,5
OT,0:09,1.0,10.0,CIN 35,20.0,20.0,Mitchell Trubisky spiked the ball,3.25,2.7,1.0,2022,5
OT,0:08,2.0,10.0,CIN 35,20.0,20.0,Mitchell Trubisky pass incomplete short right intended for Chase Claypool,2.7,2.01,1.0,2022,5
OT,0:05,3.0,10.0,CIN 35,23.0,20.0,Chris Boswell 53 yard field goal good,2.01,3.0,1.0,2022,5
