Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Jameis Winston,NOR,2,9,0,6,1.0,2022,2
Taysom Hill,NOR,4,81,1,57,1.0,2022,2
Alvin Kamara,NOR,9,39,0,15,1.0,2022,2
Mark Ingram,NOR,4,22,0,7,1.0,2022,2
Jarvis Landry,NOR,0,0,0,0,1.0,2022,2
Michael Thomas,NOR,0,0,0,0,1.0,2022,2
Juwan Johnson,NOR,0,0,0,0,1.0,2022,2
Chris Olave,NOR,0,0,0,0,1.0,2022,2
Deonte Harty,NOR,0,0,0,0,1.0,2022,2
Marcus Mariota,ATL,12,72,1,16,1.0,2022,2
Cordarrelle Patterson,ATL,22,120,1,15,1.0,2022,2
Avery Williams,ATL,2,7,0,5,1.0,2022,2
Damien Williams,ATL,2,2,0,2,1.0,2022,2
Drake London,ATL,0,0,0,0,1.0,2022,2
Olamide Zaccheaus,ATL,0,0,0,0,1.0,2022,2
KhaDarel Hodge,ATL,0,0,0,0,1.0,2022,2
Kyle Pitts,ATL,0,0,0,0,1.0,2022,2
Anthony Firkser,ATL,0,0,0,0,1.0,2022,2
Parker Hesse,ATL,0,0,0,0,1.0,2022,2
Bryan Edwards,ATL,0,0,0,0,1.0,2022,2
