Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Aaron Rodgers,GNB,0,0,0,0,0,1.0,2022,12
Jordan Love,GNB,0,0,0,0,0,1.0,2022,12
Aaron Jones,GNB,5,3,27,0,22,1.0,2022,12
AJ Dillon,GNB,6,5,46,0,12,1.0,2022,12
Romeo Doubs,GNB,5,4,37,0,23,1.0,2022,12
Christian Watson,GNB,4,2,34,0,25,1.0,2022,12
Robert Tonyan,GNB,5,3,36,0,23,1.0,2022,12
Josiah Deguara,GNB,2,2,28,0,15,1.0,2022,12
Sammy Watkins,GNB,3,3,18,0,9,1.0,2022,12
Juwann Winfree,GNB,1,1,17,0,17,1.0,2022,12
Randall Cobb,GNB,3,2,14,0,8,1.0,2022,12
Tyler Davis,GNB,1,1,3,0,3,1.0,2022,12
Kirk Cousins,MIN,0,0,0,0,0,1.0,2022,12
Dalvin Cook,MIN,5,3,18,0,10,1.0,2022,12
Alexander Mattison,MIN,0,0,0,0,0,1.0,2022,12
Justin Jefferson,MIN,11,9,184,2,64,1.0,2022,12
Adam Thielen,MIN,4,3,36,0,22,1.0,2022,12
Johnny Mundt,MIN,3,3,17,0,12,1.0,2022,12
K.J. Osborn,MIN,4,3,14,0,7,1.0,2022,12
C.J. Ham,MIN,1,1,6,0,6,1.0,2022,12
Ben Ellefson,MIN,1,1,2,0,2,1.0,2022,12
Irv Smith Jr.,MIN,2,0,0,0,0,1.0,2022,12
