Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Jacoby Brissett,CLE,4,10,0,4,1.0,2022,3
Nick Chubb,CLE,22,141,0,25,1.0,2022,3
Kareem Hunt,CLE,11,46,1,24,1.0,2022,3
Anthony Schwartz,CLE,2,20,0,15,1.0,2022,3
Donovan Peoples-Jones,CLE,0,0,0,0,1.0,2022,3
Harrison Bryant,CLE,0,0,0,0,1.0,2022,3
Amari Cooper,CLE,0,0,0,0,1.0,2022,3
David Njoku,CLE,0,0,0,0,1.0,2022,3
Demetric Felton,CLE,0,0,0,0,1.0,2022,3
Baker Mayfield,CAR,5,6,1,7,1.0,2022,3
Christian McCaffrey,CAR,10,33,1,9,1.0,2022,3
D.J. Moore,CAR,1,7,0,7,1.0,2022,3
D'Onta Foreman,CAR,2,5,0,4,1.0,2022,3
Chuba Hubbard,CAR,1,3,0,3,1.0,2022,3
Robbie Chosen,CAR,0,0,0,0,1.0,2022,3
Ian Thomas,CAR,0,0,0,0,1.0,2022,3
Shi Smith,CAR,0,0,0,0,1.0,2022,3
Tommy Tremble,CAR,0,0,0,0,1.0,2022,3
