Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Daniel Jones,NYG,6,25,0,11,1.0,2022,13
Saquon Barkley,NYG,18,164,1,68,1.0,2022,13
Matt Breida,NYG,5,24,0,9,1.0,2022,13
Kadarius Toney,NYG,2,23,0,19,1.0,2022,13
Richie James,NYG,1,2,0,2,1.0,2022,13
Sterling Shepard,NYG,0,0,0,0,1.0,2022,13
Kenny Golladay,NYG,0,0,0,0,1.0,2022,13
Wan'Dale Robinson,NYG,0,0,0,0,1.0,2022,13
Chris Myarick,NYG,0,0,0,0,1.0,2022,13
Ryan Tannehill,TEN,2,7,0,9,1.0,2022,13
Derrick Henry,TEN,21,82,0,18,1.0,2022,13
Dontrell Hilliard,TEN,2,8,0,5,1.0,2022,13
Kyle Philips,TEN,0,0,0,0,1.0,2022,13
Treylon Burks,TEN,0,0,0,0,1.0,2022,13
Cody Hollister,TEN,0,0,0,0,1.0,2022,13
Geoff Swaim,TEN,0,0,0,0,1.0,2022,13
Nick Westbrook-Ikhine,TEN,0,0,0,0,1.0,2022,13
Robert Woods,TEN,0,0,0,0,1.0,2022,13
Austin Hooper,TEN,0,0,0,0,1.0,2022,13
Chigoziem Okonkwo,TEN,1,-4,0,-4,1.0,2022,13
