Unnamed: 0,NYG,TEN,week,year,game_id
First Downs,19,19,1.0,2022,13
Rush-Yds-TDs,32-238-1,26-93-0,1.0,2022,13
Cmp-Att-Yd-TD-INT,17-21-188-2-1,20-33-266-2-0,1.0,2022,13
Sacked-Yards,5-32,1-0,1.0,2022,13
Net Pass Yards,156,266,1.0,2022,13
Total Yards,394,359,1.0,2022,13
Fumbles-Lost,2-1,2-1,1.0,2022,13
Turnovers,2,1,1.0,2022,13
Penalties-Yards,8-45,7-50,1.0,2022,13
Third Down Conv.,2-10,3-11,1.0,2022,13
Fourth Down Conv.,1-1,0-0,1.0,2022,13
Time of Possession,28:54,31:06,1.0,2022,13
