Player,Pos,home_team,team,week,year,game_id
Lamar Jackson,QB,0,Ravens,1.0,2022,10
Kenyan Drake,RB,0,Ravens,1.0,2022,10
Patrick Ricard,FB,0,Ravens,1.0,2022,10
Rashod Bateman,WR,0,Ravens,1.0,2022,10
Devin Duvernay,WR,0,Ravens,1.0,2022,10
Mark Andrews,TE,0,Ravens,1.0,2022,10
Ja'Wuan James,T,0,Ravens,1.0,2022,10
Morgan Moses,T,0,Ravens,1.0,2022,10
Ben Powers,G,0,Ravens,1.0,2022,10
Kevin Zeitler,G,0,Ravens,1.0,2022,10
Tyler Linderbaum,C,0,Ravens,1.0,2022,10
Nnamdi Madubuike,DT,0,Ravens,1.0,2022,10
Calais Campbell,DT,0,Ravens,1.0,2022,10
Michael Pierce,DT,0,Ravens,1.0,2022,10
Odafe Oweh,OLB,0,Ravens,1.0,2022,10
Malik Harrison,LB,0,Ravens,1.0,2022,10
Patrick Queen,LB,0,Ravens,1.0,2022,10
Josh Bynes,LB,0,Ravens,1.0,2022,10
Marlon Humphrey,CB,0,Ravens,1.0,2022,10
Kyle Fuller,CB,0,Ravens,1.0,2022,10
Chuck Clark,S,0,Ravens,1.0,2022,10
Marcus Williams,S,0,Ravens,1.0,2022,10
