Unnamed: 0_level_0,Unnamed: 1_level_0,Fumbles,Fumbles,week,year,game_id
Player,Tm,Fmb,FL,,,
Patrick Mahomes,KAN,0,0,4.0,2022,63
Clyde Edwards-Helaire,KAN,0,0,4.0,2022,63
Isiah Pacheco,KAN,0,0,4.0,2022,63
Noah Gray,KAN,0,0,4.0,2022,63
Travis Kelce,KAN,0,0,4.0,2022,63
Marquez Valdes-Scantling,KAN,0,0,4.0,2022,63
JuJu Smith-Schuster,KAN,0,0,4.0,2022,63
Skyy Moore,KAN,0,0,4.0,2022,63
Jody Fortson,KAN,0,0,4.0,2022,63
Mecole Hardman,KAN,0,0,4.0,2022,63
Justin Watson,KAN,0,0,4.0,2022,63
Jerick McKinnon,KAN,0,0,4.0,2022,63
Tom Brady,TAM,1,1,4.0,2022,63
Rachaad White,TAM,1,1,4.0,2022,63
Mike Evans,TAM,0,0,4.0,2022,63
Chris Godwin,TAM,0,0,4.0,2022,63
Cameron Brate,TAM,0,0,4.0,2022,63
Cade Otton,TAM,0,0,4.0,2022,63
Russell Gage,TAM,0,0,4.0,2022,63
Ko Kieft,TAM,0,0,4.0,2022,63
Julio Jones,TAM,0,0,4.0,2022,63
Cole Beasley,TAM,0,0,4.0,2022,63
Leonard Fournette,TAM,0,0,4.0,2022,63
