Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Bailey Zappe,NWE,0,0,0,0,4.0,2022,62
Brian Hoyer,NWE,0,0,0,0,4.0,2022,62
Damien Harris,NWE,18,86,1,14,4.0,2022,62
Rhamondre Stevenson,NWE,14,66,0,17,4.0,2022,62
Kendrick Bourne,NWE,1,15,0,15,4.0,2022,62
Nelson Agholor,NWE,0,0,0,0,4.0,2022,62
DeVante Parker,NWE,0,0,0,0,4.0,2022,62
Hunter Henry,NWE,0,0,0,0,4.0,2022,62
Lil'Jordan Humphrey,NWE,0,0,0,0,4.0,2022,62
Aaron Rodgers,GNB,1,1,0,1,4.0,2022,62
Aaron Jones,GNB,16,110,0,20,4.0,2022,62
AJ Dillon,GNB,17,73,0,13,4.0,2022,62
Christian Watson,GNB,1,15,1,15,4.0,2022,62
Allen Lazard,GNB,0,0,0,0,4.0,2022,62
Romeo Doubs,GNB,0,0,0,0,4.0,2022,62
Randall Cobb,GNB,0,0,0,0,4.0,2022,62
Robert Tonyan,GNB,0,0,0,0,4.0,2022,62
Josiah Deguara,GNB,0,0,0,0,4.0,2022,62
