Unnamed: 0_level_0,Unnamed: 1_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,Passing,week,year,game_id
Player,Tm,Cmp,Att,Yds,TD,Int,Sk,Yds.1,Lng,Rate,,,
Teddy Bridgewater,MIA,14,23,193,1,1,0,0,64,84.1,4.0,2022,49
Tua Tagovailoa,MIA,8,14,110,0,1,1,10,26,52.7,4.0,2022,49
Raheem Mostert,MIA,0,0,0,0,0,0,0,0,,4.0,2022,49
Chase Edmonds,MIA,0,0,0,0,0,0,0,0,,4.0,2022,49
Trent Sherfield,MIA,0,0,0,0,0,0,0,0,,4.0,2022,49
Jaylen Waddle,MIA,0,0,0,0,0,0,0,0,,4.0,2022,49
Mike Gesicki,MIA,0,0,0,0,0,0,0,0,,4.0,2022,49
River Cracraft,MIA,0,0,0,0,0,0,0,0,,4.0,2022,49
Tyreek Hill,MIA,0,0,0,0,0,0,0,0,,4.0,2022,49
Joe Burrow,CIN,20,31,287,2,0,1,6,59,115.9,4.0,2022,49
Tyler Boyd,CIN,1,1,23,0,0,0,0,23,118.7,4.0,2022,49
Joe Mixon,CIN,0,0,0,0,0,0,0,0,,4.0,2022,49
Tee Higgins,CIN,0,0,0,0,0,0,0,0,,4.0,2022,49
Ja'Marr Chase,CIN,0,0,0,0,0,0,0,0,,4.0,2022,49
Hayden Hurst,CIN,0,0,0,0,0,0,0,0,,4.0,2022,49
Mitchell Wilcox,CIN,0,0,0,0,0,0,0,0,,4.0,2022,49
Samaje Perine,CIN,0,0,0,0,0,0,0,0,,4.0,2022,49
Devin Asiasi,CIN,0,0,0,0,0,0,0,0,,4.0,2022,49
Chris Evans,CIN,0,0,0,0,0,0,0,0,,4.0,2022,49
