Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Jared Goff,DET,0,0,0,0,0,11.0,2022,153
Justin Jackson,DET,1,1,11,0,11,11.0,2022,153
Jamaal Williams,DET,0,0,0,0,0,11.0,2022,153
D'Andre Swift,DET,3,3,12,0,7,11.0,2022,153
Kalif Raymond,DET,7,3,33,0,21,11.0,2022,153
Amon-Ra St. Brown,DET,8,7,76,0,32,11.0,2022,153
Brock Wright,DET,2,2,20,0,16,11.0,2022,153
Tom Kennedy,DET,1,1,13,0,13,11.0,2022,153
Jason Cabinda,DET,2,0,0,0,0,11.0,2022,153
DJ Chark,DET,1,0,0,0,0,11.0,2022,153
Daniel Jones,NYG,0,0,0,0,0,11.0,2022,153
Saquon Barkley,NYG,5,2,13,0,7,11.0,2022,153
Matt Breida,NYG,1,1,16,0,16,11.0,2022,153
Wan'Dale Robinson,NYG,13,9,100,0,19,11.0,2022,153
Darius Slayton,NYG,10,5,86,0,24,11.0,2022,153
Richie James,NYG,3,3,48,1,20,11.0,2022,153
Isaiah Hodgins,NYG,3,3,29,0,20,11.0,2022,153
Kenny Golladay,NYG,2,2,29,0,15,11.0,2022,153
Lawrence Cager,NYG,3,2,20,0,13,11.0,2022,153
