Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Patrick Mahomes,KAN,0,0,0,0,0,11.0,2022,163
Isiah Pacheco,KAN,0,0,0,0,0,11.0,2022,163
Jerick McKinnon,KAN,1,1,0,0,-3,11.0,2022,163
Clyde Edwards-Helaire,KAN,0,0,0,0,0,11.0,2022,163
Travis Kelce,KAN,10,6,115,3,34,11.0,2022,163
Justin Watson,KAN,4,3,67,0,29,11.0,2022,163
Skyy Moore,KAN,6,5,63,0,18,11.0,2022,163
Jody Fortson,KAN,2,2,51,0,40,11.0,2022,163
Marquez Valdes-Scantling,KAN,4,1,18,0,18,11.0,2022,163
Noah Gray,KAN,3,2,15,0,12,11.0,2022,163
Kadarius Toney,KAN,1,0,0,0,0,11.0,2022,163
Justin Herbert,LAC,1,1,-2,0,-2,11.0,2022,163
Austin Ekeler,LAC,2,2,17,0,11,11.0,2022,163
Isaiah Spiller,LAC,2,2,11,0,8,11.0,2022,163
Zander Horvath,LAC,0,0,0,0,0,11.0,2022,163
Sony Michel,LAC,0,0,0,0,0,11.0,2022,163
Josh Palmer,LAC,10,8,106,2,50,11.0,2022,163
Keenan Allen,LAC,8,5,94,0,46,11.0,2022,163
DeAndre Carter,LAC,3,3,33,0,20,11.0,2022,163
Mike Williams,LAC,1,1,15,0,15,11.0,2022,163
Stone Smartt,LAC,1,1,6,0,6,11.0,2022,163
Michael Bandy,LAC,1,0,0,0,0,11.0,2022,163
