Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Touchdowns,Touchdowns,Touchdowns,Touchdowns,Touchdowns,Touchdowns,Touchdowns,Touchdowns,Touchdowns,Unnamed: 16_level_0,PAT,PAT,FG,FG,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0
Rk,Player,Age,Team,Pos,G,GS,RshTD,RecTD,PRTD,KRTD,FRTD,IntTD,OthTD,AllTD,2PM,D2P,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G,Awards
1,Spencer Shrader,26,IND,K,1,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,15,15.0,
2,Cam Little,22,JAX,K,1,0,0,0,0,0,0,0,0,0,0,0,2,2,4,4,0,14,14.0,
3,Josh Allen,29,BUF,QB,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,12.0,
4,Emeka Egbuka,23,TAM,WR,1,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,12,12.0,
5,Justin Fields,26,NYJ,QB,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,12.0,
6,Derrick Henry,31,BAL,RB,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,12.0,
7,Jalen Hurts,27,PHI,QB,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,12.0,
8,Quentin Johnston,24,LAC,WR,1,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,12,12.0,
9,Daniel Jones,28,IND,QB,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,12.0,
10,Joey Slye,29,TEN,K,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,12,12.0,
11,Javonte Williams,25,DAL,RB,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,12.0,
12,Matt Prater,41,BUF,K,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,0,11,11.0,
13,Chris Boswell,34,PIT,K,1,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,0,10,10.0,
14,Tyler Loop,24,BAL,K,1,0,0,0,0,0,0,0,0,0,0,0,4,5,2,2,0,10,10.0,
15,Harrison Butker,30,KAN,K,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,9,9.0,
16,Cameron Dicker,25,LAC,K,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,9,9.0,
17,Ka'imi Fairbairn,31,HOU,K,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,9.0,
18,Brandon McManus,34,GNB,K,1,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,0,9,9.0,
19,Brandon Aubrey,30,DAL,K,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,8,8.0,
20,Daniel Carlson,30,LVR,K,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,0,8,8.0,
21,Nick Folk,41,NYJ,K,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,8,8.0,
22,Younghoe Koo,31,ATL,K,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,0,8,8.0,
23,Wil Lutz,31,DEN,K,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,8,8.0,
24,Chad Ryland,26,ARI,K,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,0,8,8.0,
25,Jake Bates,26,DET,K,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,7,7.0,
26,Andres Borregales,23,NWE,K,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,7,7.0,
27,Blake Grupe,27,NOR,K,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,7,7.0,
28,Jason Myers,34,SEA,K,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,7,7.0,
29,Will Reichard,24,MIN,K,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,7,7.0,
30,De'Von Achane,24,MIA,RB,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
31,Braelon Allen,21,NYJ,RB,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
32,Davis Allen,24,LAR,TE,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
33,Keenan Allen,33,LAC,WR,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
34,Calvin Austin III,26,PIT,WR,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
35,Saquon Barkley,28,PHI,RB,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
36,Chase Brown,25,CIN,RB,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
37,Zach Charbonnet,24,SEA,RB,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
38,Keon Coleman,22,BUF,WR,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
39,James Conner,30,ARI,RB,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
40,James Cook,26,BUF,RB,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
41,Jacory Croskey-Merritt,24,WAS,RB,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
42,J.K. Dobbins,27,DEN,RB,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
43,Demario Douglas,25,NWE,WR,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
44,Jake Elliott,30,PHI,K,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,0,6,6.0,
45,Zach Ertz,35,WAS,TE,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
46,Noah Fant,28,CIN,TE,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
47,Zay Flowers,25,BAL,WR,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
48,Graham Gano,38,NYG,K,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,6,6.0,
49,Marvin Harrison Jr.,23,ARI,WR,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
50,DeAndre Hopkins,33,BAL,WR,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
51,Chuba Hubbard,26,CAR,RB,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
52,Bucky Irving,23,TAM,RB,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
53,Lamar Jackson,28,BAL,QB,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
54,Josh Jacobs,27,GNB,RB,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
55,Ashton Jeanty,22,LVR,RB,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
56,Justin Jefferson,26,MIN,WR,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
57,Aaron Jones,31,MIN,RB,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
58,Alvin Kamara,30,NOR,RB,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
59,Travis Kelce,36,KAN,TE,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
60,Dalton Kincaid,26,BUF,TE,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
61,George Kittle,32,SFO,TE,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
62,Tucker Kraft,25,GNB,TE,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
63,Hunter Long,27,JAX,TE,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
64,Patrick Mahomes,30,KAN,QB,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
65,J.J. McCarthy,22,MIN,QB,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
66,Rome Odunze,23,CHI,WR,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
67,Michael Penix,25,ATL,QB,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
68,Michael Pittman Jr.,28,IND,WR,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
69,Jayden Reed,25,GNB,WR,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
70,Bijan Robinson,23,ATL,RB,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
71,Deebo Samuel,29,WAS,WR,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
72,Raheim Sanders,23,CLE,RB,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
73,Cairo Santos,34,CHI,K,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,0,6,6.0,
74,Ben Skowronek,28,PIT,WR,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
75,Jonnu Smith,30,PIT,TE,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
76,Courtland Sutton,30,DEN,WR,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
77,Isaac TeSlaa,23,DET,WR,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
78,Brian Thomas,23,JAX,WR,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
79,Cedric Tillman,25,CLE,WR,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
