Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Touchdowns,Touchdowns,Touchdowns,Touchdowns,Touchdowns,Touchdowns,Touchdowns,Touchdowns,Touchdowns,Unnamed: 16_level_0,PAT,PAT,FG,FG,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0
80,Jake Tonges,26,SFO,TE,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
81,Tre Tucker,24,LVR,WR,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
82,Jaylen Warren,27,PIT,RB,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
83,Caleb Williams,24,CHI,QB,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
84,Kyren Williams,25,LAR,RB,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
85,Garrett Wilson,25,NYJ,WR,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6.0,
86,Nahshon Wright,27,CHI,CB,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,6.0,
87,Chase McLaughlin,29,TAM,K,1,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2,0,5,5.0,
88,Evan McPherson,26,CIN,K,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,5,5.0,
89,Jake Moody,26,SFO,K,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,0,5,5.0,
90,Ryan Fitzgerald,25,CAR,K,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,4,4.0,
91,Andre Szmyt,27,CLE,K,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,4,4.0,
92,Matt Gay,31,WAS,K,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3.0,
93,Julian Hill,25,MIA,TE,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2.0,
94,Joshua Karty,23,LAR,K,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2.0,
95,Adam Thielen,35,MIN,WR,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2.0,
