Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Receiving,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Rushing,Scrimmage,Scrimmage,Scrimmage,Scrimmage,Unnamed: 32_level_0,Unnamed: 33_level_0
10.0,CeeDee Lamb,26.0,DAL,WR,1.0,1.0,13.0,7.0,110.0,15.7,0.0,6.0,46.2,32.0,7.0,110.0,53.8,8.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,7.0,15.7,110.0,0.0,0.0,
11.0,Ricky Pearsall,25.0,SFO,WR,1.0,1.0,7.0,4.0,108.0,27.0,0.0,4.0,57.1,45.0,4.0,108.0,57.1,15.4,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.0,27.0,108.0,0.0,0.0,
12.0,Kayshon Boutte,23.0,NWE,WR,1.0,1.0,8.0,6.0,103.0,17.2,0.0,5.0,75.0,24.0,6.0,103.0,75.0,12.9,0.0,0.0,0.0,0.0,,,,0.0,0.0,6.0,17.2,103.0,0.0,0.0,
13.0,Brock Bowers,23.0,LVR,TE,1.0,1.0,8.0,5.0,103.0,20.6,0.0,4.0,62.5,38.0,5.0,103.0,62.5,12.9,0.0,0.0,0.0,0.0,,,,0.0,0.0,5.0,20.6,103.0,0.0,0.0,
14.0,James Cook,26.0,BUF,RB,1.0,1.0,5.0,5.0,58.0,11.6,0.0,1.0,40.0,51.0,5.0,58.0,100.0,11.6,13.0,44.0,1.0,3.0,61.5,11.0,3.4,44.0,13.0,18.0,5.7,102.0,1.0,0.0,
15.0,Marquise Brown,28.0,KAN,WR,1.0,1.0,16.0,10.0,99.0,9.9,0.0,4.0,43.8,49.0,10.0,99.0,62.5,6.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,10.0,9.9,99.0,0.0,0.0,
16.0,Jonathan Taylor,26.0,IND,RB,1.0,1.0,3.0,3.0,27.0,9.0,0.0,2.0,100.0,16.0,3.0,27.0,100.0,9.0,18.0,71.0,0.0,3.0,50.0,15.0,3.9,71.0,18.0,21.0,4.7,98.0,0.0,0.0,
17.0,Jakobi Meyers,29.0,LVR,WR,1.0,1.0,10.0,8.0,97.0,12.1,0.0,5.0,60.0,24.0,8.0,97.0,80.0,9.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,8.0,12.1,97.0,0.0,0.0,
18.0,Deebo Samuel,29.0,WAS,WR,1.0,0.0,10.0,7.0,77.0,11.0,0.0,3.0,50.0,21.0,7.0,77.0,70.0,7.7,1.0,19.0,1.0,1.0,100.0,19.0,19.0,19.0,1.0,8.0,12.0,96.0,1.0,0.0,
19.0,Garrett Wilson,25.0,NYJ,WR,1.0,1.0,9.0,7.0,95.0,13.6,1.0,4.0,66.7,33.0,7.0,95.0,77.8,10.6,0.0,0.0,0.0,0.0,,,,0.0,0.0,7.0,13.6,95.0,1.0,0.0,
20.0,Dylan Sampson,21.0,CLE,RB,1.0,1.0,8.0,8.0,64.0,8.0,0.0,2.0,87.5,14.0,8.0,64.0,100.0,8.0,12.0,29.0,0.0,2.0,33.3,5.0,2.4,29.0,12.0,20.0,4.7,93.0,0.0,0.0,
21.0,Chuba Hubbard,26.0,CAR,RB,1.0,1.0,5.0,3.0,32.0,10.7,1.0,1.0,20.0,27.0,3.0,32.0,60.0,6.4,16.0,57.0,0.0,3.0,62.5,9.0,3.6,57.0,16.0,19.0,4.7,89.0,1.0,0.0,
22.0,Tony Pollard,28.0,TEN,RB,1.0,1.0,1.0,1.0,29.0,29.0,0.0,1.0,100.0,29.0,1.0,29.0,100.0,29.0,18.0,60.0,0.0,2.0,38.9,9.0,3.3,60.0,18.0,19.0,4.7,89.0,0.0,1.0,
23.0,Saquon Barkley,28.0,PHI,RB,1.0,1.0,5.0,4.0,24.0,6.0,0.0,2.0,80.0,8.0,4.0,24.0,80.0,4.8,18.0,60.0,1.0,4.0,55.6,16.0,3.3,60.0,18.0,22.0,3.8,84.0,1.0,0.0,
24.0,D.K. Metcalf,28.0,PIT,WR,1.0,1.0,7.0,4.0,83.0,20.8,0.0,4.0,57.1,31.0,4.0,83.0,57.1,11.9,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.0,20.8,83.0,0.0,0.0,
25.0,Jacory Croskey-Merritt,24.0,WAS,RB,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,82.0,1.0,4.0,60.0,42.0,8.2,82.0,10.0,10.0,8.2,82.0,1.0,0.0,
26.0,Michael Pittman Jr.,28.0,IND,WR,1.0,1.0,8.0,6.0,80.0,13.3,1.0,4.0,62.5,27.0,6.0,80.0,75.0,10.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,6.0,13.3,80.0,1.0,0.0,
27.0,Quentin Johnston,24.0,LAC,WR,1.0,1.0,7.0,5.0,79.0,15.8,2.0,3.0,42.9,33.0,5.0,79.0,71.4,11.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,5.0,15.8,79.0,2.0,0.0,
28.0,Sam LaPorta,24.0,DET,TE,1.0,1.0,9.0,6.0,79.0,13.2,0.0,3.0,44.4,32.0,6.0,79.0,66.7,8.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,6.0,13.2,79.0,0.0,0.0,
29.0,Tyler Warren,23.0,IND,TE,1.0,1.0,9.0,7.0,76.0,10.9,0.0,4.0,55.6,21.0,7.0,76.0,77.8,8.4,1.0,3.0,0.0,1.0,100.0,3.0,3.0,3.0,1.0,8.0,9.9,79.0,0.0,0.0,
30.0,Emeka Egbuka,23.0,TAM,WR,1.0,1.0,6.0,4.0,67.0,16.8,2.0,2.0,50.0,30.0,4.0,67.0,66.7,11.2,1.0,9.0,0.0,0.0,100.0,9.0,9.0,9.0,1.0,5.0,15.2,76.0,2.0,0.0,
31.0,Juwan Johnson,29.0,NOR,TE,1.0,1.0,11.0,8.0,76.0,9.5,0.0,4.0,63.6,21.0,8.0,76.0,72.7,6.9,0.0,0.0,0.0,0.0,,,,0.0,0.0,8.0,9.5,76.0,0.0,0.0,
32.0,D.J. Moore,28.0,CHI,WR,1.0,1.0,5.0,3.0,68.0,22.7,0.0,2.0,60.0,30.0,3.0,68.0,60.0,13.6,3.0,8.0,0.0,1.0,66.7,5.0,2.7,8.0,3.0,6.0,12.7,76.0,0.0,1.0,
33.0,De'Von Achane,24.0,MIA,RB,1.0,1.0,4.0,3.0,20.0,6.7,1.0,1.0,75.0,11.0,3.0,20.0,75.0,5.0,7.0,55.0,0.0,2.0,57.1,26.0,7.9,55.0,7.0,10.0,7.5,75.0,1.0,0.0,
34.0,Trey Benson,23.0,ARI,RB,1.0,0.0,1.0,1.0,6.0,6.0,0.0,0.0,100.0,6.0,1.0,6.0,100.0,6.0,8.0,69.0,0.0,1.0,37.5,52.0,8.6,69.0,8.0,9.0,8.3,75.0,0.0,0.0,
35.0,Jordan Mason,26.0,MIN,RB,1.0,0.0,1.0,1.0,7.0,7.0,0.0,0.0,0.0,7.0,1.0,7.0,100.0,7.0,15.0,68.0,0.0,3.0,46.7,19.0,4.5,68.0,15.0,16.0,4.7,75.0,0.0,0.0,
36.0,Ladd McConkey,24.0,LAC,WR,1.0,1.0,9.0,6.0,74.0,12.3,0.0,3.0,66.7,23.0,6.0,74.0,66.7,8.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,6.0,12.3,74.0,0.0,0.0,
37.0,Marvin Harrison Jr.,23.0,ARI,WR,1.0,1.0,6.0,5.0,71.0,14.2,1.0,3.0,50.0,45.0,5.0,71.0,83.3,11.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,5.0,14.2,71.0,1.0,0.0,
38.0,Malik Nabers,22.0,NYG,WR,1.0,1.0,12.0,5.0,71.0,14.2,0.0,4.0,33.3,25.0,5.0,71.0,41.7,5.9,0.0,0.0,0.0,0.0,,,,0.0,0.0,5.0,14.2,71.0,0.0,0.0,
39.0,Calvin Austin III,26.0,PIT,WR,1.0,1.0,6.0,4.0,70.0,17.5,1.0,3.0,50.0,30.0,4.0,70.0,66.7,11.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.0,17.5,70.0,1.0,0.0,
40.0,Lamar Jackson,28.0,BAL,QB,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,6.0,70.0,1.0,5.0,83.3,19.0,11.7,70.0,6.0,6.0,11.7,70.0,1.0,0.0,
41.0,Josh Jacobs,27.0,GNB,RB,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,100.0,4.0,1.0,4.0,100.0,4.0,19.0,66.0,1.0,3.0,52.6,15.0,3.5,66.0,19.0,20.0,3.5,70.0,1.0,0.0,
42.0,RJ Harvey,24.0,DEN,RB,1.0,0.0,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1.0,-1.0,100.0,-1.0,6.0,70.0,0.0,1.0,66.7,50.0,11.7,70.0,6.0,7.0,9.9,69.0,0.0,0.0,
43.0,Kyren Williams,25.0,LAR,RB,1.0,1.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,3.0,50.0,1.5,18.0,66.0,1.0,3.0,55.6,9.0,3.7,66.0,18.0,19.0,3.6,69.0,1.0,0.0,
44.0,Keenan Allen,33.0,LAC,WR,1.0,1.0,10.0,7.0,68.0,9.7,1.0,6.0,60.0,15.0,7.0,68.0,70.0,6.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,7.0,9.7,68.0,1.0,0.0,
45.0,Jayden Daniels,25.0,WAS,QB,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,11.0,68.0,0.0,3.0,72.7,14.0,6.2,68.0,11.0,11.0,6.2,68.0,0.0,0.0,
46.0,J.K. Dobbins,27.0,DEN,RB,1.0,1.0,2.0,2.0,5.0,2.5,0.0,0.0,0.0,3.0,2.0,5.0,100.0,2.5,16.0,63.0,1.0,2.0,37.5,19.0,3.9,63.0,16.0,18.0,3.8,68.0,1.0,0.0,
47.0,Romeo Doubs,25.0,GNB,WR,1.0,1.0,4.0,2.0,68.0,34.0,0.0,2.0,50.0,48.0,2.0,68.0,50.0,17.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,34.0,68.0,0.0,0.0,
48.0,Tetairoa McMillan,22.0,CAR,WR,1.0,1.0,9.0,5.0,68.0,13.6,0.0,4.0,55.6,21.0,5.0,68.0,55.6,7.6,0.0,0.0,0.0,0.0,,,,0.0,0.0,5.0,13.6,68.0,0.0,0.0,
49.0,Aaron Jones,31.0,MIN,RB,1.0,1.0,3.0,3.0,44.0,14.7,1.0,2.0,100.0,27.0,3.0,44.0,100.0,14.7,8.0,23.0,0.0,1.0,37.5,9.0,2.9,23.0,8.0,11.0,6.1,67.0,1.0,0.0,
50.0,Harold Fannin,21.0,CLE,TE,1.0,1.0,9.0,7.0,63.0,9.0,0.0,3.0,33.3,22.0,7.0,63.0,77.8,7.0,1.0,3.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,8.0,8.3,66.0,0.0,0.0,
51.0,Hunter Henry,31.0,NWE,TE,1.0,1.0,8.0,4.0,66.0,16.5,0.0,3.0,50.0,27.0,4.0,66.0,50.0,8.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.0,16.5,66.0,0.0,0.0,
52.0,Jerry Jeudy,26.0,CLE,WR,1.0,1.0,8.0,5.0,66.0,13.2,0.0,4.0,50.0,25.0,5.0,66.0,62.5,8.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,5.0,13.2,66.0,0.0,0.0,
53.0,D'Andre Swift,26.0,CHI,RB,1.0,1.0,5.0,3.0,12.0,4.0,0.0,1.0,20.0,8.0,3.0,12.0,60.0,2.4,17.0,53.0,0.0,2.0,35.3,13.0,3.1,53.0,17.0,20.0,3.3,65.0,0.0,0.0,
54.0,Khalil Shakir,25.0,BUF,WR,1.0,0.0,9.0,6.0,64.0,10.7,0.0,3.0,55.6,26.0,6.0,64.0,66.7,7.1,0.0,0.0,0.0,0.0,,,,0.0,0.0,6.0,10.7,64.0,0.0,0.0,
55.0,Javonte Williams,25.0,DAL,RB,1.0,1.0,3.0,2.0,10.0,5.0,0.0,0.0,0.0,7.0,2.0,10.0,66.7,3.3,15.0,54.0,2.0,5.0,80.0,11.0,3.6,54.0,15.0,17.0,3.8,64.0,2.0,0.0,
56.0,Jalen Hurts,27.0,PHI,QB,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,14.0,62.0,2.0,7.0,64.3,15.0,4.4,62.0,14.0,14.0,4.4,62.0,2.0,0.0,
57.0,Omarion Hampton,22.0,LAC,RB,1.0,1.0,2.0,2.0,13.0,6.5,0.0,0.0,100.0,7.0,2.0,13.0,100.0,6.5,15.0,48.0,0.0,4.0,33.3,11.0,3.2,48.0,15.0,17.0,3.6,61.0,0.0,0.0,
58.0,Trey McBride,26.0,ARI,TE,1.0,1.0,9.0,6.0,61.0,10.2,0.0,4.0,66.7,25.0,6.0,61.0,66.7,6.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,6.0,10.2,61.0,0.0,0.0,
59.0,Josh Palmer,26.0,BUF,WR,1.0,1.0,9.0,5.0,61.0,12.2,0.0,3.0,33.3,32.0,5.0,61.0,55.6,6.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,5.0,12.2,61.0,0.0,0.0,
60.0,Courtland Sutton,30.0,DEN,WR,1.0,1.0,9.0,6.0,61.0,10.2,1.0,4.0,55.6,22.0,6.0,61.0,66.7,6.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,6.0,10.2,61.0,1.0,0.0,
61.0,Nick Chubb,30.0,HOU,RB,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,13.0,60.0,0.0,4.0,46.2,13.0,4.6,60.0,13.0,13.0,4.6,60.0,0.0,0.0,
62.0,Jahan Dotson,25.0,PHI,WR,1.0,1.0,3.0,3.0,59.0,19.7,0.0,1.0,33.3,51.0,3.0,59.0,100.0,19.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,19.7,59.0,0.0,0.0,
63.0,Kyle Pitts,25.0,ATL,TE,1.0,1.0,8.0,7.0,59.0,8.4,0.0,5.0,62.5,14.0,7.0,59.0,87.5,7.4,0.0,0.0,0.0,0.0,,,,0.0,0.0,7.0,8.4,59.0,0.0,0.0,
64.0,Brenton Strange,25.0,JAX,TE,1.0,1.0,4.0,4.0,59.0,14.8,0.0,3.0,100.0,24.0,4.0,59.0,100.0,14.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.0,14.8,59.0,0.0,0.0,
65.0,Jaylen Warren,27.0,PIT,RB,1.0,1.0,2.0,2.0,22.0,11.0,1.0,2.0,100.0,17.0,2.0,22.0,100.0,11.0,11.0,37.0,0.0,1.0,45.5,9.0,3.4,37.0,11.0,13.0,4.5,59.0,1.0,0.0,
66.0,Dyami Brown,26.0,JAX,WR,1.0,1.0,4.0,3.0,52.0,17.3,0.0,3.0,75.0,23.0,3.0,52.0,75.0,13.0,2.0,6.0,0.0,1.0,50.0,4.0,3.0,6.0,2.0,5.0,11.6,58.0,0.0,0.0,
67.0,Caleb Williams,24.0,CHI,QB,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,6.0,58.0,1.0,4.0,83.3,13.0,9.7,58.0,6.0,6.0,9.7,58.0,1.0,0.0,
68.0,Stefon Diggs,32.0,NWE,WR,1.0,1.0,7.0,6.0,57.0,9.5,0.0,3.0,57.1,16.0,6.0,57.0,85.7,8.1,0.0,0.0,0.0,0.0,,,,0.0,0.0,6.0,9.5,57.0,0.0,0.0,
69.0,Austin Ekeler,30.0,WAS,RB,1.0,1.0,3.0,3.0,31.0,10.3,0.0,2.0,100.0,15.0,3.0,31.0,100.0,10.3,6.0,26.0,0.0,1.0,83.3,6.0,4.3,26.0,6.0,9.0,6.3,57.0,0.0,0.0,
70.0,Alvin Kamara,30.0,NOR,RB,1.0,1.0,2.0,2.0,12.0,6.0,0.0,1.0,100.0,7.0,2.0,12.0,100.0,6.0,11.0,45.0,1.0,3.0,45.5,18.0,4.1,45.0,11.0,13.0,4.4,57.0,1.0,0.0,
71.0,Patrick Mahomes,30.0,KAN,QB,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,6.0,57.0,1.0,5.0,100.0,15.0,9.5,57.0,6.0,6.0,9.5,57.0,1.0,0.0,
72.0,Drake London,24.0,ATL,WR,1.0,1.0,15.0,8.0,55.0,6.9,0.0,2.0,33.3,12.0,8.0,55.0,53.3,3.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,8.0,6.9,55.0,0.0,0.0,
73.0,Wan'Dale Robinson,24.0,NYG,WR,1.0,0.0,8.0,6.0,55.0,9.2,0.0,4.0,50.0,20.0,6.0,55.0,75.0,6.9,0.0,0.0,0.0,0.0,,,,0.0,0.0,6.0,9.2,55.0,0.0,0.0,
74.0,JuJu Smith-Schuster,29.0,KAN,WR,1.0,1.0,5.0,5.0,55.0,11.0,0.0,1.0,100.0,16.0,5.0,55.0,100.0,11.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,5.0,11.0,55.0,0.0,0.0,
75.0,Chris Olave,25.0,NOR,WR,1.0,1.0,13.0,7.0,54.0,7.7,0.0,2.0,38.5,13.0,7.0,54.0,53.8,4.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,7.0,7.7,54.0,0.0,0.0,
76.0,Tre Tucker,24.0,LVR,WR,1.0,1.0,3.0,2.0,54.0,27.0,1.0,2.0,66.7,28.0,2.0,54.0,66.7,18.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,27.0,54.0,1.0,0.0,
77.0,Tyler Conklin,30.0,LAC,TE,1.0,1.0,2.0,2.0,50.0,25.0,0.0,2.0,100.0,33.0,2.0,50.0,100.0,25.0,1.0,2.0,0.0,1.0,100.0,2.0,2.0,2.0,1.0,3.0,17.3,52.0,0.0,1.0,
78.0,Cedric Tillman,25.0,CLE,WR,1.0,1.0,8.0,5.0,52.0,10.4,1.0,3.0,50.0,25.0,5.0,52.0,62.5,6.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,5.0,10.4,52.0,1.0,0.0,
79.0,Davante Adams,33.0,LAR,WR,1.0,1.0,8.0,4.0,51.0,12.8,0.0,4.0,50.0,24.0,4.0,51.0,50.0,6.4,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.0,12.8,51.0,0.0,0.0,
80.0,Chase Brown,25.0,CIN,RB,1.0,1.0,3.0,2.0,8.0,4.0,0.0,0.0,33.3,7.0,2.0,8.0,66.7,2.7,21.0,43.0,1.0,3.0,47.6,8.0,2.0,43.0,21.0,23.0,2.2,51.0,1.0,0.0,
81.0,Mike Evans,32.0,TAM,WR,1.0,1.0,8.0,5.0,51.0,10.2,0.0,4.0,62.5,14.0,5.0,51.0,62.5,6.4,0.0,0.0,0.0,0.0,,,,0.0,0.0,5.0,10.2,51.0,0.0,0.0,
82.0,TreVeyon Henderson,23.0,NWE,RB,1.0,0.0,6.0,6.0,24.0,4.0,0.0,0.0,16.7,13.0,6.0,24.0,100.0,4.0,5.0,27.0,0.0,1.0,40.0,14.0,5.4,27.0,5.0,11.0,4.6,51.0,0.0,0.0,
83.0,Ray-Ray McCloud,29.0,ATL,WR,1.0,0.0,5.0,3.0,51.0,17.0,0.0,3.0,60.0,24.0,3.0,51.0,60.0,10.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,17.0,51.0,0.0,0.0,
84.0,Jahmyr Gibbs,23.0,DET,RB,1.0,1.0,10.0,10.0,31.0,3.1,0.0,1.0,40.0,7.0,10.0,31.0,100.0,3.1,9.0,19.0,0.0,1.0,22.2,14.0,2.1,19.0,9.0,19.0,2.6,50.0,0.0,0.0,
85.0,Miles Sanders,28.0,DAL,RB,1.0,0.0,1.0,1.0,-3.0,-3.0,0.0,0.0,0.0,,1.0,-3.0,100.0,-3.0,4.0,53.0,0.0,1.0,25.0,49.0,13.3,53.0,4.0,5.0,10.0,50.0,0.0,1.0,
86.0,Justin Fields,26.0,NYJ,QB,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,12.0,48.0,2.0,5.0,66.7,15.0,4.0,48.0,12.0,12.0,4.0,48.0,2.0,0.0,
87.0,Justin Jefferson,26.0,MIN,WR,1.0,1.0,7.0,4.0,44.0,11.0,1.0,2.0,42.9,17.0,4.0,44.0,57.1,6.3,1.0,4.0,0.0,0.0,100.0,4.0,4.0,4.0,1.0,5.0,9.6,48.0,1.0,0.0,
88.0,Dalton Kincaid,26.0,BUF,TE,1.0,1.0,4.0,4.0,48.0,12.0,1.0,3.0,75.0,22.0,4.0,48.0,100.0,12.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.0,12.0,48.0,1.0,1.0,
89.0,Zach Charbonnet,24.0,SEA,RB,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,12.0,47.0,1.0,4.0,83.3,7.0,3.9,47.0,12.0,12.0,3.9,47.0,1.0,0.0,
90.0,Travis Kelce,36.0,KAN,TE,1.0,1.0,4.0,2.0,47.0,23.5,1.0,2.0,50.0,37.0,2.0,47.0,50.0,11.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,23.5,47.0,1.0,0.0,
91.0,Bucky Irving,23.0,TAM,RB,1.0,1.0,4.0,4.0,8.0,2.0,1.0,1.0,25.0,9.0,4.0,8.0,100.0,2.0,14.0,37.0,0.0,1.0,35.7,9.0,2.6,37.0,14.0,18.0,2.5,45.0,1.0,0.0,
92.0,Jayden Reed,25.0,GNB,WR,1.0,0.0,5.0,3.0,45.0,15.0,1.0,2.0,40.0,26.0,3.0,45.0,60.0,9.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,3.0,15.0,45.0,1.0,0.0,
93.0,Amon-Ra St. Brown,26.0,DET,WR,1.0,1.0,6.0,4.0,45.0,11.3,0.0,4.0,66.7,19.0,4.0,45.0,66.7,7.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.0,11.3,45.0,0.0,0.0,
94.0,Dont'e Thornton,23.0,LVR,WR,1.0,0.0,4.0,2.0,45.0,22.5,0.0,2.0,50.0,36.0,2.0,45.0,50.0,11.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,2.0,22.5,45.0,0.0,0.0,
95.0,James Conner,30.0,ARI,RB,1.0,1.0,4.0,4.0,5.0,1.3,1.0,2.0,50.0,5.0,4.0,5.0,100.0,1.3,12.0,39.0,0.0,1.0,25.0,12.0,3.3,39.0,12.0,16.0,2.8,44.0,1.0,0.0,
96.0,Troy Franklin,22.0,DEN,WR,1.0,1.0,6.0,4.0,44.0,11.0,0.0,3.0,66.7,18.0,4.0,44.0,66.7,7.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.0,11.0,44.0,0.0,0.0,
97.0,Dallas Goedert,30.0,PHI,TE,1.0,1.0,7.0,7.0,44.0,6.3,0.0,2.0,71.4,9.0,7.0,44.0,100.0,6.3,0.0,0.0,0.0,0.0,,,,0.0,0.0,7.0,6.3,44.0,0.0,0.0,
98.0,Russell Wilson,37.0,NYG,QB,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,8.0,44.0,0.0,3.0,62.5,15.0,5.5,44.0,8.0,8.0,5.5,44.0,0.0,1.0,
99.0,David Montgomery,28.0,DET,RB,1.0,0.0,4.0,4.0,18.0,4.5,0.0,1.0,50.0,7.0,4.0,18.0,100.0,4.5,11.0,25.0,0.0,1.0,45.5,6.0,2.3,25.0,11.0,15.0,2.9,43.0,0.0,0.0,
100.0,Olamide Zaccheaus,28.0,CHI,WR,1.0,1.0,7.0,4.0,42.0,10.5,0.0,2.0,42.9,16.0,4.0,42.0,57.1,6.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,4.0,10.5,42.0,0.0,0.0,
101.0,DJ Giddens,22.0,IND,RB,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,,12.0,41.0,0.0,2.0,41.7,12.0,3.4,41.0,12.0,12.0,3.4,41.0,0.0,0.0,
