No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
87.0,Davis Allen,23.0,TE,15,5.0,251.0,6-6,Clemson,2/3/2001,1,0.0,Los Angeles Rams / 5th / 175th pick / 2023
61.0,AJ Arcuri,27.0,OL,2,0.0,308.0,6-7,Michigan St.,8/13/1997,2,0.0,Los Angeles Rams / 7th / 261st pick / 2022
5.0,Tutu Atwell,25.0,WR,17,5.0,165.0,5-9,Louisville,10/7/1999,3,5.0,Los Angeles Rams / 2nd / 57th pick / 2021
73.0,Steve Avila,25.0,LG,10,10.0,338.0,6-3,TCU,10/16/1999,1,5.0,Los Angeles Rams / 2nd / 36th pick / 2023
95.0,Bobby Brown,24.0,NT,17,16.0,332.0,6-4,Texas A&M,8/7/2000,3,7.0,Los Angeles Rams / 4th / 117th pick / 2021
60.0,Logan Bruss,26.0,OL,8,3.0,317.0,6-5,Wisconsin,10/6/1998,1,2.0,Los Angeles Rams / 3rd / 104th pick / 2022
59.0,Geron Christian,28.0,OL,1,0.0,302.0,6-5,Louisville,9/10/1996,6,0.0,Washington Redskins / 3rd / 74th pick / 2018
22.0,Blake Corum,24.0,RB,17,1.0,210.0,5-8,Michigan,11/25/2000,Rook,2.0,Los Angeles Rams / 3rd / 83rd pick / 2024
3.0,Kamren Curl,25.0,FS,16,16.0,205.0,6-2,Arkansas,3/31/1999,4,6.0,Washington Football Team / 7th / 216th pick / 2020
90.0,Tyler Davis,24.0,DL,16,0.0,300.0,6-2,Clemson,11/1/2000,Rook,1.0,Los Angeles Rams / 6th / 196th pick / 2024
67.0,Justin Dedich,24.0,OL,13,3.0,300.0,6-2,USC,4/24/2000,Rook,2.0,
69.0,Kevin Dotson,28.0,RG,16,16.0,330.0,6-4,Louisiana,9/18/1996,4,8.0,Pittsburgh Steelers / 4th / 135th pick / 2020
14.0,Cobie Durant,26.0,RCB,15,14.0,182.0,5-11,South Carolina St.,2/9/1998,2,5.0,Los Angeles Rams / 4th / 142nd pick / 2022
42.0,Ethan Evans,23.0,P,16,0.0,250.0,6-3,Wingate,7/19/2001,1,2.0,Los Angeles Rams / 7th / 223rd pick / 2023
55.0,Braden Fiske,24.0,RDE,17,8.0,291.0,6-4,"Western Michigan,Florida St.",1/18/2000,Rook,5.0,Los Angeles Rams / 2nd / 39th pick / 2024
,Emmanuel Forbes,23.0,CB,2,1.0,180.0,6-0,Mississippi St.,1/13/2001,1,0.0,Washington Commanders / 1st / 16th pick / 2023
92.0,Neville Gallimore,27.0,NT,14,4.0,307.0,6-2,Oklahoma,1/17/1997,4,2.0,Dallas Cowboys / 3rd / 82nd pick / 2020
11.0,Jimmy Garoppolo,33.0,QB,1,1.0,225.0,6-2,Eastern Illinois,11/2/1991,10,1.0,New England Patriots / 2nd / 62nd pick / 2014
31.0,Nick Hampton,24.0,OLB,14,0.0,250.0,6-3,Appalachian St.,4/5/2000,1,1.0,Los Angeles Rams / 5th / 161st pick / 2023
