No.,Player,Age,Pos,G,GS,Wt,Ht,College/Univ,BirthDate,Yrs,AV,Drafted (tm/rnd/yr)
26.0,Saquon Barkley,27.0,RB,16,16.0,233.0,6-0,Penn St.,2/9/1997,6,18.0,New York Giants / 1st / 2nd pick / 2018
53.0,Zack Baun,28.0,LLB,16,16.0,225.0,6-3,Wisconsin,12/30/1996,4,18.0,New Orleans Saints / 3rd / 74th pick / 2020
77.0,Mekhi Becton,25.0,RG,15,15.0,363.0,6-7,Louisville,4/18/1999,4,7.0,New York Jets / 1st / 11th pick / 2020
32.0,Reed Blankenship,25.0,FS,15,15.0,203.0,6-1,Middle Tenn. St.,3/2/1999,2,7.0,
48.0,Khari Blasingame,28.0,FB,3,0.0,233.0,6-0,Vanderbilt,7/1/1996,5,0.0,
59.0,Thomas Booker,25.0,DT,17,1.0,301.0,6-3,Stanford,11/11/1999,2,2.0,Houston Texans / 5th / 150th pick / 2022
11.0,A.J. Brown,27.0,WR,13,13.0,226.0,6-1,Mississippi,6/30/1997,5,12.0,Tennessee Titans / 2nd / 51st pick / 2019
21.0,Sydney Brown,24.0,S,11,0.0,211.0,5-10,Illinois,3/21/2000,1,1.0,Philadelphia Eagles / 3rd / 66th pick / 2023
42.0,Oren Burks,29.0,LB,17,2.0,233.0,6-3,Vanderbilt,3/21/1995,6,2.0,Green Bay Packers / 3rd / 88th pick / 2018
81.0,Grant Calcaterra,26.0,TE,17,13.0,240.0,6-4,"Oklahoma,SMU",12/4/1998,2,3.0,Philadelphia Eagles / 6th / 198th pick / 2022
80.0,Parris Campbell,27.0,WR,5,0.0,208.0,6-0,Ohio St.,7/16/1997,5,0.0,Indianapolis Colts / 2nd / 59th pick / 2019
98.0,Jalen Carter,23.0,LDT,16,15.0,314.0,6-3,Georgia,4/4/2001,1,14.0,Philadelphia Eagles / 1st / 9th pick / 2023
18.0,Britain Covey,27.0,WR,5,1.0,173.0,5-8,Utah,3/18/1997,2,0.0,
90.0,Jordan Davis,24.0,RDT,17,17.0,336.0,6-6,Georgia,1/12/2000,2,8.0,Philadelphia Eagles / 1st / 13th pick / 2022
35.0,Tyrion Davis-Price,24.0,RB,1,0.0,219.0,6-1,LSU,10/23/2000,2,0.0,San Francisco 49ers / 3rd / 93rd pick / 2022
17.0,Nakobe Dean,24.0,MLB,15,15.0,231.0,5-11,Georgia,12/13/2000,2,8.0,Philadelphia Eagles / 3rd / 83rd pick / 2022
33.0,Cooper DeJean,21.0,DB,16,9.0,198.0,6-0,Iowa,2/9/2003,Rook,5.0,Philadelphia Eagles / 2nd / 40th pick / 2024
69.0,Landon Dickerson,26.0,LG,16,16.0,332.0,6-6,"Florida St.,Alabama",9/30/1998,3,9.0,Philadelphia Eagles / 2nd / 37th pick / 2021
83.0,Jahan Dotson,24.0,WR,17,6.0,184.0,5-11,Penn St.,3/22/2000,2,3.0,Washington Commanders / 1st / 16th pick / 2022
75.0,Jack Driscoll,27.0,OL,13,1.0,312.0,6-5,"Massachusetts,Auburn",4/1/1997,4,1.0,Philadelphia Eagles / 4th / 145th pick / 2020
4.0,Jake Elliott,29.0,K,17,0.0,167.0,5-9,Memphis,1/21/1995,7,2.0,Cincinnati Bengals / 5th / 153rd pick / 2017
14.0,Kenneth Gainwell,25.0,RB,17,1.0,200.0,5-9,Memphis,3/14/1999,3,3.0,Philadelphia Eagles / 5th / 150th pick / 2021
52.0,Dallas Gant,24.0,LB,2,0.0,224.0,6-2,Toledo,5/16/2000,Rook,0.0,
8.0,C.J. Gardner-Johnson,27.0,SS,16,16.0,208.0,5-11,Florida,12/20/1997,5,8.0,New Orleans Saints / 4th / 105th pick / 2019
61.0,Nick Gates,29.0,OL,9,1.0,312.0,6-5,Nebraska,11/27/1995,5,1.0,
88.0,Dallas Goedert,29.0,TE,10,10.0,256.0,6-5,South Dakota St.,1/3/1995,6,6.0,Philadelphia Eagles / 2nd / 49th pick / 2018
55.0,Brandon Graham,36.0,DE,11,1.0,265.0,6-2,Michigan,4/3/1988,14,2.0,Philadelphia Eagles / 1st / 13th pick / 2010
,Charles Harris,29.0,DE,4,0.0,250.0,6-3,Missouri,3/6/1995,7,0.0,Miami Dolphins / 1st / 22nd pick / 2017
0.0,Bryce Huff,26.0,DE,12,6.0,255.0,6-3,Memphis,4/17/1998,4,4.0,
58.0,Jalyx Hunt,23.0,OLB,16,1.0,252.0,6-3,"Cornell,Houston Christian",3/13/2001,Rook,2.0,Philadelphia Eagles / 3rd / 94th pick / 2024
1.0,Jalen Hurts,26.0,QB,15,15.0,223.0,6-1,"Alabama,Oklahoma",8/7/1998,4,16.0,Philadelphia Eagles / 2nd / 53rd pick / 2020
84.0,E.J. Jenkins,26.0,TE,8,0.0,245.0,6-6,"St. Francis (PA),South Carolina,Georgia Tech",11/3/1998,1,0.0,
74.0,Fred Johnson,27.0,T,17,6.0,326.0,6-7,Florida,6/5/1997,5,4.0,
65.0,Lane Johnson,34.0,RT,15,15.0,325.0,6-6,"Kilgore College,Oklahoma",5/8/1990,11,12.0,Philadelphia Eagles / 1st / 4th pick / 2013
48.0,Patrick Johnson,26.0,OLB,1,0.0,248.0,6-2,Tulane,1/10/1998,3,0.0,Philadelphia Eagles / 7th / 234th pick / 2021
51.0,Cam Jurgens,25.0,C,16,16.0,303.0,6-3,Nebraska,8/21/1999,2,9.0,Philadelphia Eagles / 2nd / 51st pick / 2022
79.0,Trevor Keegan,24.0,G,1,0.0,306.0,6-5,Michigan,8/30/2000,Rook,0.0,Philadelphia Eagles / 5th / 172nd pick / 2024
72.0,Darian Kinnard,25.0,G,2,1.0,322.0,6-5,Kentucky,12/29/1999,2,0.0,Kansas City Chiefs / 5th / 145th pick / 2022
49.0,Rick Lovato,32.0,LS,17,0.0,249.0,6-2,Old Dominion,9/9/1992,9,1.0,
29.0,Avonte Maddox,28.0,CB,17,3.0,191.0,5-9,Pittsburgh,3/31/1996,6,2.0,Philadelphia Eagles / 4th / 125th pick / 2018
68.0,Jordan Mailata,27.0,LT,12,12.0,365.0,6-8,,3/31/1997,4,10.0,Philadelphia Eagles / 7th / 233rd pick / 2018
10.0,Braden Mann,27.0,P,17,0.0,198.0,5-11,Texas A&M,11/24/1997,4,3.0,New York Jets / 6th / 191st pick / 2020
45.0,Ochaun Mathis,25.0,OLB,1,0.0,260.0,6-5,"TCU,Nebraska",1/9/1999,1,0.0,Los Angeles Rams / 6th / 189th pick / 2023
36.0,Tristin McCollum,25.0,S,14,2.0,195.0,6-3,Sam Houston St.,5/3/1999,1,2.0,
16.0,Tanner McKee,24.0,QB,2,1.0,231.0,6-6,Stanford,4/27/2000,1,1.0,Philadelphia Eagles / 6th / 188th pick / 2023
27.0,Quinyon Mitchell,23.0,LCB,16,16.0,193.0,6-0,Toledo,7/18/2001,Rook,6.0,Philadelphia Eagles / 1st / 22nd pick / 2024
43.0,Nicholas Morrow,29.0,LB,0,0.0,216.0,6-0,Greenville,7/10/1995,7,0.0,
97.0,Moro Ojomo,23.0,DT,17,1.0,292.0,6-3,Texas,8/15/2001,1,2.0,Philadelphia Eagles / 7th / 249th pick / 2023
7.0,Kenny Pickett,26.0,QB,5,1.0,220.0,6-3,Pittsburgh,6/6/1998,2,1.0,Pittsburgh Steelers / 1st / 20th pick / 2022
23.0,Eli Ricks,23.0,CB,7,0.0,188.0,6-2,"LSU,Alabama",9/26/2001,1,0.0,
22.0,Kelee Ringo,22.0,CB,17,1.0,207.0,6-2,Georgia,6/27/2002,1,2.0,Philadelphia Eagles / 4th / 105th pick / 2023
34.0,Isaiah Rodgers,26.0,CB,15,3.0,176.0,5-10,Massachusetts,1/7/1998,4,2.0,Indianapolis Colts / 6th / 211th pick / 2020
38.0,John Ross,29.0,WR,1,0.0,190.0,5-11,Washington,11/27/1995,7,0.0,Cincinnati Bengals / 1st / 9th pick / 2017
31.0,Andre' Sam,25.0,S,1,0.0,194.0,5-10,"McNeese St.,Marshall,LSU",2/9/1999,Rook,0.0,
28.0,Will Shipley,22.0,RB,16,1.0,209.0,5-11,Clemson,8/29/2002,Rook,1.0,Philadelphia Eagles / 4th / 127th pick / 2024
2.0,Darius Slay,33.0,RCB,14,14.0,192.0,6-0,Mississippi St.,1/1/1991,11,6.0,Detroit Lions / 2nd / 36th pick / 2013
82.0,Ainias Smith,23.0,WR,7,1.0,176.0,5-9,Texas A&M,5/31/2001,Rook,1.0,Philadelphia Eagles / 5th / 152nd pick / 2024
6.0,DeVonta Smith,26.0,WR,13,13.0,170.0,6-0,Alabama,11/14/1998,3,9.0,Philadelphia Eagles / 1st / 10th pick / 2021
3.0,Nolan Smith,23.0,LOLB,16,10.0,238.0,6-2,Georgia,1/18/2001,1,6.0,Philadelphia Eagles / 1st / 30th pick / 2023
56.0,Tyler Steen,24.0,OL,17,2.0,321.0,6-6,"Vanderbilt,Alabama",6/24/2000,1,2.0,Philadelphia Eagles / 3rd / 65th pick / 2023
87.0,Jack Stoll,26.0,TE,7,2.0,247.0,6-4,Nebraska,1/28/1998,3,0.0,
19.0,Josh Sweat,27.0,RLB,16,15.0,265.0,6-5,Florida St.,3/29/1997,6,8.0,Philadelphia Eagles / 4th / 130th pick / 2018
64.0,Brett Toth,28.0,OL,0,0.0,304.0,6-6,Army,9/1/1996,4,0.0,
54.0,Jeremiah Trotter Jr.,22.0,LB,17,1.0,225.0,6-0,Clemson,12/24/2002,Rook,2.0,Philadelphia Eagles / 5th / 155th pick / 2024
47.0,C.J. Uzomah,31.0,TE,7,3.0,262.0,6-6,Auburn,1/14/1993,9,0.0,Cincinnati Bengals / 5th / 157th pick / 2015
57.0,Ben VanSumeren,24.0,LB,11,1.0,231.0,6-2,"Michigan,Michigan St.",5/5/2000,1,1.0,
93.0,Milton Williams,25.0,DT,17,7.0,290.0,6-3,Louisiana Tech,4/6/1999,3,5.0,Philadelphia Eagles / 3rd / 73rd pick / 2021
89.0,Johnny Wilson,23.0,WR,16,4.0,228.0,6-6,"Arizona St.,Florida St.",4/3/2001,Rook,0.0,Philadelphia Eagles / 6th / 185th pick / 2024
,Team Total,26.1,,17,,243.9,6-2.2,,,3.4,,
